Year Quarter.no SMS.area Predator.no Size.model Predator.length.class Predator.length Predator.length.mean Predator.weight Predator.size Predator.available.food Diri.p Diri.sum.p Diri.like Prey.no  Prey.length.class Prey.length.mean Prey.weight Prey.size N.haul N.samples stomcon  stomcon.hat Residual L.N.bar Prey.avail Prey.avail.part Suit Stom.var obj.contrib stom.input stom.used.all stom.used.like stom.used.avail stom.used.prey 
1981 1 1 2 0 15 500 500 5 5 4.40186e+006 0.748765 10.5774 -6.74947 19 9 131 0.01781 0.0175979 50 50 0.0159745 0.0707888 -0.0548144 1.38627e+006 311602 63663.7 2.60966 0.00568155 0 0.00318619 1 1 1 1
1981 1 1 2 0 15 500 500 5 5 4.40186e+006 0.748765 10.5774 -6.74947 19 10 166 0.03504 0.0343684 50 50 0 0 0 2.7644e+006 0 247939 2.60966 0 0 0.0127883 1 0 1 1
1981 1 1 2 0 15 500 500 5 5 4.40186e+006 1.61277 10.5774 -6.74947 21 8 87 0.00594 0.00594576 50 50 0.273686 0.152472 0.121213 602643 671161 7705.05 2.15034 0.0111618 0 0.00353512 1 1 1 1
1981 1 1 2 0 15 500 500 5 5 4.40186e+006 1.61277 10.5774 -6.74947 21 9 126 0.01911 0.0186768 50 50 0 0 0 8.04311e+006 0 323023 2.15034 0 0 0.189316 1 0 1 1
1981 1 1 2 0 15 500 500 5 5 4.40186e+006 1.61277 10.5774 -6.74947 21 10 150 0.03201 0.0320118 50 50 0 0 0 4.94555e+006 0 340433 2.15034 0 0 0.0808345 1 0 1 1
1981 1 1 2 0 15 500 500 5 5 4.40186e+006 4.48169 10.5774 -6.74947 22 8 86 0.00186 0.00328856 50 50 0.395941 0.423703 -0.0277619 4.74279e+007 1.86508e+006 150642 0.96584 0.0210909 0 0.0359012 1 1 1 1
1981 1 1 2 0 15 500 500 5 5 4.40186e+006 4.48169 10.5774 -6.74947 22 9 115 0.00482 0.00862955 50 50 0 0 0 1.22903e+008 0 1.02437e+006 0.96584 0 0 0.283357 1 0 1 1
1981 1 1 2 0 15 500 500 5 5 4.40186e+006 4.48169 10.5774 -6.74947 22 10 159 0.01305 0.0252994 50 50 0 0 0 2.8241e+007 0 690072 0.96584 0 0 0.0766826 1 0 1 1
1981 1 1 2 0 15 500 500 5 5 4.40186e+006 1.64656 10.5774 -6.74947 24 7 56 0.00152 0.00152376 50 50 0.185206 0.155667 0.0295398 3.74562e+007 685223 75406.7 1.3212 0.0113526 0 0.0119955 1 1 1 1
1981 1 1 2 0 15 500 500 5 5 4.40186e+006 1.64656 10.5774 -6.74947 24 8 80 0.00467 0.00458803 50 50 0 0 0 5.41133e+007 0 328019 1.3212 0 0 0.0574403 1 0 1 1
1981 1 1 2 0 15 500 500 5 5 4.40186e+006 1.64656 10.5774 -6.74947 24 9 111 0.01284 0.0126236 50 50 0 0 0 1.6896e+007 0 281797 1.3212 0 0 0.115771 1 0 1 1
1981 1 1 3 0 15 500 500 5 5 108084 45.3352 49 -15.4673 0 0 -1 -1 9999 50 50 0.940661 0.925208 0.0154536 -1 100000 100000 1 0.00138397 0 0.940661 1 1 1 1
1981 1 1 3 0 15 500 500 5 5 108084 1.15528 49 -15.4673 18 9 115 0.01249 0.0123468 50 50 0.0138577 0.0235771 -0.00971945 3.04314e+006 2548.31 2548.31 0.0678228 0.000460425 0 0.0138577 1 1 1 1
1981 1 1 3 0 15 500 500 5 5 108084 0.284459 49 -15.4673 19 9 116 0.01264 0.0124786 50 50 0.0141616 0.00580529 0.00835629 1.38627e+006 627.458 627.458 0.0362718 0.000115432 0 0.0141616 1 1 1 1
1981 1 1 3 0 15 500 500 5 5 108084 0.419022 49 -15.4673 21 10 163 0.04201 0.0413868 50 50 0.00845566 0.00855148 -9.58172e-005 4.94555e+006 924.277 249.358 0.00121828 0.000169567 0 0.0016167 1 1 1 1
1981 1 1 3 0 15 500 500 5 5 108084 0.419022 49 -15.4673 21 11 222 0.10799 0.107519 50 50 0 0 0 2.45498e+006 0 321.575 0.00121828 0 0 0.00481218 1 0 1 1
1981 1 1 3 0 15 500 500 5 5 108084 0.419022 49 -15.4673 21 12 258 0.1725 0.171075 50 50 0 0 0 1.69536e+006 0 353.343 0.00121828 0 0 0.00202678 1 0 1 1
1981 1 1 3 0 15 500 500 5 5 108084 1.07222 49 -15.4673 23 8 88 0.00714 0.00705935 50 50 0.0141511 0.0218819 -0.00773089 5.63224e+006 2365.08 238.007 0.0059861 0.000428062 0 0.0015844 1 1 1 1
1981 1 1 3 0 15 500 500 5 5 108084 1.07222 49 -15.4673 23 9 107 0.01305 0.0127561 50 50 0 0 0 2.78562e+007 0 2127.08 0.0059861 0 0 0.0125667 1 0 1 1
1981 1 1 3 0 15 500 500 5 5 108084 0.733851 49 -15.4673 24 7 56 0.00152 0.00152376 50 50 0.00871279 0.0149766 -0.00626376 3.74562e+007 1618.72 200.913 0.0035202 0.000295045 0 0.00105998 1 1 1 1
1981 1 1 3 0 15 500 500 5 5 108084 0.733851 49 -15.4673 24 8 80 0.00467 0.00458803 50 50 0 0 0 5.41133e+007 0 873.973 0.0035202 0 0 0.00511831 1 0 1 1
1981 1 1 3 0 15 500 500 5 5 108084 0.733851 49 -15.4673 24 9 100 0.00914 0.0091436 50 50 0 0 0 1.6896e+007 0 543.837 0.0035202 0 0 0.0025345 1 0 1 1
1981 1 1 4 0 15 500 500 5 5 1.31937e+007 19.6089 25.8714 -14.9976 0 0 -1 -1 9999 50 50 0.816771 0.757936 0.0588358 -1 1e+007 1e+007 1 0.00682767 0 0.816771 1 1 1 1
1981 1 1 4 0 15 500 500 5 5 1.31937e+007 0.366263 25.8714 -14.9976 17 9 110 0.01423 0.0139215 50 50 0.0127831 0.014157 -0.00137392 370266 186784 186784 36.2359 0.000519385 0 0.0127831 1 1 1 1
1981 1 1 4 0 15 500 500 5 5 1.31937e+007 0.579844 25.8714 -14.9976 18 9 115 0.01249 0.0123468 50 50 0.0140736 0.0224125 -0.00833896 3.04314e+006 295705 295705 7.87015 0.000815371 0 0.0140736 1 1 1 1
1981 1 1 4 0 15 500 500 5 5 1.31937e+007 0.387086 25.8714 -14.9976 19 9 116 0.01264 0.0124786 50 50 0.0143822 0.0149619 -0.000579688 1.38627e+006 197403 197403 11.4114 0.000548465 0 0.0143822 1 1 1 1
1981 1 1 4 0 15 500 500 5 5 1.31937e+007 0.797257 25.8714 -14.9976 21 9 126 0.01917 0.0186768 50 50 0.0439961 0.0308161 0.01318 8.04311e+006 406580 101639 0.676601 0.00111146 0 0.00754393 1 1 1 1
1981 1 1 4 0 15 500 500 5 5 1.31937e+007 0.797257 25.8714 -14.9976 21 10 163 0.04235 0.0413868 50 50 0 0 0 4.94555e+006 0 138487 0.676601 0 0 0.0114294 1 0 1 1
1981 1 1 4 0 15 500 500 5 5 1.31937e+007 0.797257 25.8714 -14.9976 21 11 217 0.1012 0.10021 50 50 0 0 0 2.45498e+006 0 166454 0.676601 0 0 0.0250228 1 0 1 1
1981 1 1 4 0 15 500 500 5 5 1.31937e+007 1.16459 25.8714 -14.9976 22 8 87 0.0019 0.00341724 50 50 0.00949418 0.0450145 -0.0355203 4.74279e+007 593909 78726.4 0.485748 0.00159977 0 0.00103476 1 1 1 1
1981 1 1 4 0 15 500 500 5 5 1.31937e+007 1.16459 25.8714 -14.9976 22 9 115 0.00481 0.00862955 50 50 0 0 0 1.22903e+008 0 515183 0.485748 0 0 0.00845942 1 0 1 1
1981 1 1 4 0 15 500 500 5 5 1.31937e+007 2.96752 25.8714 -14.9976 24 7 56 0.00152 0.00152376 50 50 0.0884995 0.114702 -0.0262029 3.74562e+007 1.51335e+006 187835 3.29105 0.00377895 0 0.010846 1 1 1 1
1981 1 1 4 0 15 500 500 5 5 1.31937e+007 2.96752 25.8714 -14.9976 24 8 80 0.00467 0.00458803 50 50 0 0 0 5.41133e+007 0 817082 3.29105 0 0 0.0519358 1 0 1 1
1981 1 1 4 0 15 500 500 5 5 1.31937e+007 2.96752 25.8714 -14.9976 24 9 100 0.00914 0.0091436 50 50 0 0 0 1.6896e+007 0 508436 3.29105 0 0 0.0257178 1 0 1 1
1981 1 1 5 0 15 500 500 5 5 1.11856e+007 43.8062 49 -19.0104 0 0 -1 -1 9999 50 50 0.843586 0.894005 -0.0504187 -1 1e+007 1e+007 1 0.00189521 0 0.843586 1 1 1 1
1981 1 1 5 0 15 500 500 5 5 1.11856e+007 0.260135 49 -19.0104 17 9 110 0.01423 0.0139215 50 50 0.0118152 0.00530887 0.00650636 370266 59383 59383 11.5203 0.000105614 0 0.0118152 1 1 1 1
1981 1 1 5 0 15 500 500 5 5 1.11856e+007 0.579337 49 -19.0104 18 9 115 0.01249 0.0123468 50 50 0.013008 0.0118232 0.00118478 3.04314e+006 132250 132250 3.51981 0.000233668 0 0.013008 1 1 1 1
1981 1 1 5 0 15 500 500 5 5 1.11856e+007 0.32963 49 -19.0104 19 9 116 0.01264 0.0124786 50 50 0.0132933 0.00672714 0.00656612 1.38627e+006 75247.3 75247.3 4.34987 0.000133638 0 0.0132933 1 1 1 1
1981 1 1 5 0 15 500 500 5 5 1.11856e+007 0.377062 49 -19.0104 21 10 163 0.04201 0.0413868 50 50 0.00802266 0.00769515 0.000327507 4.94555e+006 86075.1 23334.5 0.114004 0.000152719 0 0.00151898 1 1 1 1
1981 1 1 5 0 15 500 500 5 5 1.11856e+007 0.377062 49 -19.0104 21 11 221 0.10787 0.10603 50 50 0 0 0 2.45498e+006 0 29675.4 0.114004 0 0 0.00454718 1 0 1 1
1981 1 1 5 0 15 500 500 5 5 1.11856e+007 0.377062 49 -19.0104 21 12 258 0.17257 0.171075 50 50 0 0 0 1.69536e+006 0 33065.2 0.114004 0 0 0.0019565 1 0 1 1
1981 1 1 5 0 15 500 500 5 5 1.11856e+007 2.0226 49 -19.0104 22 8 86 0.00186 0.00328856 50 50 0.0888053 0.0412775 0.0475278 4.74279e+007 461715 59194.1 0.379523 0.000791474 0 0.00997665 1 1 1 1
1981 1 1 5 0 15 500 500 5 5 1.11856e+007 2.0226 49 -19.0104 22 9 115 0.00482 0.00862955 50 50 0 0 0 1.22903e+008 0 402521 0.379523 0 0 0.0788287 1 0 1 1
1981 1 1 5 0 15 500 500 5 5 1.11856e+007 0.799891 49 -19.0104 23 8 88 0.00714 0.00705935 50 50 0.0132834 0.0163243 -0.00304094 5.63224e+006 182598 18375.4 0.46216 0.000321157 0 0.00148725 1 1 1 1
1981 1 1 5 0 15 500 500 5 5 1.11856e+007 0.799891 49 -19.0104 23 9 107 0.01305 0.0127561 50 50 0 0 0 2.78562e+007 0 164222 0.46216 0 0 0.0117961 1 0 1 1
1981 1 1 5 0 15 500 500 5 5 1.11856e+007 0.825114 49 -19.0104 24 7 56 0.00152 0.00152376 50 50 0.00818614 0.0168391 -0.00865292 3.74562e+007 188355 23378.4 0.409612 0.00033111 0 0.00099591 1 1 1 1
1981 1 1 5 0 15 500 500 5 5 1.11856e+007 0.825114 49 -19.0104 24 8 80 0.00467 0.00458803 50 50 0 0 0 5.41133e+007 0 101696 0.409612 0 0 0.00480893 1 0 1 1
1981 1 1 5 0 15 500 500 5 5 1.11856e+007 0.825114 49 -19.0104 24 9 100 0.00914 0.0091436 50 50 0 0 0 1.6896e+007 0 63281.1 0.409612 0 0 0.0023813 1 0 1 1
1981 1 1 6 0 15 500 500 5 5 1.1144e+007 43.9699 49 0.0428134 0 0 -1 -1 9999 50 50 0.800027 0.897345 -0.0973172 -1 1e+007 1e+007 1 0.00184235 0 0.800027 1 1 1 1
1981 1 1 6 0 15 500 500 5 5 1.1144e+007 5.03012 49 0.0428134 21 10 163 0.04236 0.0413868 50 50 0.199973 0.102655 0.0973172 4.94555e+006 1.14399e+006 287495 1.4046 0.00184235 0 0.0362543 1 1 1 1
1981 1 1 6 0 15 500 500 5 5 1.1144e+007 5.03012 49 0.0428134 21 11 221 0.10772 0.10603 50 50 0 0 0 2.45498e+006 0 365619 1.4046 0 0 0.104134 1 0 1 1
1981 1 1 6 0 15 500 500 5 5 1.1144e+007 5.03012 49 0.0428134 21 12 263 0.18213 0.18153 50 50 0 0 0 1.69536e+006 0 432280 1.4046 0 0 0.0570486 1 0 1 1
1981 1 1 6 0 15 500 500 5 5 1.1144e+007 5.03012 49 0.0428134 21 13 302 0.27808 0.278311 50 50 0 0 0 149898 0 58597.5 1.4046 0 0 0.00253609 1 0 1 1
1981 1 1 7 0 15 500 500 5 5 909865 5.38541 49 -3.78496 0 0 -1 -1 9999 50 50 0.100169 0.109906 -0.00973788 -1 100000 100000 1 0.00195654 0 0.100169 1 1 1 1
1981 1 1 7 0 15 500 500 5 5 909865 7.0443 49 -3.78496 21 8 87 0.00594 0.00594576 50 50 0.187578 0.143761 0.0438167 602643 130803 6076.94 1.69597 0.00246188 0 0.0659573 1 1 1 1
1981 1 1 7 0 15 500 500 5 5 909865 7.0443 49 -3.78496 21 9 100 0.00914 0.0091436 50 50 0 0 0 8.04311e+006 0 124726 1.69597 0 0 0.121621 1 0 1 1
1981 1 1 7 0 15 500 500 5 5 909865 36.5703 49 -3.78496 22 8 86 0.00186 0.00328856 50 50 0.712253 0.746332 -0.0340788 4.74279e+007 679061 55695.6 0.357093 0.00378641 0 0.0663276 1 1 1 1
1981 1 1 7 0 15 500 500 5 5 909865 36.5703 49 -3.78496 22 9 115 0.00482 0.00862955 50 50 0 0 0 1.22903e+008 0 378731 0.357093 0 0 0.52344 1 0 1 1
1981 1 1 7 0 15 500 500 5 5 909865 36.5703 49 -3.78496 22 10 157 0.01243 0.0242582 50 50 0 0 0 2.8241e+007 0 244635 0.357093 0 0 0.122486 1 0 1 1
1981 1 1 8 0 15 500 500 5 5 442044 8.04765 35.5742 -6.78454 0 0 -1 -1 9999 50 50 0.180978 0.226222 -0.0452441 -1 100000 100000 1 0.00478604 0 0.180978 1 1 1 1
1981 1 1 8 0 15 500 500 5 5 442044 1.2189 35.5742 -6.78454 18 9 131 0.01824 0.0181216 50 50 0.0157343 0.0342638 -0.0185295 3.04314e+006 15146.1 2073.52 0.0376002 0.00090473 0 0.0032236 1 1 1 1
1981 1 1 8 0 15 500 500 5 5 442044 1.2189 35.5742 -6.78454 18 10 166 0.03722 0.0364009 50 50 0 0 0 4.5114e+006 0 6174.66 0.0376002 0 0 0.0101435 1 0 1 1
1981 1 1 8 0 15 500 500 5 5 442044 1.2189 35.5742 -6.78454 18 11 200 0.06302 0.0630196 50 50 0 0 0 2.91106e+006 0 6897.9 0.0376002 0 0 0.0023672 1 0 1 1
1981 1 1 8 0 15 500 500 5 5 442044 14.4202 35.5742 -6.78454 21 8 87 0.00594 0.00594576 50 50 0.537726 0.405356 0.13237 602643 179185 8324.7 2.32328 0.00659052 0 0.189078 1 1 1 1
1981 1 1 8 0 15 500 500 5 5 442044 14.4202 35.5742 -6.78454 21 9 100 0.00914 0.0091436 50 50 0 0 0 8.04311e+006 0 170861 2.32328 0 0 0.348648 1 0 1 1
1981 1 1 8 0 15 500 500 5 5 442044 0.791291 35.5742 -6.78454 22 8 70 0.00095 0.00166034 50 50 0.102852 0.0222434 0.0806085 4.74279e+007 9832.57 9832.57 0.124864 0.000594645 0 0.102852 1 1 1 1
1981 1 1 8 0 15 500 500 5 5 442044 0.747622 35.5742 -6.78454 23 8 88 0.00714 0.00705935 50 50 0.0158187 0.0210159 -0.0051972 5.63224e+006 9289.94 888.798 0.0223541 0.000562534 0 0.00162679 1 1 1 1
1981 1 1 8 0 15 500 500 5 5 442044 0.747622 35.5742 -6.78454 23 9 109 0.01359 0.0134915 50 50 0 0 0 2.78562e+007 0 8401.14 0.0223541 0 0 0.0141919 1 0 1 1
1981 1 1 8 0 15 500 500 5 5 442044 10.3485 35.5742 -6.78454 24 7 56 0.00152 0.00152376 50 50 0.146891 0.290899 -0.144007 3.74562e+007 128590 33148.6 0.580796 0.00563995 0 0.0723608 1 1 1 1
1981 1 1 8 0 15 500 500 5 5 442044 10.3485 35.5742 -6.78454 24 8 70 0.00304 0.00303674 50 50 0 0 0 5.41133e+007 0 95441.3 0.580796 0 0 0.0745306 1 0 1 1
1981 1 1 17 0 10 150 168 0.0466826 0.0466826 1.06067e+006 16.3323 17.3232 -4.6841 0 0 -1 -1 9999 47 47 0.950091 0.942802 0.00728898 -1 1e+006 1e+006 1 0.00294308 0 0.950091 1 1 1 1
1981 1 1 17 0 10 150 168 0.0466826 0.0466826 1.06067e+006 0.105458 17.3232 -4.6841 22 8 85 0.00153 0.00316331 47 47 0.00572039 0.00608768 -0.000367293 4.74279e+007 6457.01 6457.01 0.0430383 0.000330217 0 0.00572039 1 1 1 1
1981 1 1 17 0 10 150 168 0.0466826 0.0466826 1.06067e+006 0.885398 17.3232 -4.6841 24 8 85 0.00418 0.00553342 47 47 0.0441889 0.0511106 -0.00692169 5.41133e+007 54211.4 54211.4 0.181048 0.00264683 0 0.0441889 1 1 1 1
1981 1 1 17 0 11 200 218 0.0982716 0.0982716 1.13661e+006 22.4441 25.5101 -4.89287 0 0 -1 -1 9999 68 68 0.804818 0.87981 -0.0749915 -1 1e+006 1e+006 1 0.00398883 0 0.804818 1 1 1 1
1981 1 1 17 0 11 200 218 0.0982716 0.0982716 1.13661e+006 1.29256 25.5101 -4.89287 22 8 85 0.00153 0.00316331 68 68 0.0169828 0.0506686 -0.0336858 4.74279e+007 57590.4 6457.01 0.0430383 0.00181445 0 0.00782663 1 1 1 1
1981 1 1 17 0 11 200 218 0.0982716 0.0982716 1.13661e+006 1.29256 25.5101 -4.89287 22 9 119 0.00422 0.0096669 68 68 0 0 0 1.22903e+008 0 51133.4 0.0430383 0 0 0.00915614 1 0 1 1
1981 1 1 17 0 11 200 218 0.0982716 0.0982716 1.13661e+006 0.361152 25.5101 -4.89287 23 8 87 0.0037 0.00681935 68 68 0.0199159 0.0141572 0.00575867 5.63224e+006 16091.2 16091.2 0.418953 0.000526469 0 0.0199159 1 1 1 1
1981 1 1 17 0 11 200 218 0.0982716 0.0982716 1.13661e+006 1.41236 25.5101 -4.89287 24 7 53 0.0017 0.00128534 68 68 0.158283 0.0553645 0.102919 3.74562e+007 62927.8 8716.39 0.181048 0.0019728 0 0.0478384 1 1 1 1
1981 1 1 17 0 11 200 218 0.0982716 0.0982716 1.13661e+006 1.41236 25.5101 -4.89287 24 8 85 0.00418 0.00553342 68 68 0 0 0 5.41133e+007 0 54211.4 0.181048 0 0 0.110445 1 0 1 1
1981 1 1 17 0 12 250 270 0.181081 0.181081 1.16805e+006 24.1763 28.2391 -9.05377 0 0 -1 -1 9999 75 75 0.867277 0.856126 0.0111509 -1 1e+006 1e+006 1 0.00421265 0 0.867277 1 1 1 1
1981 1 1 17 0 12 250 270 0.181081 0.181081 1.16805e+006 0.714275 28.2391 -9.05377 21 9 125 0.0126 0.0182225 75 75 0.00730499 0.0252938 -0.0179888 8.04311e+006 29544.5 29544.5 0.201579 0.000843186 0 0.00730499 1 1 1 1
1981 1 1 17 0 12 250 270 0.181081 0.181081 1.16805e+006 0.156106 28.2391 -9.05377 22 8 85 0.00153 0.00316331 75 75 0.00448277 0.00552802 -0.00104525 4.74279e+007 6457.01 6457.01 0.0430383 0.000188017 0 0.00448277 1 1 1 1
1981 1 1 17 0 12 250 270 0.181081 0.181081 1.16805e+006 0.389025 28.2391 -9.05377 23 8 87 0.0037 0.00681935 75 75 0.0625072 0.0137761 0.0487311 5.63224e+006 16091.2 16091.2 0.418953 0.000464662 0 0.0625072 1 1 1 1
1981 1 1 17 0 12 250 270 0.181081 0.181081 1.16805e+006 2.80347 28.2391 -9.05377 24 7 53 0.0017 0.00128534 75 75 0.0584281 0.0992761 -0.040848 3.74562e+007 115960 8716.39 0.181048 0.00305824 0 0.0128998 1 1 1 1
1981 1 1 17 0 12 250 270 0.181081 0.181081 1.16805e+006 2.80347 28.2391 -9.05377 24 8 85 0.00418 0.00553342 75 75 0 0 0 5.41133e+007 0 54211.4 0.181048 0 0 0.0269152 1 0 1 1
1981 1 1 17 0 12 250 270 0.181081 0.181081 1.16805e+006 2.80347 28.2391 -9.05377 24 9 123 0.01087 0.0173364 75 75 0 0 0 1.6896e+007 0 53031.9 0.181048 0 0 0.0186131 1 0 1 1
1981 1 1 17 0 13 300 339 0.346942 0.346942 1.67268e+006 21.544 36.0362 -15.5677 0 0 -1 -1 9999 95 95 0.681762 0.597844 0.0839181 -1 1e+006 1e+006 1 0.00649166 0 0.681762 1 1 1 1
1981 1 1 17 0 13 300 339 0.346942 0.346942 1.67268e+006 0.463203 36.0362 -15.5677 17 9 130 0.01429 0.0224373 95 95 0.0037259 0.0128538 -0.00912792 370266 21500.3 21500.3 2.58797 0.0003426 0 0.0037259 1 1 1 1
1981 1 1 17 0 13 300 339 0.346942 0.346942 1.67268e+006 3.52158 36.0362 -15.5677 18 9 126 0.01357 0.0161589 95 95 0.0681488 0.0977232 -0.0295744 3.04314e+006 163459 37157 0.755624 0.00238073 0 0.0472442 1 1 1 1
1981 1 1 17 0 13 300 339 0.346942 0.346942 1.67268e+006 3.52158 36.0362 -15.5677 18 10 167 0.03845 0.0370506 95 95 0 0 0 4.5114e+006 0 126302 0.755624 0 0 0.0209046 1 0 1 1
1981 1 1 17 0 13 300 339 0.346942 0.346942 1.67268e+006 0.875862 36.0362 -15.5677 19 9 128 0.01144 0.0164823 95 95 0.0342501 0.024305 0.00994508 1.38627e+006 40654.5 40654.5 1.77927 0.0006403 0 0.0342501 1 1 1 1
1981 1 1 17 0 13 300 339 0.346942 0.346942 1.67268e+006 0.636507 36.0362 -15.5677 21 9 125 0.0126 0.0182225 95 95 0.0146215 0.017663 -0.00304152 8.04311e+006 29544.5 29544.5 0.201579 0.000468487 0 0.0146215 1 1 1 1
1981 1 1 17 0 13 300 339 0.346942 0.346942 1.67268e+006 2.05485 36.0362 -15.5677 22 8 85 0.00153 0.00316331 95 95 0.0508954 0.0570219 -0.00612647 4.74279e+007 95379.2 6457.01 0.0430383 0.00145183 0 0.00610529 1 1 1 1
1981 1 1 17 0 13 300 339 0.346942 0.346942 1.67268e+006 2.05485 36.0362 -15.5677 22 9 119 0.00422 0.0096669 95 95 0 0 0 1.22903e+008 0 51133.4 0.0430383 0 0 0.0302859 1 0 1 1
1981 1 1 17 0 13 300 339 0.346942 0.346942 1.67268e+006 2.05485 36.0362 -15.5677 22 10 167 0.01341 0.0297776 95 95 0 0 0 2.8241e+007 0 36193 0.0430383 0 0 0.00528896 1 0 1 1
1981 1 1 17 0 13 300 339 0.346942 0.346942 1.67268e+006 2.05485 36.0362 -15.5677 22 11 220 0.03047 0.0743557 95 95 0 0 0 498658 0 1595.78 0.0430383 0 0 0.00921522 1 0 1 1
1981 1 1 17 0 13 300 339 0.346942 0.346942 1.67268e+006 4.44195 36.0362 -15.5677 23 8 87 0.0037 0.00681935 95 95 0.0341157 0.123263 -0.0891477 5.63224e+006 206180 16091.2 0.418953 0.00291794 0 0.0136921 1 1 1 1
1981 1 1 17 0 13 300 339 0.346942 0.346942 1.67268e+006 4.44195 36.0362 -15.5677 23 9 116 0.00979 0.0162881 95 95 0 0 0 2.78562e+007 0 190089 0.418953 0 0 0.0204236 1 0 1 1
1981 1 1 17 0 13 300 339 0.346942 0.346942 1.67268e+006 2.49824 36.0362 -15.5677 24 7 53 0.0017 0.00128534 95 95 0.112481 0.0693258 0.0431549 3.74562e+007 115960 8716.39 0.181048 0.00174207 0 0.00347375 1 1 1 1
1981 1 1 17 0 13 300 339 0.346942 0.346942 1.67268e+006 2.49824 36.0362 -15.5677 24 8 85 0.00418 0.00553342 95 95 0 0 0 5.41133e+007 0 54211.4 0.181048 0 0 0.0421992 1 0 1 1
1981 1 1 17 0 13 300 339 0.346942 0.346942 1.67268e+006 2.49824 36.0362 -15.5677 24 9 123 0.01087 0.0173364 95 95 0 0 0 1.6896e+007 0 53031.9 0.181048 0 0 0.0668077 1 0 1 1
