year quarter area Species.no Age LengthGroup Length proportion proportion.adjusted Nbar
1981 1 1 23 3 9 141 0.02272 0.02272 486174
1981 1 1 23 3 10 179 0.91138 0.91138 486174
1981 1 1 23 3 11 208 0.06578 0.06578 486174
1981 1 1 23 3 12 277 0.00013 0.00013 486174
1981 1 1 24 1 7 61 0.42794 0.42794 8.75269e+007
1981 1 1 24 1 8 83 0.54935 0.54935 8.75269e+007
1981 1 1 24 1 9 104 0.02271 0.02271 8.75269e+007
1981 1 1 24 2 8 88 0.32473 0.32473 1.82993e+007
1981 1 1 24 2 9 114 0.67527 0.67527 1.82993e+007
1981 1 1 24 3 8 95 0.03338 0.03338 2.63942e+006
1981 1 1 24 3 9 124 0.96662 0.96662 2.63942e+006
1981 2 1 17 1 8 92 0.00992 0.00992 503873
1981 2 1 17 1 9 130 0.18552 0.18552 503873
1981 2 1 17 1 10 175 0.37226 0.37226 503873
1981 2 1 17 1 11 224 0.24816 0.24816 503873
1981 2 1 17 1 12 271 0.13969 0.13969 503873
1981 2 1 17 1 13 327 0.04445 0.04445 503873
1981 2 1 17 2 11 219 0.06233 0.06233 237619
1981 2 1 17 2 12 277 0.15862 0.15862 237619
1981 2 1 17 2 13 351 0.48075 0.48075 237619
1981 2 1 17 2 14 438 0.25431 0.25431 237619
1981 2 1 17 2 15 547 0.04399 0.04399 237619
1981 2 1 17 3 12 290 0.00305 0.00305 34625.1
1981 2 1 17 3 13 372 0.06203 0.06203 34625.1
1981 2 1 17 3 14 457 0.20341 0.20341 34625.1
1981 2 1 17 3 15 587 0.66426 0.66426 34625.1
1981 2 1 17 3 16 740 0.06725 0.06725 34625.1
1981 2 1 17 4 13 363 0.00371 0.00371 11809.4
1981 2 1 17 4 14 451 0.01454 0.01454 11809.4
1981 2 1 17 4 15 629 0.38133 0.38133 11809.4
1981 2 1 17 4 16 777 0.60041 0.60041 11809.4
1981 2 1 17 5 15 643 0.05336 0.05336 7012.98
1981 2 1 17 5 16 844 0.88829 0.88829 7012.98
1981 2 1 17 5 17 1025 0.05835 0.05835 7012.98
1981 2 1 17 6 16 901 0.73121 0.73121 1239.94
1981 2 1 17 6 17 1046 0.26879 0.26879 1239.94
1981 2 1 17 7 16 926 0.47576 0.47576 875.889
1981 2 1 17 7 17 1063 0.52424 0.52424 875.889
1981 2 1 17 8 16 964 0.28259 0.28259 238.888
1981 2 1 17 8 17 1092 0.71741 0.71741 238.888
1981 2 1 17 9 17 1096 1 1 117.191
1981 2 1 17 10 17 1130 0.88064 0.88064 142.99
1981 2 1 17 10 18 1385 0.11936 0.11936 142.99
1981 2 1 18 1 9 136 0.16789 0.16789 3.99659e+006
1981 2 1 18 1 10 173 0.67507 0.67507 3.99659e+006
1981 2 1 18 1 11 216 0.15703 0.15703 3.99659e+006
1981 2 1 18 2 9 145 0.00084 0.00084 1.93113e+006
1981 2 1 18 2 10 184 0.06605 0.06605 1.93113e+006
1981 2 1 18 2 11 228 0.63575 0.63575 1.93113e+006
1981 2 1 18 2 12 266 0.28559 0.28559 1.93113e+006
1981 2 1 18 2 13 311 0.01176 0.01176 1.93113e+006
1981 2 1 18 3 11 238 0.17186 0.17186 524284
1981 2 1 18 3 12 273 0.67543 0.67543 524284
1981 2 1 18 3 13 317 0.15271 0.15271 524284
1981 2 1 18 4 11 241 0.04615 0.04615 149707
1981 2 1 18 4 12 278 0.58373 0.58373 149707
1981 2 1 18 4 13 327 0.37012 0.37012 149707
1981 2 1 18 5 11 243 0.0306 0.0306 36913.4
1981 2 1 18 5 12 280 0.46755 0.46755 36913.4
1981 2 1 18 5 13 333 0.47504 0.47504 36913.4
1981 2 1 18 5 14 425 0.02682 0.02682 36913.4
1981 2 1 18 6 11 245 0.04064 0.04064 12103.9
1981 2 1 18 6 12 281 0.43672 0.43672 12103.9
1981 2 1 18 6 13 334 0.4866 0.4866 12103.9
1981 2 1 18 6 14 431 0.03605 0.03605 12103.9
1981 2 1 18 7 12 283 0.27978 0.27978 3016.84
1981 2 1 18 7 13 332 0.65668 0.65668 3016.84
1981 2 1 18 7 14 436 0.06354 0.06354 3016.84
1981 2 1 18 8 12 295 0.19032 0.19032 501.843
1981 2 1 18 8 13 341 0.75929 0.75929 501.843
1981 2 1 18 8 14 432 0.05039 0.05039 501.843
1981 2 1 19 1 9 138 0.08928 0.08928 2.37929e+006
1981 2 1 19 1 10 176 0.59721 0.59721 2.37929e+006
1981 2 1 19 1 11 219 0.29573 0.29573 2.37929e+006
1981 2 1 19 1 12 261 0.01778 0.01778 2.37929e+006
1981 2 1 19 2 10 191 0.02573 0.02573 1.655e+006
1981 2 1 19 2 11 231 0.38072 0.38072 1.655e+006
1981 2 1 19 2 12 272 0.46371 0.46371 1.655e+006
1981 2 1 19 2 13 319 0.12983 0.12983 1.655e+006
1981 2 1 19 3 10 195 0.00026 0.00026 228527
1981 2 1 19 3 11 237 0.02265 0.02265 228527
1981 2 1 19 3 12 281 0.36288 0.36288 228527
1981 2 1 19 3 13 331 0.59075 0.59075 228527
1981 2 1 19 3 14 424 0.02345 0.02345 228527
1981 2 1 19 4 12 290 0.09832 0.09832 29604
1981 2 1 19 4 13 346 0.76384 0.76384 29604
1981 2 1 19 4 14 431 0.12712 0.12712 29604
1981 2 1 19 4 15 534 0.01072 0.01072 29604
1981 2 1 19 5 12 265 0.02201 0.02201 4267.68
1981 2 1 19 5 13 359 0.64157 0.64157 4267.68
1981 2 1 19 5 14 431 0.28872 0.28872 4267.68
1981 2 1 19 5 15 554 0.0477 0.0477 4267.68
1981 2 1 19 6 13 367 0.42518 0.42518 814.844
1981 2 1 19 6 14 432 0.4579 0.4579 814.844
1981 2 1 19 6 15 567 0.11692 0.11692 814.844
1981 2 1 19 7 13 386 0.40628 0.40628 2587.12
1981 2 1 19 7 14 442 0.39427 0.39427 2587.12
1981 2 1 19 7 15 573 0.19945 0.19945 2587.12
1981 2 1 19 8 13 378 0.35525 0.35525 419.301
1981 2 1 19 8 14 423 0.33588 0.33588 419.301
1981 2 1 19 8 15 596 0.30887 0.30887 419.301
1981 2 1 19 9 13 384 0.14103 0.14103 43.8674
1981 2 1 19 9 14 460 0.32507 0.32507 43.8674
1981 2 1 19 9 15 591 0.43813 0.43813 43.8674
1981 2 1 19 9 16 730 0.09578 0.09578 43.8674
1981 2 1 19 10 14 425 0.38893 0.38893 112.389
1981 2 1 19 10 15 615 0.61107 0.61107 112.389
1981 2 1 21 1 8 84 0.02935 0.02935 8.28816e+006
1981 2 1 21 1 9 136 0.42595 0.42595 8.28816e+006
1981 2 1 21 1 10 168 0.52361 0.52361 8.28816e+006
1981 2 1 21 1 11 206 0.02109 0.02109 8.28816e+006
1981 2 1 21 2 9 133 0.06537 0.06537 1.92877e+006
1981 2 1 21 2 10 181 0.2122 0.2122 1.92877e+006
1981 2 1 21 2 11 225 0.63422 0.63422 1.92877e+006
1981 2 1 21 2 12 260 0.08821 0.08821 1.92877e+006
1981 2 1 21 3 10 180 0.01727 0.01727 739633
1981 2 1 21 3 11 236 0.51444 0.51444 739633
1981 2 1 21 3 12 263 0.46829 0.46829 739633
1981 2 1 21 4 11 240 0.07437 0.07437 673490
1981 2 1 21 4 12 272 0.91395 0.91395 673490
1981 2 1 21 4 13 306 0.01168 0.01168 673490
1981 2 1 21 5 11 242 0.09367 0.09367 271809
1981 2 1 21 5 12 274 0.88246 0.88246 271809
1981 2 1 21 5 13 307 0.02387 0.02387 271809
1981 2 1 21 6 11 241 0.08165 0.08165 165837
1981 2 1 21 6 12 276 0.85362 0.85362 165837
1981 2 1 21 6 13 307 0.06473 0.06473 165837
1981 2 1 21 7 11 245 0.05171 0.05171 215127
1981 2 1 21 7 12 280 0.66678 0.66678 215127
1981 2 1 21 7 13 309 0.2815 0.2815 215127
1981 2 1 22 1 8 91 0.13419 0.13419 9.9713e+007
1981 2 1 22 1 9 121 0.83168 0.83168 9.9713e+007
1981 2 1 22 1 10 159 0.03412 0.03412 9.9713e+007
1981 2 1 22 2 8 95 0.0031 0.0031 4.56948e+007
1981 2 1 22 2 9 133 0.61992 0.61992 4.56948e+007
1981 2 1 22 2 10 163 0.37697 0.37697 4.56948e+007
1981 2 1 22 3 9 137 0.37313 0.37313 8.29229e+006
1981 2 1 22 3 10 166 0.61004 0.61004 8.29229e+006
1981 2 1 22 3 11 216 0.01683 0.01683 8.29229e+006
1981 2 1 22 4 9 140 0.11255 0.11255 5.41199e+006
1981 2 1 22 4 10 174 0.81937 0.81937 5.41199e+006
1981 2 1 22 4 11 217 0.06808 0.06808 5.41199e+006
1981 2 1 23 1 8 88 0.02952 0.02952 1.34663e+007
1981 2 1 23 1 9 127 0.91421 0.91421 1.34663e+007
1981 2 1 23 1 10 157 0.05628 0.05628 1.34663e+007
1981 2 1 23 2 9 140 0.21839 0.21839 3.66994e+006
1981 2 1 23 2 10 165 0.77925 0.77925 3.66994e+006
1981 2 1 23 2 11 206 0.00237 0.00237 3.66994e+006
1981 2 1 23 3 9 140 0.05488 0.05488 235982
1981 2 1 23 3 10 178 0.87536 0.87536 235982
1981 2 1 23 3 11 209 0.06975 0.06975 235982
1981 2 1 24 1 7 64 0.15716 0.15716 5.78992e+007
1981 2 1 24 1 8 87 0.68894 0.68894 5.78992e+007
1981 2 1 24 1 9 106 0.1539 0.1539 5.78992e+007
1981 2 1 24 2 8 93 0.17822 0.17822 9.75514e+006
1981 2 1 24 2 9 115 0.82178 0.82178 9.75514e+006
1981 2 1 24 3 8 94 0.03281 0.03281 1.43678e+006
1981 2 1 24 3 9 121 0.95309 0.95309 1.43678e+006
1981 2 1 24 3 10 154 0.0141 0.0141 1.43678e+006
1981 3 1 17 0 7 61 0.18948 0.18948 1.41277e+007
1981 3 1 17 0 8 85 0.51893 0.51893 1.41277e+007
1981 3 1 17 0 9 117 0.29159 0.29159 1.41277e+007
1981 3 1 17 1 9 139 0.01997 0.01997 308894
1981 3 1 17 1 10 177 0.17175 0.17175 308894
1981 3 1 17 1 11 227 0.28932 0.28932 308894
1981 3 1 17 1 12 274 0.29438 0.29438 308894
1981 3 1 17 1 13 334 0.20362 0.20362 308894
1981 3 1 17 1 14 427 0.02096 0.02096 308894
1981 3 1 17 2 12 283 0.03486 0.03486 142205
1981 3 1 17 2 13 357 0.40302 0.40302 142205
1981 3 1 17 2 14 444 0.39033 0.39033 142205
1981 3 1 17 2 15 556 0.17179 0.17179 142205
1981 3 1 17 3 12 285 0.00453 0.00453 23589.8
1981 3 1 17 3 13 358 0.03206 0.03206 23589.8
1981 3 1 17 3 14 457 0.1429 0.1429 23589.8
1981 3 1 17 3 15 600 0.64867 0.64867 23589.8
1981 3 1 17 3 16 743 0.17184 0.17184 23589.8
1981 3 1 17 4 13 395 0.00722 0.00722 8537.62
1981 3 1 17 4 14 463 0.01254 0.01254 8537.62
1981 3 1 17 4 15 639 0.15394 0.15394 8537.62
1981 3 1 17 4 16 808 0.82631 0.82631 8537.62
1981 3 1 17 5 15 647 0.01595 0.01595 5206.72
1981 3 1 17 5 16 872 0.93475 0.93475 5206.72
1981 3 1 17 5 17 1030 0.04931 0.04931 5206.72
1981 3 1 17 6 16 927 0.70993 0.70993 916.924
1981 3 1 17 6 17 1026 0.29007 0.29007 916.924
1981 3 1 17 7 16 890 0.53025 0.53025 669.358
1981 3 1 17 7 17 1068 0.46975 0.46975 669.358
1981 3 1 17 8 16 966 0.38952 0.38952 182.559
1981 3 1 17 8 17 1036 0.61048 0.61048 182.559
1981 3 1 17 9 17 1097 1 1 89.5578
1981 3 1 17 10 17 1081 0.65599 0.65599 109.274
1981 3 1 17 10 18 1248 0.34401 0.34401 109.274
1981 3 1 18 0 7 63 0.10107 0.10107 3.15535e+007
1981 3 1 18 0 8 85 0.52625 0.52625 3.15535e+007
1981 3 1 18 0 9 118 0.32074 0.32074 3.15535e+007
1981 3 1 18 0 10 162 0.05194 0.05194 3.15535e+007
1981 3 1 18 1 9 128 0.02934 0.02934 2.09662e+006
1981 3 1 18 1 10 185 0.28622 0.28622 2.09662e+006
1981 3 1 18 1 11 221 0.59438 0.59438 2.09662e+006
1981 3 1 18 1 12 265 0.09007 0.09007 2.09662e+006
1981 3 1 18 2 9 135 9e-005 9e-005 1.28056e+006
1981 3 1 18 2 10 189 0.00697 0.00697 1.28056e+006
1981 3 1 18 2 11 236 0.31759 0.31759 1.28056e+006
1981 3 1 18 2 12 271 0.59722 0.59722 1.28056e+006
1981 3 1 18 2 13 316 0.07814 0.07814 1.28056e+006
1981 3 1 18 3 10 190 0.00219 0.00219 392405
1981 3 1 18 3 11 235 0.07824 0.07824 392405
1981 3 1 18 3 12 277 0.60849 0.60849 392405
1981 3 1 18 3 13 324 0.31108 0.31108 392405
1981 3 1 18 4 11 239 0.02209 0.02209 110939
1981 3 1 18 4 12 283 0.38671 0.38671 110939
1981 3 1 18 4 13 331 0.57254 0.57254 110939
1981 3 1 18 4 14 417 0.01865 0.01865 110939
1981 3 1 18 5 11 245 0.00573 0.00573 27194.6
1981 3 1 18 5 12 284 0.31983 0.31983 27194.6
1981 3 1 18 5 13 332 0.63025 0.63025 27194.6
1981 3 1 18 5 14 427 0.04419 0.04419 27194.6
1981 3 1 18 6 12 285 0.34335 0.34335 8665.58
1981 3 1 18 6 13 335 0.60563 0.60563 8665.58
1981 3 1 18 6 14 432 0.05102 0.05102 8665.58
1981 3 1 18 7 12 285 0.01726 0.01726 2146.13
1981 3 1 18 7 13 327 0.90678 0.90678 2146.13
1981 3 1 18 7 14 436 0.07596 0.07596 2146.13
1981 3 1 18 8 12 288 0.22033 0.22033 376.214
1981 3 1 18 8 13 333 0.70013 0.70013 376.214
1981 3 1 18 8 14 421 0.07955 0.07955 376.214
1981 3 1 19 0 7 61 0.13527 0.13527 3.5079e+007
1981 3 1 19 0 8 87 0.31436 0.31436 3.5079e+007
1981 3 1 19 0 9 120 0.51588 0.51588 3.5079e+007
1981 3 1 19 0 10 158 0.03448 0.03448 3.5079e+007
1981 3 1 19 1 9 128 0.02946 0.02946 1.14149e+006
1981 3 1 19 1 10 186 0.12971 0.12971 1.14149e+006
1981 3 1 19 1 11 225 0.60856 0.60856 1.14149e+006
1981 3 1 19 1 12 267 0.23226 0.23226 1.14149e+006
1981 3 1 19 2 10 195 0.00026 0.00026 1.16015e+006
1981 3 1 19 2 11 238 0.06231 0.06231 1.16015e+006
1981 3 1 19 2 12 278 0.51535 0.51535 1.16015e+006
1981 3 1 19 2 13 326 0.42209 0.42209 1.16015e+006
1981 3 1 19 3 11 240 0.01174 0.01174 159101
1981 3 1 19 3 12 287 0.14041 0.14041 159101
1981 3 1 19 3 13 339 0.79974 0.79974 159101
1981 3 1 19 3 14 425 0.04811 0.04811 159101
1981 3 1 19 4 12 288 0.01316 0.01316 21928.2
1981 3 1 19 4 13 356 0.76757 0.76757 21928.2
1981 3 1 19 4 14 431 0.2014 0.2014 21928.2
1981 3 1 19 4 15 537 0.01787 0.01787 21928.2
1981 3 1 19 5 12 295 0.02459 0.02459 3127.57
1981 3 1 19 5 13 362 0.59723 0.59723 3127.57
1981 3 1 19 5 14 432 0.32166 0.32166 3127.57
1981 3 1 19 5 15 549 0.05652 0.05652 3127.57
1981 3 1 19 6 13 364 0.42095 0.42095 610.739
1981 3 1 19 6 14 437 0.4271 0.4271 610.739
1981 3 1 19 6 15 555 0.15195 0.15195 610.739
1981 3 1 19 7 13 385 0.30676 0.30676 1928.57
1981 3 1 19 7 14 447 0.4091 0.4091 1928.57
1981 3 1 19 7 15 581 0.28414 0.28414 1928.57
1981 3 1 19 8 13 367 0.23708 0.23708 320.551
1981 3 1 19 8 14 418 0.18449 0.18449 320.551
1981 3 1 19 8 15 607 0.5488 0.5488 320.551
1981 3 1 19 8 16 715 0.02963 0.02963 320.551
1981 3 1 19 9 13 375 0.30682 0.30682 34.1962
1981 3 1 19 9 14 419 0.14009 0.14009 34.1962
1981 3 1 19 9 15 596 0.55309 0.55309 34.1962
1981 3 1 19 10 15 597 0.76624 0.76624 87.6114
1981 3 1 19 10 16 705 0.23376 0.23376 87.6114
1981 3 1 21 0 8 92 0.10963 0.10963 3.9604e+007
1981 3 1 21 0 9 122 0.87211 0.87211 3.9604e+007
1981 3 1 21 0 10 156 0.01826 0.01826 3.9604e+007
1981 3 1 21 1 9 133 0.05239 0.05239 5.87964e+006
1981 3 1 21 1 10 179 0.67734 0.67734 5.87964e+006
1981 3 1 21 1 11 215 0.27027 0.27027 5.87964e+006
1981 3 1 21 2 10 182 0.02668 0.02668 1.66145e+006
1981 3 1 21 2 11 232 0.53904 0.53904 1.66145e+006
1981 3 1 21 2 12 265 0.43428 0.43428 1.66145e+006
1981 3 1 21 3 11 237 0.13598 0.13598 646949
1981 3 1 21 3 12 273 0.8217 0.8217 646949
1981 3 1 21 3 13 307 0.04232 0.04232 646949
1981 3 1 21 4 11 243 0.07614 0.07614 590463
1981 3 1 21 4 12 279 0.77103 0.77103 590463
1981 3 1 21 4 13 310 0.15283 0.15283 590463
1981 3 1 21 5 11 243 0.04172 0.04172 240488
1981 3 1 21 5 12 283 0.60675 0.60675 240488
1981 3 1 21 5 13 310 0.35153 0.35153 240488
1981 3 1 21 6 11 245 0.00323 0.00323 146728
1981 3 1 21 6 12 280 0.56104 0.56104 146728
1981 3 1 21 6 13 310 0.43573 0.43573 146728
1981 3 1 21 7 11 221 0.00433 0.00433 190609
1981 3 1 21 7 12 270 0.37509 0.37509 190609
1981 3 1 21 7 13 316 0.62058 0.62058 190609
1981 3 1 22 0 7 57 0.18319 0.18319 8.87374e+008
1981 3 1 22 0 8 80 0.49954 0.49954 8.87374e+008
1981 3 1 22 0 9 109 0.31727 0.31727 8.87374e+008
1981 3 1 22 1 8 90 0.04974 0.04974 4.87654e+007
1981 3 1 22 1 9 128 0.78993 0.78993 4.87654e+007
1981 3 1 22 1 10 160 0.16034 0.16034 4.87654e+007
1981 3 1 22 2 9 136 0.42881 0.42881 1.75005e+007
1981 3 1 22 2 10 162 0.57119 0.57119 1.75005e+007
1981 3 1 22 3 9 135 0.24429 0.24429 3.88356e+006
1981 3 1 22 3 10 173 0.72651 0.72651 3.88356e+006
1981 3 1 22 3 11 207 0.02919 0.02919 3.88356e+006
1981 3 1 22 4 9 141 0.09258 0.09258 2.56336e+006
1981 3 1 22 4 10 181 0.83118 0.83118 2.56336e+006
1981 3 1 22 4 11 207 0.07623 0.07623 2.56336e+006
1981 3 1 23 0 7 64 0.14882 0.14882 1.85662e+008
1981 3 1 23 0 8 82 0.78271 0.78271 1.85662e+008
1981 3 1 23 0 9 107 0.06847 0.06847 1.85662e+008
1981 3 1 23 1 8 95 0.00972 0.00972 5.80927e+006
1981 3 1 23 1 9 140 0.47713 0.47713 5.80927e+006
1981 3 1 23 1 10 161 0.5128 0.5128 5.80927e+006
1981 3 1 23 1 11 211 0.00034 0.00034 5.80927e+006
1981 3 1 23 2 9 145 0.01472 0.01472 1.48578e+006
1981 3 1 23 2 10 175 0.96545 0.96545 1.48578e+006
1981 3 1 23 2 11 206 0.01983 0.01983 1.48578e+006
