"Predator","Quarter","Year","Predator.length.class","Prey","Quarter.no","Predator.no","Size.model","Predator.length","Predator.length.mean","Predator.weight","Predator.size","Predator.available.food","Diri.p","Diri.sum.p","Diri.like","multinom.like","Prey.no","Prey.length.class","Prey.length.mean","Prey.weight","Prey.size","Prey.number.obs","Prey.number.prob","Obj.N.contrib","avail.prey.number.sum","N.haul","N.samples","stomcon","stomcon.hat","Residual","L.N.bar","Prey.avail","Prey.avail.part","Suit","Stom.var","obj.contrib","stom.input","stom.used.all","stom.used.like","stom.used.avail","stom.type","stan.residual","Area","Pred.avail","stomcon.hat.part","Residual.part","year.range","year"
"Cod","Q1",1974,10,"Sprat",1,1,1,600,638,2.25934,2.25934,33802400,0,0,0,0,3,3,74,0.00353,0.00353,0,0,0,0,15,15,0.0626728,0.333212,-0.270539,7479650,11263400,77093.2,2.91985,0.222182,0,0.00112252,0,1,1,1,-0.573951829417462,1,33802438.47,0.00228069936636142,-0.00115817936636142,"1977-81","Y1974"
"Cod","Q1",1974,10,"Sprat",1,1,1,600,638,2.25934,2.25934,33802400,0,0,0,0,3,4,84,0.00516,0.00516,0,0,0,0,15,15,0,0,0,34304100,0,579312,3.27278,0,0,0.00361364,0,0,1,1,NA,1,33802438.47,0.0171381718663328,-0.0135245318663328,"1977-81","Y1974"
"Cod","Q1",1974,10,"Sprat",1,1,1,600,638,2.25934,2.25934,33802400,0,0,0,0,3,5,94,0.00723,0.00723,0,0,0,0,15,15,0,0,0,41638500,0,1044120,3.4683,0,0,0.0044665,0,0,1,1,NA,1,33802438.47,0.0308888958092969,-0.0264223958092969,"1977-81","Y1974"
"Cod","Q1",1974,10,"Sprat",1,1,1,600,638,2.25934,2.25934,33802400,0,0,0,0,3,6,104,0.00979,0.00979,0,0,0,0,15,15,0,0,0,19809800,0,684395,3.52894,0,0,0.0129679,0,0,1,1,NA,1,33802438.47,0.0202469120861623,-0.00727901208616229,"1977-81","Y1974"
"Cod","Q1",1974,10,"Sprat",1,1,1,600,638,2.25934,2.25934,33802400,0,0,0,0,3,7,114,0.01289,0.01289,0,0,0,0,15,15,0,0,0,32812700,0,1473620,3.4841,0,0,0.0186846,0,0,1,1,NA,1,33802438.47,0.0435950797250279,-0.0249104797250279,"1977-81","Y1974"
"Cod","Q1",1974,10,"Sprat",1,1,1,600,638,2.25934,2.25934,33802400,0,0,0,0,3,8,124,0.01659,0.01659,0,0,0,0,15,15,0,0,0,53851200,0,3003810,3.36226,0,0,0.0154522,0,0,1,1,NA,1,33802438.47,0.0888637073525305,-0.0734115073525305,"1977-81","Y1974"
"Cod","Q1",1974,10,"Sprat",1,1,1,600,638,2.25934,2.25934,33802400,0,0,0,0,3,9,134,0.02093,0.02093,0,0,0,0,15,15,0,0,0,39861900,0,2660420,3.18876,0,0,0.00440065,0,0,1,1,NA,1,33802438.47,0.0787049727894971,-0.0743043227894971,"1977-81","Y1974"
"Cod","Q1",1974,10,"Sprat",1,1,1,600,638,2.25934,2.25934,33802400,0,0,0,0,3,10,154,0.03177,0.03177,0,0,0,0,15,15,0,0,0,19837900,0,1740600,2.76176,0,0,0.00195125,0,0,1,1,NA,1,33802438.47,0.051493326481307,-0.049542076481307,"1977-81","Y1974"
"Cod","Q1",1974,11,"Other",1,1,1,700,743,3.5685,3.5685,8514910,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,10,10,0.384447,0.971343,-0.586897,-1,8270900,8270900,8.2709,0.0278355,0,0.384447,0,1,1,1,-3.5177289763545,1,8514909.9,0.971343219967601,-0.586896219967601,"1977-81","Y1974"
"Cod","Q1",1974,11,"Herring",1,1,1,700,743,3.5685,3.5685,8514910,0,0,0,0,2,3,92,0.00677,0.00677,0,0,0,0,10,10,0.615553,0.0286568,0.586897,189508,244010,10030.9,7.81853,0.0278355,0,0.10156,0,1,1,1,3.5177289763545,1,8514909.9,0.00117803947637778,0.100381960523622,"1977-81","Y1974"
"Cod","Q1",1974,11,"Herring",1,1,1,700,743,3.5685,3.5685,8514910,0,0,0,0,2,4,109,0.01127,0.01127,0,0,0,0,10,10,0,0,0,2388740,0,233979,8.6913,0,0,0.513993,0,0,1,1,NA,1,8514909.9,0.0274787405560216,0.486514259443978,"1977-81","Y1974"
"Cod","Q1",1974,3,"Other",1,1,1,150,177,0.0482435,0.0482435,1121610,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,17,17,1,1,0,-1,1121610,1121610,1.12161,0,0,1,0,1,1,1,NA,1,1121610,1,0,"1977-81","Y1974"
"Cod","Q1",1974,4,"Other",1,1,1,200,226,0.100426,0.100426,1679050,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,36,36,0.983145,0.938855,0.0442903,-1,1576380,1576380,1.57638,0.0574061,0,0.964265,0,1,1,1,0.184854318299976,1,1679045.15,0.938855039127447,0.0254099608725531,"1977-81","Y1974"
"Cod","Q1",1974,4,"Herring",1,1,1,200,226,0.100426,0.100426,1679050,0,0,0,0,2,3,92,0.00677,0.00677,0,0,0,0,36,36,0.0168545,0.0611448,-0.0442903,189508,102665,2966.75,2.31242,0.0574061,0,0.0103693,0,1,1,1,-0.184854318299976,1,1679045.15,0.0017669268750754,0.0086023731249246,"1977-81","Y1974"
"Cod","Q1",1974,4,"Herring",1,1,1,200,226,0.100426,0.100426,1679050,0,0,0,0,2,4,109,0.01127,0.01127,0,0,0,0,36,36,1e-08,0,0,2388740,0,0,1.33851,0,0,1e-08,0,0,0,2,NA,1,1679045.15,0,1e-08,"1977-81","Y1974"
"Cod","Q1",1974,4,"Herring",1,1,1,200,226,0.100426,0.100426,1679050,0,0,0,0,2,5,129,0.01868,0.01868,0,0,0,0,36,36,1e-08,0,0,7507220,0,0,0.709998,0,0,1e-08,0,0,0,2,NA,1,1679045.15,0,1e-08,"1977-81","Y1974"
"Cod","Q1",1974,4,"Herring",1,1,1,200,226,0.100426,0.100426,1679050,0,0,0,0,2,6,149,0.02878,0.02878,0,0,0,0,36,36,0,0,0,9024750,0,99698.4,0.38385,0,0,0.00616157,0,0,1,1,NA,1,1679045.15,0.0593780339974777,-0.0532164639974777,"1977-81","Y1974"
"Cod","Q1",1974,4,"Herring",1,1,1,200,226,0.100426,0.100426,1679050,0,0,0,0,2,7,169,0.04199,0.04199,0,0,0,0,36,36,1e-08,0,0,8637180,0,0,0,0,0,1e-08,0,0,0,2,NA,1,1679045.15,0,1e-08,"1977-81","Y1974"
"Cod","Q1",1974,4,"Herring",1,1,1,200,226,0.100426,0.100426,1679050,0,0,0,0,2,8,189,0.05874,0.05874,0,0,0,0,36,36,0.0192041,0,0,9338160,0,0,0,0,0,0.0192041,0,0,0,1,NA,1,1679045.15,0,0.0192041,"1977-81","Y1974"
"Cod","Q1",1974,5,"Other",1,1,1,250,269,0.169346,0.169346,4189990,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,57,57,0.806091,0.479515,0.326576,-1,2009170,2009170,2.00917,0.24958,0,0.746515,0,1,1,1,0.653701339945316,1,4189997.242,0.479515828760061,0.266999171239939,"1977-81","Y1974"
"Cod","Q1",1974,5,"Herring",1,1,1,250,269,0.169346,0.169346,4189990,0,0,0,0,2,2,77,0.00397,0.00397,0,0,0,0,57,57,0.155325,0.0660177,0.0893073,43692.8,276614,925.942,5.33806,0.0616594,0,0.0846499,0,1,1,1,0.359656002186023,1,4189997.242,0.000220988689614989,0.084428911310385,"1977-81","Y1974"
"Cod","Q1",1974,5,"Herring",1,1,1,250,269,0.169346,0.169346,4189990,0,0,0,0,2,3,92,0.00677,0.00677,0,0,0,0,57,57,0,0,0,189508,0,4717.7,3.67718,0,0,0.0282039,0,0,1,1,NA,1,4189997.242,0.00112594346189787,0.0270779565381021,"1977-81","Y1974"
"Cod","Q1",1974,5,"Herring",1,1,1,250,269,0.169346,0.169346,4189990,0,0,0,0,2,4,109,0.01127,0.01127,0,0,0,0,57,57,0,0,0,2388740,0,63043.1,2.34178,0,0,0.0176865,0,0,1,1,NA,1,4189997.242,0.0150460958227046,0.0026404041772954,"1977-81","Y1974"
"Cod","Q1",1974,5,"Herring",1,1,1,250,269,0.169346,0.169346,4189990,0,0,0,0,2,5,129,0.01868,0.01868,0,0,0,0,57,57,1e-08,0,0,7507220,0,0,1.36554,0,0,1e-08,0,0,0,2,NA,1,4189997.242,0,1e-08,"1977-81","Y1974"
"Cod","Q1",1974,5,"Herring",1,1,1,250,269,0.169346,0.169346,4189990,0,0,0,0,2,6,149,0.02878,0.02878,0,0,0,0,57,57,0,0,0,9024750,0,207927,0.800543,0,0,0.0133051,0,0,1,1,NA,1,4189997.242,0.0496246150035055,-0.0363195150035055,"1977-81","Y1974"
"Cod","Q1",1974,5,"Herring",1,1,1,250,269,0.169346,0.169346,4189990,0,0,0,0,2,7,169,0.04199,0.04199,0,0,0,0,57,57,1e-08,0,0,8637180,0,0,0.475191,0,0,1e-08,0,0,0,2,NA,1,4189997.242,0,1e-08,"1977-81","Y1974"
"Cod","Q1",1974,5,"Herring",1,1,1,250,269,0.169346,0.169346,4189990,0,0,0,0,2,8,189,0.05874,0.05874,0,0,0,0,57,57,1e-08,0,0,9338160,0,0,0,0,0,1e-08,0,0,0,2,NA,1,4189997.242,0,1e-08,"1977-81","Y1974"
"Cod","Q1",1974,5,"Herring",1,1,1,250,269,0.169346,0.169346,4189990,0,0,0,0,2,9,209,0.07943,0.07943,0,0,0,0,57,57,1e-08,0,0,8676130,0,0,0,0,0,1e-08,0,0,0,2,NA,1,4189997.242,0,1e-08,"1977-81","Y1974"
"Cod","Q1",1974,5,"Herring",1,1,1,250,269,0.169346,0.169346,4189990,0,0,0,0,2,10,229,0.10448,0.10448,0,0,0,0,57,57,0.0727983,0,0,6697860,0,0,0,0,0,0.0727983,0,0,0,1,NA,1,4189997.242,0,0.0727983,"1977-81","Y1974"
"Cod","Q1",1974,5,"Sprat",1,1,1,250,269,0.169346,0.169346,4189990,0,0,0,0,3,2,64,0.00228,0.00228,0,0,0,0,57,57,0.00084367,0,0,426722,0,0,2.81161,0,0,0.00084367,0,0,0,1,NA,1,4189997.242,0,0.00084367,"1977-81","Y1974"
"Cod","Q1",1974,5,"Sprat",1,1,1,250,269,0.169346,0.169346,4189990,0,0,0,0,3,3,74,0.00353,0.00353,0,0,0,0,57,57,0.0385841,0.454467,-0.415883,7479650,1904210,60129.5,2.27736,0.247927,0,0.00293548,0,1,1,1,-0.835236097345691,1,4189997.242,0.0143507254365873,-0.0114152454365873,"1977-81","Y1974"
"Cod","Q1",1974,5,"Sprat",1,1,1,250,269,0.169346,0.169346,4189990,0,0,0,0,3,4,84,0.00516,0.00516,0,0,0,0,57,57,0,0,0,34304100,0,317537,1.7939,0,0,0.00565228,0,0,1,1,NA,1,4189997.242,0.0757845367574588,-0.0701322567574588,"1977-81","Y1974"
"Cod","Q1",1974,5,"Sprat",1,1,1,250,269,0.169346,0.169346,4189990,0,0,0,0,3,5,94,0.00723,0.00723,0,0,0,0,57,57,0,0,0,41638500,0,418335,1.3896,0,0,0.0100285,0,0,1,1,NA,1,4189997.242,0.0998413545017794,-0.0898128545017794,"1977-81","Y1974"
"Cod","Q1",1974,5,"Sprat",1,1,1,250,269,0.169346,0.169346,4189990,0,0,0,0,3,6,104,0.00979,0.00979,0,0,0,0,57,57,0,0,0,19809800,0,206903,1.06685,0,0,0.00726514,0,0,1,1,NA,1,4189997.242,0.0493802234345242,-0.0421150834345242,"1977-81","Y1974"
"Cod","Q1",1974,5,"Sprat",1,1,1,250,269,0.169346,0.169346,4189990,0,0,0,0,3,7,114,0.01289,0.01289,0,0,0,0,57,57,0,0,0,32812700,0,345018,0.81573,0,0,0.0084117,0,0,1,1,NA,1,4189997.242,0.0823432522918114,-0.0739315522918114,"1977-81","Y1974"
"Cod","Q1",1974,5,"Sprat",1,1,1,250,269,0.169346,0.169346,4189990,0,0,0,0,3,8,124,0.01659,0.01659,0,0,0,0,57,57,0,0,0,53851200,0,556291,0.622673,0,0,0.00143937,0,0,1,1,NA,1,4189997.242,0.132766435840055,-0.131327065840055,"1977-81","Y1974"
"Cod","Q1",1974,5,"Sprat",1,1,1,250,269,0.169346,0.169346,4189990,0,0,0,0,3,9,134,0.02093,0.02093,0,0,0,0,57,57,0.00026513,0,0,39861900,0,0,0.475862,0,0,0.00026513,0,0,0,1,NA,1,4189997.242,0,0.00026513,"1977-81","Y1974"
"Cod","Q1",1974,6,"Other",1,1,1,300,318,0.27977,0.27977,7563000,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,26,26,0.474134,0.335382,0.138752,-1,2536500,2536500,2.5365,0.222901,0,0.43857,0,1,1,1,0.293888940649402,1,7563005.17,0.335382555344729,0.103187444655271,"1977-81","Y1974"
"Cod","Q1",1974,6,"Herring",1,1,1,300,318,0.27977,0.27977,7563000,0,0,0,0,2,2,77,0.00397,0.00397,0,0,0,0,26,26,0.469696,0.188677,0.281019,43692.8,1426960,1197.68,6.90464,0.153078,0,0.0178549,0,1,1,1,0.718256052455282,1,7563005.17,0.000158360330725518,0.0176965396692745,"1977-81","Y1974"
"Cod","Q1",1974,6,"Herring",1,1,1,300,318,0.27977,0.27977,7563000,0,0,0,0,2,3,92,0.00677,0.00677,0,0,0,0,26,26,0,0,0,189508,0,6717.69,5.23606,0,0,0.0477454,0,0,1,1,NA,1,7563005.17,0.00088823025358318,0.0468571697464168,"1977-81","Y1974"
"Cod","Q1",1974,6,"Herring",1,1,1,300,318,0.27977,0.27977,7563000,0,0,0,0,2,4,109,0.01127,0.01127,0,0,0,0,26,26,0,0,0,2388740,0,98395.3,3.65496,0,0,0.0853578,0,0,1,1,NA,1,7563005.17,0.0130100796956086,0.0723477203043914,"1977-81","Y1974"
"Cod","Q1",1974,6,"Herring",1,1,1,300,318,0.27977,0.27977,7563000,0,0,0,0,2,5,129,0.01868,0.01868,0,0,0,0,26,26,0,0,0,7507220,0,327345,2.33426,0,0,0.116628,0,0,1,1,NA,1,7563005.17,0.043282398020627,0.073345601979373,"1977-81","Y1974"
"Cod","Q1",1974,6,"Herring",1,1,1,300,318,0.27977,0.27977,7563000,0,0,0,0,2,6,149,0.02878,0.02878,0,0,0,0,26,26,0,0,0,9024750,0,384194,1.47919,0,0,0.0904884,0,0,1,1,NA,1,7563005.17,0.0507991190491279,0.0396892809508721,"1977-81","Y1974"
"Cod","Q1",1974,6,"Herring",1,1,1,300,318,0.27977,0.27977,7563000,0,0,0,0,2,7,169,0.04199,0.04199,0,0,0,0,26,26,0,0,0,8637180,0,340849,0.939818,0,0,0.0532488,0,0,1,1,NA,1,7563005.17,0.0450679316407237,0.00818086835927629,"1977-81","Y1974"
"Cod","Q1",1974,6,"Herring",1,1,1,300,318,0.27977,0.27977,7563000,0,0,0,0,2,8,189,0.05874,0.05874,0,0,0,0,26,26,1e-08,0,0,9338160,0,0,0.601653,0,0,1e-08,0,0,0,2,NA,1,7563005.17,0,1e-08,"1977-81","Y1974"
"Cod","Q1",1974,6,"Herring",1,1,1,300,318,0.27977,0.27977,7563000,0,0,0,0,2,9,209,0.07943,0.07943,0,0,0,0,26,26,0,0,0,8676130,0,268263,0.389269,0,0,0.0231415,0,0,1,1,NA,1,7563005.17,0.0354704239875589,-0.0123289239875589,"1977-81","Y1974"
"Cod","Q1",1974,6,"Herring",1,1,1,300,318,0.27977,0.27977,7563000,0,0,0,0,2,10,229,0.10448,0.10448,0,0,0,0,26,26,0.0737581,0,0,6697860,0,0,0,0,0,0.0737581,0,0,0,1,NA,1,7563005.17,0,0.0737581,"1977-81","Y1974"
"Cod","Q1",1974,6,"Sprat",1,1,1,300,318,0.27977,0.27977,7563000,0,0,0,0,3,2,64,0.00228,0.00228,0,0,0,0,26,26,0.00045444,0,0,426722,0,0,3.29117,0,0,0.00045444,0,0,0,1,NA,1,7563005.17,0,0.00045444,"1977-81","Y1974"
"Cod","Q1",1974,6,"Sprat",1,1,1,300,318,0.27977,0.27977,7563000,0,0,0,0,3,3,74,0.00353,0.00353,0,0,0,0,26,26,0.0561695,0.475941,-0.419772,7479650,3599540,76148.5,2.88407,0.249421,0,0.00198761,0,1,1,1,-0.840517883915225,1,7563005.17,0.0100685505679748,-0.00808094056797482,"1977-81","Y1974"
"Cod","Q1",1974,6,"Sprat",1,1,1,300,318,0.27977,0.27977,7563000,0,0,0,0,3,4,84,0.00516,0.00516,0,0,0,0,26,26,0,0,0,34304100,0,430577,2.43251,0,0,0.00544851,0,0,1,1,NA,1,7563005.17,0.0569319986330249,-0.0514834886330249,"1977-81","Y1974"
"Cod","Q1",1974,6,"Sprat",1,1,1,300,318,0.27977,0.27977,7563000,0,0,0,0,3,5,94,0.00723,0.00723,0,0,0,0,26,26,0,0,0,41638500,0,602772,2.00226,0,0,0.00697866,0,0,1,1,NA,1,7563005.17,0.0797000645181365,-0.0727214045181365,"1977-81","Y1974"
"Cod","Q1",1974,6,"Sprat",1,1,1,300,318,0.27977,0.27977,7563000,0,0,0,0,3,6,104,0.00979,0.00979,0,0,0,0,26,26,0,0,0,19809800,0,314844,1.62343,0,0,0.0148115,0,0,1,1,NA,1,7563005.17,0.0416294836408263,-0.0268179836408263,"1977-81","Y1974"
"Cod","Q1",1974,6,"Sprat",1,1,1,300,318,0.27977,0.27977,7563000,0,0,0,0,3,7,114,0.01289,0.01289,0,0,0,0,26,26,0,0,0,32812700,0,551670,1.30432,0,0,0.0140306,0,0,1,1,NA,1,7563005.17,0.0729432266142428,-0.0589126266142428,"1977-81","Y1974"
"Cod","Q1",1974,6,"Sprat",1,1,1,300,318,0.27977,0.27977,7563000,0,0,0,0,3,8,124,0.01659,0.01659,0,0,0,0,26,26,0,0,0,53851200,0,930830,1.04191,0,0,0.00747586,0,0,1,1,NA,1,7563005.17,0.123076737233012,-0.115600877233012,"1977-81","Y1974"
"Cod","Q1",1974,6,"Sprat",1,1,1,300,318,0.27977,0.27977,7563000,0,0,0,0,3,9,134,0.02093,0.02093,0,0,0,0,26,26,0,0,0,39861900,0,692702,0.830269,0,0,0.00122354,0,0,1,1,NA,1,7563005.17,0.0915908404700985,-0.0903673004700985,"1977-81","Y1974"
"Cod","Q1",1974,6,"Sprat",1,1,1,300,318,0.27977,0.27977,7563000,0,0,0,0,3,10,154,0.03177,0.03177,0,0,0,0,26,26,0.00079642,0,0,19837900,0,0,0.526029,0,0,0.00079642,0,0,0,1,NA,1,7563005.17,0,0.00079642,"1977-81","Y1974"
"Cod","Q1",1974,7,"Other",1,1,1,350,372,0.447866,0.447866,3723220,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,15,15,0.109646,0.847588,-0.737943,-1,3155760,3155760,3.15576,0.129182,0,0.109646,0,1,1,1,-2.05315537063422,1,3723221,0.847588687322079,-0.737942687322079,"1977-81","Y1974"
"Cod","Q1",1974,7,"Herring",1,1,1,350,372,0.447866,0.447866,3723220,0,0,0,0,2,4,109,0.01127,0.01127,0,0,0,0,15,15,0.781058,0.0369512,0.744107,2388740,137577,137577,5.1104,0.0355858,0,0.781058,0,1,1,1,3.9445459841132,1,3723221,0.036951070054665,0.744106929945335,"1977-81","Y1974"
"Cod","Q1",1974,7,"Sprat",1,1,1,350,372,0.447866,0.447866,3723220,0,0,0,0,3,6,104,0.00979,0.00979,0,0,0,0,15,15,0.109296,0.11546,-0.00616404,19809800,429884,429884,2.21661,0.102129,0,0.109296,0,1,1,1,-0.0192881648222922,1,3723221,0.115460242623256,-0.0061642426232555,"1977-81","Y1974"
"Cod","Q1",1974,8,"Other",1,1,1,400,446,0.771834,0.771834,6597150,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,51,51,0.107497,0.615864,-0.508368,-1,4062950,4062950,4.06295,0.236575,0,0.107497,0,1,1,1,-1.04518647459004,1,6597154.1,0.615864043557812,-0.508367043557812,"1977-81","Y1974"
"Cod","Q1",1974,8,"Herring",1,1,1,400,446,0.771834,0.771834,6597150,0,0,0,0,2,3,92,0.00677,0.00677,0,0,0,0,51,51,0.790201,0.154449,0.635752,189508,1018920,10414.1,8.11721,0.130594,0,0.235247,0,1,1,1,1.75924418013338,1,6597154.1,0.00157857461598479,0.233668425384015,"1977-81","Y1974"
"Cod","Q1",1974,8,"Herring",1,1,1,400,446,0.771834,0.771834,6597150,0,0,0,0,2,4,109,0.01127,0.01127,0,0,0,0,51,51,1e-08,0,0,2388740,0,0,6.82077,0,0,1e-08,0,0,0,2,NA,1,6597154.1,0,1e-08,"1977-81","Y1974"
"Cod","Q1",1974,8,"Herring",1,1,1,400,446,0.771834,0.771834,6597150,0,0,0,0,2,5,129,0.01868,0.01868,0,0,0,0,51,51,1e-08,0,0,7507220,0,0,5.23558,0,0,1e-08,0,0,0,2,NA,1,6597154.1,0,1e-08,"1977-81","Y1974"
"Cod","Q1",1974,8,"Herring",1,1,1,400,446,0.771834,0.771834,6597150,0,0,0,0,2,6,149,0.02878,0.02878,0,0,0,0,51,51,0,0,0,9024750,0,1008510,3.88287,0,0,0.554954,0,0,1,1,NA,1,6597154.1,0.152870462734833,0.402083537265167,"1977-81","Y1974"
"Cod","Q1",1974,8,"Sprat",1,1,1,400,446,0.771834,0.771834,6597150,0,0,0,0,3,5,94,0.00723,0.00723,0,0,0,0,51,51,0.102302,0.229687,-0.127385,41638500,1515280,957073,3.17915,0.176931,0,0.0480893,0,1,1,1,-0.302842153208504,1,6597154.1,0.145073615909624,-0.0969843159096238,"1977-81","Y1974"
"Cod","Q1",1974,8,"Sprat",1,1,1,400,446,0.771834,0.771834,6597150,0,0,0,0,3,6,104,0.00979,0.00979,0,0,0,0,51,51,0,0,0,19809800,0,558207,2.87829,0,0,0.0542129,0,0,1,1,NA,1,6597154.1,0.0846133031817462,-0.0304004031817462,"1977-81","Y1974"
"Cod","Q1",1974,9,"Other",1,1,1,500,538,1.35477,1.35477,14975600,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,39,39,0.204242,0.352284,-0.148042,-1,5275680,5275680,5.27568,0.22818,0,0.203946,0,1,1,1,-0.309917539721365,1,14975638.9,0.352284135269848,-0.148338135269848,"1977-81","Y1974"
"Cod","Q1",1974,9,"Herring",1,1,1,500,538,1.35477,1.35477,14975600,0,0,0,0,2,3,92,0.00677,0.00677,0,0,0,0,39,39,0.761805,0.080972,0.680833,189508,1212610,11325.9,8.82789,0.0744155,0,0.0769092,0,1,1,1,2.49579491643534,1,14975638.9,0.000756288267607735,0.0761529117323923,"1977-81","Y1974"
"Cod","Q1",1974,9,"Herring",1,1,1,500,538,1.35477,1.35477,14975600,0,0,0,0,2,4,109,0.01127,0.01127,0,0,0,0,39,39,0,0,0,2388740,0,221326,8.22131,0,0,0.496596,0,0,1,1,NA,1,14975638.9,0.0147790689584536,0.481816931041546,"1977-81","Y1974"
