Year Quarter Species.n Age M1 M2 M F Z N N.bar C.hat C.obs west weca Yield CWsum prop.landed prop.in propmat BIO SSB Lsea ration
1974 2 16 5 0.05 0 0.05 0.151506 0.201506 8597.81 7786.93 1179.76 0 5.64947 6.174 0 0 1 0.96 0.8456 48573.1 41073.4 839 4.72697 
1974 2 16 6 0.05 0 0.05 0.152545 0.202545 1819.55 1647.12 251.26 0 8.2498 8.333 0 0 1 0.96 1 15010.9 15010.9 935 6.36532 
1974 2 16 7 0.05 0 0.05 0.159119 0.209119 803.196 724.774 115.325 0 9.57898 9.889 0 0 1 0.96 1 7693.79 7693.79 993 7.1583 
1974 2 16 8 0.05 0 0.05 0.151872 0.201872 764.061 691.878 105.077 0 10.6017 10.791 0 0 1 0.96 1 8100.33 8100.33 1050 7.75239 
1974 2 16 9 0.05 0 0.05 0.166616 0.216616 460.977 414.468 69.0569 0 12.0545 12.175 0 0 1 0.96 1 5556.83 5556.83 1091 8.57571 
1974 2 16 10 0.05 0 0.05 0.166616 0.216616 389.776 350.45 58.3905 0 12.311 13.3397 0 0 1 0.96 1 4798.53 4798.53 1156 8.71883 
1974 3 16 0 0.05 1.50712 0.675 0 1.55712 9.0673e+006 4.59595e+006 0 0 0.00598 0 0 0 1 0.94 0 54222.5 0 84 0.0222998 
1974 3 16 1 0.05 0.173626 0.3019 0.0839651 0.307591 316177 272175 22853.2 139635 0.23 0.304 4669.39 42449 0.11 0.94 0.0077 72720.6 559.949 251 0.392693 
1974 3 16 2 0.05 0.105865 0.1916 0.199467 0.355332 79695.9 67074.7 13379.2 74501.9 0.829 0.901 53029.7 67126.2 0.79 0.91 0.0532 66067.9 3514.81 417 1.0757 
1974 3 16 3 0.05 0.00236276 0.0529 0.199821 0.252183 16627.5 14696.6 2936.68 11418 2.38374 2.206 24936.2 25188.1 0.99 0.89 0.2288 39635.5 9068.61 590 2.46722 
1974 3 16 4 0.05 0 0.05 0.166687 0.216687 22828.7 20524.7 3421.2 15744.9 4.50254 4.156 65435.6 65435.6 1 0.93 0.6165 102787 63368.3 772 4.06713 
1974 3 16 5 0.05 0 0.05 0.151506 0.201506 7028.7 6365.8 964.456 4600.55 6.55416 6.174 28403.8 28403.8 1 0.96 0.8456 46067.2 38954.5 871 5.46317 
1974 3 16 6 0.05 0 0.05 0.152545 0.202545 1485.94 1345.12 205.191 956.19 8.46159 8.333 7967.93 7967.93 1 0.96 1 12573.4 12573.4 951 6.6778 
1974 3 16 7 0.05 0 0.05 0.159119 0.209119 651.632 588.008 93.5634 436.1 10.5457 9.889 4312.59 4312.59 1 0.96 1 6871.89 6871.89 969 7.9394 
1974 3 16 8 0.05 0 0.05 0.151872 0.201872 624.39 565.402 85.8688 392.85 10.9803 10.791 4239.24 4239.24 1 0.96 1 6856 6856 1004 8.19547 
1974 3 16 9 0.05 0 0.05 0.166616 0.216616 371.197 333.746 55.6073 329.84 12.3438 12.175 4015.8 4015.8 1 0.96 1 4581.97 4581.97 1092 8.98516 
1974 3 16 10 0.05 0 0.05 0.166616 0.216616 313.863 282.196 47.0183 268.07 12.4934 13.3397 3575.97 3575.97 1 0.96 1 3921.21 3921.21 1134 9.07066 
1974 4 16 0 0.05 0.50767 0.675 0 0.55767 1.91086e+006 1.46469e+006 0 0 0.0225 0 0 0 1 0.94 0 42994.4 0 136 0.0704303 
1974 4 16 1 0.05 0.217896 0.3019 0.0839651 0.351861 232458 195964 16454.2 0 0.377 0.304 0 0 0.11 0.94 0.0077 87636.7 674.803 302 0.645486 
1974 4 16 2 0.05 0.0922949 0.1916 0.199467 0.341762 55862.1 47316.9 9438.16 0 1.12 0.901 0 0 0.79 0.91 0.0532 62565.5 3328.49 444 1.51895 
1974 4 16 3 0.05 0 0.0529 0.199821 0.249821 12921.3 11433.7 2284.68 0 2.77057 2.206 0 0 0.99 0.89 0.2288 35799.2 8190.87 603 3.09527 
1974 4 16 4 0.05 0 0.05 0.166687 0.216687 18381.3 16526.2 2754.69 0 4.95476 4.156 0 0 1 0.93 0.6165 91074.8 56147.6 759 4.88781 
1974 4 16 5 0.05 0 0.05 0.151506 0.201506 5745.96 5204.04 788.442 0 7.24711 6.174 0 0 1 0.96 0.8456 41641.6 35212.1 870 6.59035 
1974 4 16 6 0.05 0 0.05 0.152545 0.202545 1213.49 1098.49 167.569 0 8.7944 8.333 0 0 1 0.96 1 10671.9 10671.9 948 7.67292 
1974 4 16 7 0.05 0 0.05 0.159119 0.209119 528.668 477.05 75.9078 0 10.6433 9.889 0 0 1 0.96 1 5626.77 5626.77 991 8.91441 
1974 4 16 8 0.05 0 0.05 0.151872 0.201872 510.251 462.046 70.1719 0 11.2643 10.791 0 0 1 0.96 1 5747.62 5747.62 1027 9.32069 
1974 4 16 9 0.05 0 0.05 0.166616 0.216616 298.902 268.745 44.7772 0 12.5366 12.175 0 0 1 0.96 1 3747.23 3747.23 1001 10.1386 
1974 4 16 10 0.05 0 0.05 0.166616 0.216616 252.735 227.235 37.861 0 12.767 13.3397 0 0 1 0.96 1 3226.66 3226.66 1171 10.2847 
1975 1 16 1 0.05 0.271121 0.3083 0.0877501 0.408871 1.09405e+006 897991 78798.8 0 0.0519 0.304 0 0 0.2 0.93 0.0075 56781.1 425.858 153 0.0880281 
1975 1 16 2 0.05 0.136303 0.1866 0.208459 0.394762 163506 135092 28161 0 0.576 0.76 0 0 0.74 0.91 0.0555 94179.4 5226.96 329 0.583633 
1975 1 16 3 0.05 0.00680083 0.0528 0.208828 0.265629 39691 34856.8 7279.07 0 1.68032 2.348 0 0 1 0.89 0.2207 66693.6 14719.3 496 1.35389 
1975 1 16 4 0.05 0 0.05 0.1742 0.2242 10064.9 9016.41 1570.66 0 3.29883 4.226 0 0 1 0.93 0.5915 33202.4 19639.2 702 2.3006 
1975 1 16 5 0.05 0 0.05 0.158335 0.208335 14800.3 13360.3 2115.4 0 5.44065 6.404 0 0 1 0.96 0.8139 80523.2 65537.8 830 3.40895 
1975 1 16 6 0.05 0 0.05 0.159422 0.209422 4697.31 4238.06 675.639 0 8.16244 8.691 0 0 1 0.96 1 38341.5 38341.5 937 4.689 
1975 1 16 7 0.05 0 0.05 0.166292 0.216292 990.996 891.15 148.191 0 8.98178 10.107 0 0 1 0.96 1 8900.91 8900.91 989 5.05511 
1975 1 16 8 0.05 0 0.05 0.158718 0.208718 428.907 387.105 61.4406 0 10.4315 10.91 0 0 1 0.96 1 4474.14 4474.14 1031 5.68597 
1975 1 16 9 0.05 0 0.05 0.174126 0.224126 416.977 373.553 65.0455 0 11.9236 12.339 0 0 1 0.96 1 4971.88 4971.88 1041 6.31595 
1975 1 16 10 0.05 0 0.05 0.174126 0.224126 444.2 397.941 69.292 0 12.6665 13.558 0 0 1 0.96 1 5626.45 5626.45 1159 6.6232 
1975 2 16 1 0.05 0.19032 0.3083 0.0877501 0.32807 726885 619687 54377.6 0 0.116 0.304 0 0 0.2 0.93 0.0075 84318.7 632.39 194 0.222973 
1975 2 16 2 0.05 0.136494 0.1866 0.208459 0.394953 110177 91022.1 18974.3 0 0.682 0.76 0 0 0.74 0.91 0.0555 75140.7 4170.31 357 0.897232 
1975 2 16 3 0.05 0.00351629 0.0528 0.208828 0.262344 30432 26767.5 5589.81 0 2.22559 2.348 0 0 1 0.89 0.2207 67729.2 14947.8 552 2.27309 
1975 2 16 4 0.05 0 0.05 0.1742 0.2242 8043.41 7205.51 1255.2 0 3.98858 4.226 0 0 1 0.93 0.5915 32081.8 18976.4 709 3.59547 
1975 2 16 5 0.05 0 0.05 0.158335 0.208335 12016.9 10847.7 1717.57 0 5.85994 6.404 0 0 1 0.96 0.8139 70418 57313.2 839 4.86483 
1975 2 16 6 0.05 0 0.05 0.159422 0.209422 3809.77 3437.3 547.979 0 8.60422 8.691 0 0 1 0.96 1 32780.1 32780.1 935 6.57928 
1975 2 16 7 0.05 0 0.05 0.166292 0.216292 798.248 717.822 119.368 0 9.79014 10.107 0 0 1 0.96 1 7814.96 7814.96 993 7.28203 
1975 2 16 8 0.05 0 0.05 0.158718 0.208718 348.112 314.184 49.8667 0 10.7186 10.91 0 0 1 0.96 1 3731.27 3731.27 1050 7.8195 
1975 2 16 9 0.05 0 0.05 0.174126 0.224126 333.254 298.549 51.9853 0 12.2168 12.339 0 0 1 0.96 1 4071.31 4071.31 1091 8.66637 
1975 2 16 10 0.05 0 0.05 0.174126 0.224126 355.011 318.04 55.3792 0 12.857 13.558 0 0 1 0.96 1 4564.36 4564.36 1156 9.0213 
1975 3 16 0 0.05 1.26009 0.675 0 1.31009 5.0455e+006 2.81221e+006 0 0 0.00598 0 0 0 0 0.93 0 30172.1 0 84 0.0222998 
1975 3 16 1 0.05 0.143608 0.3083 0.0877501 0.281358 523585 456375 40047 169862 0.23 0.304 10327.6 51638 0.2 0.93 0.0075 120424 903.183 251 0.392693 
1975 3 16 2 0.05 0.105432 0.1866 0.208459 0.36389 74227.5 62221.5 12970.6 63121 0.829 0.76 35499.3 47972 0.74 0.91 0.0555 61534.6 3415.17 417 1.0757 
1975 3 16 3 0.05 0.00288579 0.0528 0.208828 0.261714 23409.7 20597 4301.23 18848.8 2.53717 2.348 44257 44257 1 0.89 0.2207 59394.5 13108.4 590 2.59121 
1975 3 16 4 0.05 0 0.05 0.1742 0.2242 6427.93 5758.32 1003.1 4639.87 4.57838 4.226 19608.1 19608.1 1 0.93 0.5915 29429.5 17407.5 772 4.12087 
1975 3 16 5 0.05 0 0.05 0.158335 0.208335 9756.91 8807.6 1394.55 7525.18 6.79832 6.404 48191.3 48191.3 1 0.96 0.8139 66330.6 53986.5 871 5.62249 
1975 3 16 6 0.05 0 0.05 0.159422 0.209422 3089.93 2787.83 444.44 2056.87 8.82511 8.691 17876.3 17876.3 1 0.96 1 27269 27269 951 6.90226 
1975 3 16 7 0.05 0 0.05 0.166292 0.216292 642.989 578.206 96.1509 447.14 10.7781 10.107 4519.24 4519.24 1 0.96 1 6930.22 6930.22 969 8.07664 
1975 3 16 8 0.05 0 0.05 0.158718 0.208718 282.536 254.999 40.473 194.64 11.1014 10.91 2123.52 2123.52 1 0.96 1 3136.54 3136.54 1004 8.26642 
1975 3 16 9 0.05 0 0.05 0.174126 0.224126 266.341 238.605 41.5474 227.52 12.51 12.339 2807.37 2807.37 1 0.96 1 3331.94 3331.94 1092 9.08015 
1975 3 16 10 0.05 0 0.05 0.174126 0.224126 283.73 254.182 44.2598 157.82 13.0474 13.558 2139.72 2139.72 1 0.96 1 3701.94 3701.94 1134 9.38533 
1975 4 16 0 0.05 0.550981 0.675 0 0.600981 1.36125e+006 1.02318e+006 0 0 0.0225 0 0 0 0 0.93 0 30628.1 0 136 0.0704303 
1975 4 16 1 0.05 0.195697 0.3083 0.0877501 0.333447 395180 336045 29488 0 0.377 0.304 0 0 0.2 0.93 0.0075 148983 1117.37 302 0.645486 
1975 4 16 2 0.05 0.0901952 0.1866 0.208459 0.348654 51585.7 43553 9078.99 0 1.12 0.76 0 0 0.74 0.91 0.0555 57776 3206.57 444 1.51895 
1975 4 16 3 0.05 0 0.0528 0.208828 0.258828 18019.2 15876.1 3315.37 0 2.94891 2.348 0 0 1 0.89 0.2207 53136.9 11727.3 603 3.25081 
1975 4 16 4 0.05 0 0.05 0.1742 0.2242 5136.91 4601.79 801.634 0 5.03821 4.226 0 0 1 0.93 0.5915 25880.9 15308.5 759 4.9524 
1975 4 16 5 0.05 0 0.05 0.158335 0.208335 7921.97 7151.2 1132.29 0 7.51709 6.404 0 0 1 0.96 0.8139 59550.2 48467.9 870 6.78255 
1975 4 16 6 0.05 0 0.05 0.159422 0.209422 2506.1 2261.08 360.465 0 9.17223 8.691 0 0 1 0.96 1 22986.5 22986.5 948 7.93083 
1975 4 16 7 0.05 0 0.05 0.166292 0.216292 517.928 465.745 77.4495 0 10.8779 10.107 0 0 1 0.96 1 5633.98 5633.98 991 9.0685 
1975 4 16 8 0.05 0 0.05 0.158718 0.208718 229.313 206.963 32.8488 0 11.3885 10.91 0 0 1 0.96 1 2611.53 2611.53 1027 9.40138 
1975 4 16 9 0.05 0 0.05 0.174126 0.224126 212.864 190.696 33.2052 0 12.7055 12.339 0 0 1 0.96 1 2704.54 2704.54 1001 10.2458 
1975 4 16 10 0.05 0 0.05 0.174126 0.224126 226.761 203.146 35.3731 0 13.3331 13.558 0 0 1 0.96 1 3023.43 3023.43 1171 10.6415 
1976 1 16 1 0.05 0.370513 0.3149 0.0953093 0.515823 746337 583082 55573.1 0 0.0519 0.198 0 0 0.02 0.92 0.0073 38734.9 282.765 153 0.0880281 
1976 1 16 2 0.05 0.114277 0.1821 0.226416 0.390693 283126 234369 53065 0 0.576 0.722 0 0 0.55 0.9 0.0574 163081 9360.84 329 0.583633 
1976 1 16 3 0.05 0.00653656 0.0528 0.226817 0.283354 36400.8 31698.1 7189.68 0 1.7526 2.449 0 0 0.99 0.88 0.2142 63796.1 13665.1 496 1.39945 
1976 1 16 4 0.05 0 0.05 0.189207 0.239207 13910 12371.4 2340.76 0 3.57282 4.577 0 0 1 0.93 0.5674 49698 28198.6 702 2.44948 
1976 1 16 5 0.05 0 0.05 0.171975 0.221975 4105.19 3681.49 633.124 0 5.51712 6.494 0 0 1 0.96 0.7835 22648.8 17745.3 830 3.44655 
1976 1 16 6 0.05 0 0.05 0.173155 0.223155 6432.12 5764.98 998.234 0 8.09576 8.62 0 0 1 0.96 1 52072.9 52072.9 937 4.65887 
1976 1 16 7 0.05 0 0.05 0.180617 0.230617 2032.58 1815.23 327.861 0 9.004 10.132 0 0 1 0.96 1 18301.3 18301.3 989 5.06494 
1976 1 16 8 0.05 0 0.05 0.172391 0.222391 417.191 374.057 64.484 0 10.8426 11.34 0 0 1 0.96 1 4523.45 4523.45 1031 5.86138 
1976 1 16 9 0.05 0 0.05 0.189126 0.239126 186.116 165.536 31.3072 0 12.4541 12.888 0 0 1 0.96 1 2317.91 2317.91 1041 6.53578 
1976 1 16 10 0.05 0 0.05 0.189126 0.239126 351.354 312.503 59.1025 0 13.8017 14.3905 0 0 1 0.96 1 4849.3 4849.3 1159 7.08543 
1976 2 16 1 0.05 0.181009 0.3149 0.0953093 0.326319 445570 380174 36234.1 0 0.116 0.198 0 0 0.02 0.92 0.0073 51686.2 377.309 194 0.222973 
1976 2 16 2 0.05 0.118536 0.1821 0.226416 0.394952 191560 158256 35831.7 0 0.682 0.722 0 0 0.55 0.9 0.0574 130644 7498.95 357 0.897232 
1976 2 16 3 0.05 0.00443626 0.0528 0.226817 0.281254 27419 23900.6 5421.07 0 2.32133 2.449 0 0 0.99 0.88 0.2142 63648.5 13633.5 552 2.34959 
1976 2 16 4 0.05 0 0.05 0.189207 0.239207 10950.7 9739.42 1842.76 0 4.31987 4.577 0 0 1 0.93 0.5674 47305.5 26841.1 709 3.82816 
1976 2 16 5 0.05 0 0.05 0.171975 0.221975 3287.99 2948.63 507.091 0 5.94229 6.494 0 0 1 0.96 0.7835 19538.2 15308.2 839 4.91848 
1976 2 16 6 0.05 0 0.05 0.173155 0.223155 5145.64 4611.93 798.578 0 8.53393 8.62 0 0 1 0.96 1 43912.5 43912.5 935 6.537 
1976 2 16 7 0.05 0 0.05 0.180617 0.230617 1613.95 1441.37 260.336 0 9.81436 10.132 0 0 1 0.96 1 15839.9 15839.9 993 7.29619 
1976 2 16 8 0.05 0 0.05 0.172391 0.222391 334.004 299.471 51.626 0 11.1411 11.34 0 0 1 0.96 1 3721.16 3721.16 1050 8.06072 
1976 2 16 9 0.05 0 0.05 0.189126 0.239126 146.532 130.329 24.6486 0 12.7604 12.888 0 0 1 0.96 1 1869.8 1869.8 1091 8.96801 
1976 2 16 10 0.05 0 0.05 0.189126 0.239126 276.626 246.038 46.5323 0 14.0093 14.3905 0 0 1 0.96 1 3875.34 3875.34 1156 9.6509 
1976 3 16 0 0.05 1.62468 0.675 0 1.67468 1.89905e+007 9.21504e+006 0 0 0.00598 0 0 0 0 0.92 0 113563 0 84 0.0222998 
1976 3 16 1 0.05 0.151439 0.3149 0.0953093 0.296748 321513 278197 26514.7 232476 0.23 0.198 920.605 46030.3 0.02 0.92 0.0073 73947.9 539.82 251 0.392693 
1976 3 16 2 0.05 0.0945733 0.1821 0.226416 0.370989 129056 107822 24412.6 182989 0.829 0.722 72665.1 132118 0.55 0.9 0.0574 106988 6141.08 417 1.0757 
1976 3 16 3 0.05 0.00324628 0.0528 0.226817 0.280064 20696.9 18051.3 4094.35 18672.2 2.64631 2.449 45270.9 45728.2 0.99 0.88 0.2142 54770.4 11731.8 590 2.67841 
1976 3 16 4 0.05 0 0.05 0.189207 0.239207 8620.95 7667.38 1450.72 6707.14 4.95864 4.577 30698.6 30698.6 1 0.93 0.5674 42748.2 24255.3 772 4.38756 
1976 3 16 5 0.05 0 0.05 0.171975 0.221975 2633.47 2361.66 406.147 1732.04 6.89386 6.494 11247.9 11247.9 1 0.96 0.7835 18154.8 14224.3 871 5.6845 
1976 3 16 6 0.05 0 0.05 0.173155 0.223155 4116.47 3689.5 638.855 3055.51 8.75302 8.62 26338.5 26338.5 1 0.96 1 36031.5 36031.5 951 6.85791 
1976 3 16 7 0.05 0 0.05 0.180617 0.230617 1281.55 1144.51 206.718 919.78 10.8048 10.132 9319.21 9319.21 1 0.96 1 13846.9 13846.9 969 8.09233 
1976 3 16 8 0.05 0 0.05 0.172391 0.222391 267.404 239.757 41.3319 130.36 11.5389 11.34 1478.28 1478.28 1 0.96 1 3085.56 3085.56 1004 8.52143 
1976 3 16 9 0.05 0 0.05 0.189126 0.239126 115.367 102.61 19.4062 66.51 13.0666 12.888 857.181 857.181 1 0.96 1 1507.46 1507.46 1092 9.39619 
1976 3 16 10 0.05 0 0.05 0.189126 0.239126 217.792 193.709 36.6356 105.09 14.2168 14.3905 1512.3 1512.3 1 0.96 1 3096.31 3096.31 1134 10.0403 
1976 4 16 0 0.05 0.664952 0.675 0 0.714952 3.55821e+006 2.5421e+006 0 0 0.0225 0 0 0 0 0.92 0 80059.6 0 136 0.0704303 
1976 4 16 1 0.05 0.192735 0.3149 0.0953093 0.338044 238958 202760 19324.9 0 0.377 0.198 0 0 0.02 0.92 0.0073 90087.3 657.637 302 0.645486 
1976 4 16 2 0.05 0.106497 0.1821 0.226416 0.382913 89055.3 73988 16752.1 0 1.12 0.722 0 0 0.55 0.9 0.0574 99742 5725.19 444 1.51895 
1976 4 16 3 0.05 0 0.0528 0.226817 0.276817 15641.4 13663.1 3099.04 0 3.07576 2.449 0 0 0.99 0.88 0.2142 48109.1 10305 603 3.36022 
1976 4 16 4 0.05 0 0.05 0.189207 0.239207 6786.86 6036.16 1142.08 0 5.45667 4.577 0 0 1 0.93 0.5674 37033.7 21012.9 759 5.27291 
1976 4 16 5 0.05 0 0.05 0.171975 0.221975 2109.24 1891.54 325.298 0 7.62273 6.494 0 0 1 0.96 0.7835 16078.2 12597.2 870 6.85735 
1976 4 16 6 0.05 0 0.05 0.173155 0.223155 3293.14 2951.57 511.078 0 9.0973 8.62 0 0 1 0.96 1 29958.6 29958.6 948 7.87987 
1976 4 16 7 0.05 0 0.05 0.180617 0.230617 1017.61 908.791 164.143 0 10.9048 10.132 0 0 1 0.96 1 11096.8 11096.8 991 9.08612 
1976 4 16 8 0.05 0 0.05 0.172391 0.222391 214.085 191.95 33.0904 0 11.8374 11.34 0 0 1 0.96 1 2534.2 2534.2 1027 9.6914 
1976 4 16 9 0.05 0 0.05 0.189126 0.239126 90.83 80.7863 15.2788 0 13.2708 12.888 0 0 1 0.96 1 1205.39 1205.39 1001 10.6024 
1976 4 16 10 0.05 0 0.05 0.189126 0.239126 171.471 152.51 28.8438 0 14.5281 14.3905 0 0 1 0.96 1 2491.16 2491.16 1171 11.3842 
1977 1 16 1 0.05 0.353694 0.3216 0.0938664 0.49756 1.74073e+006 1.37138e+006 128727 0 0.0519 0.294 0 0 0.14 0.91 0.0071 90343.9 641.442 153 0.0880281 
1977 1 16 2 0.05 0.112955 0.1786 0.222988 0.385944 170416 141383 31526.7 0 0.576 0.673 0 0 0.51 0.9 0.0588 98159.8 5771.8 329 0.583633 
1977 1 16 3 0.05 0.00976518 0.0528 0.223384 0.283149 60724.4 52884.4 11813.5 0 1.52288 2.128 0 0 0.98 0.88 0.2096 92476.1 19383 496 1.25315 
1977 1 16 4 0.05 0 0.05 0.186342 0.236342 11859.2 10561.9 1968.14 0 3.59546 4.606 0 0 1 0.93 0.5449 42639.2 23234.1 702 2.46167 
1977 1 16 5 0.05 0 0.05 0.169371 0.219371 5342.97 4797.52 812.563 0 5.70402 6.714 0 0 1 0.95 0.7556 30476.4 23028 830 3.53799 
1977 1 16 6 0.05 0 0.05 0.170533 0.220533 1689.36 1516.05 258.538 0 8.29111 8.828 0 0 1 0.95 1 14006.7 14006.7 937 4.747 
1977 1 16 7 0.05 0 0.05 0.177883 0.227883 2634.48 2355.86 419.067 0 8.94979 10.071 0 0 1 0.95 1 23578 23578 989 5.04095 
1977 1 16 8 0.05 0 0.05 0.169781 0.219781 808.024 725.393 123.158 0 10.5673 11.052 0 0 1 0.95 1 8538.6 8538.6 1031 5.74406 
1977 1 16 9 0.05 0 0.05 0.186263 0.236263 171.397 152.654 28.4338 0 11.426 11.824 0 0 1 0.95 1 1958.37 1958.37 1041 6.10782 
1977 1 16 10 0.05 0 0.05 0.186263 0.236263 206.514 183.931 34.2596 0 12.8207 14.1032 0 0 1 0.95 1 2647.65 2647.65 1159 6.6865 
1977 2 16 1 0.05 0.212049 0.3216 0.0938664 0.355915 1.05838e+006 890528 83590.6 0 0.116 0.294 0 0 0.14 0.91 0.0071 122773 871.686 194 0.222973 
1977 2 16 2 0.05 0.115081 0.1786 0.222988 0.388069 115851 96017.8 21410.9 0 0.682 0.673 0 0 0.51 0.9 0.0588 79010.1 4645.79 357 0.897232 
1977 2 16 3 0.05 0.00446427 0.0528 0.223384 0.277848 45750.2 39944.3 8922.91 0 2.01706 2.128 0 0 0.98 0.88 0.2096 92281 19342.1 552 2.10395 
1977 2 16 4 0.05 0 0.05 0.186342 0.236342 9362.94 8338.76 1553.86 0 4.34724 4.606 0 0 1 0.93 0.5449 40702.9 22179 709 3.84721 
1977 2 16 5 0.05 0 0.05 0.169371 0.219371 4290.53 3852.52 652.507 0 6.1436 6.714 0 0 1 0.95 0.7556 26359.3 19917.1 839 5.04897 
1977 2 16 6 0.05 0 0.05 0.170533 0.220533 1355.02 1216.01 207.371 0 8.73985 8.828 0 0 1 0.95 1 11842.7 11842.7 935 6.66066 
1977 2 16 7 0.05 0 0.05 0.177883 0.227883 2097.62 1875.78 333.668 0 9.75527 10.071 0 0 1 0.95 1 20462.8 20462.8 993 7.26164 
1977 2 16 8 0.05 0 0.05 0.169781 0.219781 648.597 582.269 98.8582 0 10.8581 11.052 0 0 1 0.95 1 7042.53 7042.53 1050 7.89938 
1977 2 16 9 0.05 0 0.05 0.186263 0.236263 135.33 120.531 22.4506 0 11.7069 11.824 0 0 1 0.95 1 1584.3 1584.3 1091 8.38079 
1977 2 16 10 0.05 0 0.05 0.186263 0.236263 163.058 145.227 27.0504 0 13.0135 14.1032 0 0 1 0.95 1 2121.95 2121.95 1156 9.10752 
1977 3 16 0 0.05 1.13824 0.675 0 1.18824 1.00535e+007 5.88231e+006 0 0 0.00598 0 0 0 0 0.91 0 60119.7 0 84 0.0222998 
1977 3 16 1 0.05 0.171562 0.3216 0.0938664 0.315428 741432 635881 59687.9 547729 0.23 0.294 22544.5 161032 0.14 0.91 0.0071 170529 1210.76 251 0.392693 
1977 3 16 2 0.05 0.0950674 0.1786 0.222988 0.368056 78589 65748.8 14661.2 98934.9 0.829 0.673 33957.4 66583.2 0.51 0.9 0.0588 65150.3 3830.84 417 1.0757 
1977 3 16 3 0.05 0.00413301 0.0528 0.223384 0.277517 34651.8 30259.1 6759.39 25989.3 2.29945 2.128 54199 55305.1 0.98 0.88 0.2096 79680 16700.9 590 2.3984 
1977 3 16 4 0.05 0 0.05 0.186342 0.236342 7392.14 6583.54 1226.79 4597.35 4.99006 4.606 21175.4 21175.4 1 0.93 0.5449 36887.2 20099.8 772 4.40939 
1977 3 16 5 0.05 0 0.05 0.169371 0.219371 3445.39 3093.67 523.979 2285.63 7.12741 6.714 15345.7 15345.7 1 0.95 0.7556 24556.7 18555.1 871 5.83532 
1977 3 16 6 0.05 0 0.05 0.170533 0.220533 1086.85 975.353 166.33 833.05 8.96423 8.828 7354.17 7354.17 1 0.95 1 9742.78 9742.78 951 6.98763 
1977 3 16 7 0.05 0 0.05 0.177883 0.227883 1670.16 1493.53 265.673 1140.15 10.7397 10.071 11482.5 11482.5 1 0.95 1 17937.1 17937.1 969 8.05402 
1977 3 16 8 0.05 0 0.05 0.169781 0.219781 520.625 467.384 79.3529 369.82 11.2459 11.052 4087.25 4087.25 1 0.95 1 5854.9 5854.9 1004 8.35087 
1977 3 16 9 0.05 0 0.05 0.186263 0.236263 106.853 95.1683 17.7264 262.32 11.9879 11.824 3101.67 3101.67 1 0.95 1 1280.94 1280.94 1092 8.78094 
