Year Quarter Species.n Age M1 M2 M F Z N N.bar C.hat C.obs west weca Yield Yield.core CWsum CWsum.core prop.landed prop.in propmat BIO SSB Lsea ration
1974 2 16 5 0.05 0 0.05 0.148197 0.198197 8747.05 7934.77 1175.91 0 5.64947 6.174 0 0 0 0 1 0.96 0.8459 49416.2 41801.2 839 4.72697 
1974 2 16 6 0.05 0 0.05 0.14821 0.19821 1820.72 1651.63 244.788 0 8.2498 8.333 0 0 0 0 1 0.96 1 15020.5 15020.5 935 6.36532 
1974 2 16 7 0.05 0 0.05 0.159313 0.209313 810.693 731.471 116.533 0 9.57898 9.889 0 0 0 0 1 0.96 1 7765.61 7765.61 993 7.1583 
1974 2 16 8 0.05 0 0.05 0.149786 0.199786 771.781 699.573 104.786 0 10.6017 10.791 0 0 0 0 1 0.96 1 8182.17 8182.17 1050 7.75239 
1974 2 16 9 0.05 0 0.05 0.166866 0.216866 460.545 414.029 69.0875 0 12.0545 12.175 0 0 0 0 1 0.96 1 5551.62 5551.62 1091 8.57571 
1974 2 16 10 0.05 0 0.05 0.166866 0.216866 389.347 350.023 58.407 0 13.2173 13.3397 0 0 0 0 1 0.96 1 5146.12 5146.12 1156 9.21943 
1974 3 16 0 0.05 0.807137 0.675 0 0.857137 3.50556e+06 2.35422e+06 0 0 0.00598 0 0 0 0 0 1 0.95 0 20963.3 0 84 0.0222998 
1974 3 16 1 0.05 0.137359 0.294 0.0835685 0.270927 295302 258680 21617.5 139635 0.23 0.304 42449 40326.5 42449 40326.5 1 0.95 0.0072 67919.4 489.019 251 0.392693 
1974 3 16 2 0.05 0.121511 0.1778 0.189641 0.361152 84574.8 70986.4 13461.9 74501.9 0.829 0.901 67126.2 60413.6 67126.2 60413.6 1 0.9 0.0483 70112.5 3386.43 417 1.0757 
1974 3 16 3 0.05 0.00628433 0.0539 0.195184 0.251469 16630.1 14703.9 2869.96 11418 2.38374 2.206 25188.1 22417.4 25188.1 22417.4 1 0.89 0.209 39641.6 8285.1 590 2.46722 
1974 3 16 4 0.05 0 0.0499 0.164991 0.214991 23399.8 21055.4 3473.96 15744.9 4.50254 4.156 65435.6 61509.5 65435.6 61509.5 1 0.94 0.6188 105358 65195.8 772 4.06713 
1974 3 16 5 0.05 0 0.05 0.148197 0.198197 7174.4 6508.16 964.492 4600.55 6.55416 6.174 28403.8 27267.6 28403.8 27267.6 1 0.96 0.8459 47022.2 39776.1 871 5.46317 
1974 3 16 6 0.05 0 0.05 0.14821 0.19821 1493.35 1354.66 200.774 956.19 8.46159 8.333 7967.93 7649.21 7967.93 7649.21 1 0.96 1 12636.1 12636.1 951 6.6778 
1974 3 16 7 0.05 0 0.05 0.159313 0.209313 657.587 593.327 94.5245 436.1 10.5457 9.889 4312.59 4140.09 4312.59 4140.09 1 0.96 1 6934.69 6934.69 969 7.9394 
1974 3 16 8 0.05 0 0.05 0.149786 0.199786 632.016 572.885 85.81 392.85 10.9803 10.791 4239.24 4069.67 4239.24 4069.67 1 0.96 1 6939.73 6939.73 1004 8.19547 
1974 3 16 9 0.05 0 0.05 0.166866 0.216866 370.756 333.309 55.6181 329.84 12.3438 12.175 4015.8 3855.17 4015.8 3855.17 1 0.96 1 4576.53 4576.53 1092 8.98516 
1974 3 16 10 0.05 0 0.05 0.166866 0.216866 313.439 281.781 47.0198 268.07 13.4131 13.3397 3575.97 3432.93 3575.97 3432.93 1 0.96 1 4204.19 4204.19 1134 9.59145 
1974 4 16 0 0.05 0.344423 0.675 0 0.394423 1.48768e+06 1.22934e+06 0 0 0.0225 0 0 0 0 0 1 0.95 0 33472.7 0 136 0.0704303 
1974 4 16 1 0.05 0.171271 0.294 0.0835685 0.30484 225218 194128 16223 0 0.377 0.304 0 0 0 0 1 0.95 0.0072 84907.3 611.333 302 0.645486 
1974 4 16 2 0.05 0.13212 0.1778 0.189641 0.371761 58937.9 49222.7 9334.65 0 1.12 0.901 0 0 0 0 1 0.9 0.0483 66010.4 3188.3 444 1.51895 
1974 4 16 3 0.05 0.00951025 0.0539 0.195184 0.254694 12932.5 11416.9 2228.4 0 2.77057 2.206 0 0 0 0 1 0.89 0.209 35830.4 7488.54 603 3.09527 
1974 4 16 4 0.05 0 0.0499 0.164991 0.214991 18873.1 16982.2 2801.92 0 4.95476 4.156 0 0 0 0 1 0.94 0.6188 93511.5 57864.9 759 4.88781 
1974 4 16 5 0.05 0 0.05 0.148197 0.198197 5884.5 5338.04 791.084 0 7.24711 6.174 0 0 0 0 1 0.96 0.8459 42645.6 36073.9 870 6.59035 
1974 4 16 6 0.05 0 0.05 0.14821 0.19821 1224.84 1111.09 164.675 0 8.7944 8.333 0 0 0 0 1 0.96 1 10771.7 10771.7 948 7.67292 
1974 4 16 7 0.05 0 0.05 0.159313 0.209313 533.396 481.272 76.6728 0 10.6433 9.889 0 0 0 0 1 0.96 1 5677.1 5677.1 991 8.91441 
1974 4 16 8 0.05 0 0.05 0.149786 0.199786 517.562 469.139 70.2703 0 11.2643 10.791 0 0 0 0 1 0.96 1 5829.96 5829.96 1027 9.32069 
1974 4 16 9 0.05 0 0.05 0.166866 0.216866 298.473 268.327 44.7746 0 12.5366 12.175 0 0 0 0 1 0.96 1 3741.84 3741.84 1001 10.1386 
1974 4 16 10 0.05 0 0.05 0.166866 0.216866 252.331 226.845 37.8527 0 13.7068 13.3397 0 0 0 0 1 0.96 1 3458.65 3458.65 1171 10.8752 
1975 1 16 1 0.05 0.202494 0.2963 0.0880174 0.340512 1.0028e+06 849899 74805.9 0 0.0519 0.304 0 0 0 0 1 0.94 0.0076 52045.1 395.543 153 0.0880281 
1975 1 16 2 0.05 0.133187 0.1765 0.199737 0.382923 166040 137947 27553.1 0 0.576 0.76 0 0 0 0 1 0.9 0.0483 95639.2 4619.37 329 0.583633 
1975 1 16 3 0.05 0.0159826 0.0545 0.205575 0.271558 40638.8 35588.2 7316.05 0 1.68032 2.348 0 0 0 0 1 0.89 0.2018 68286.2 13780.2 496 1.35389 
1975 1 16 4 0.05 0.00105117 0.0499 0.173775 0.224826 10024.7 8977.67 1560.09 0 3.29883 4.226 0 0 0 0 1 0.94 0.587 33069.6 19411.9 702 2.3006 
1975 1 16 5 0.05 0 0.05 0.156087 0.206087 15222 13755.9 2147.12 0 5.44065 6.404 0 0 0 0 1 0.96 0.8117 82817.8 67223.2 830 3.40895 
1975 1 16 6 0.05 0 0.05 0.1561 0.2061 4826.51 4361.62 680.849 0 8.16244 8.691 0 0 0 0 1 0.96 1 39396.1 39396.1 937 4.689 
1975 1 16 7 0.05 0 0.05 0.167794 0.217794 1004.61 902.739 151.474 0 8.98178 10.107 0 0 0 0 1 0.96 1 9023.19 9023.19 989 5.05511 
1975 1 16 8 0.05 0 0.05 0.15776 0.20776 432.66 390.672 61.6325 0 10.4315 10.91 0 0 0 0 1 0.96 1 4513.29 4513.29 1031 5.68597 
1975 1 16 9 0.05 0 0.05 0.17575 0.22575 423.834 379.4 66.6793 0 11.9236 12.339 0 0 0 0 1 0.96 1 5053.64 5053.64 1041 6.31595 
1975 1 16 10 0.05 0 0.05 0.17575 0.22575 443.417 396.93 69.7602 0 13.2346 13.558 0 0 0 0 1 0.96 1 5868.44 5868.44 1159 6.85556 
1975 2 16 1 0.05 0.179923 0.2963 0.0880174 0.31794 713395 611108 53788.1 0 0.116 0.304 0 0 0 0 1 0.94 0.0076 82753.8 628.929 194 0.222973 
1975 2 16 2 0.05 0.129064 0.1765 0.199737 0.3788 113217 94243.2 18823.8 0 0.682 0.76 0 0 0 0 1 0.9 0.0483 77214.1 3729.44 357 0.897232 
1975 2 16 3 0.05 0.0150199 0.0545 0.205575 0.270595 30974.5 27137.5 5578.79 0 2.22559 2.348 0 0 0 0 1 0.89 0.2018 68936.6 13911.4 552 2.27309 
1975 2 16 4 0.05 0 0.0499 0.173775 0.223775 8006.25 7173.69 1246.61 0 3.98858 4.226 0 0 0 0 1 0.94 0.587 31933.6 18745 709 3.59547 
1975 2 16 5 0.05 0 0.05 0.156087 0.206087 12387.1 11194.1 1747.24 0 5.85994 6.404 0 0 0 0 1 0.96 0.8117 72587.7 58919.5 839 4.86483 
1975 2 16 6 0.05 0 0.05 0.1561 0.2061 3927.58 3549.28 554.042 0 8.60422 8.691 0 0 0 0 1 0.96 1 33793.8 33793.8 935 6.57928 
1975 2 16 7 0.05 0 0.05 0.167794 0.217794 807.999 726.065 121.829 0 9.79014 10.107 0 0 0 0 1 0.96 1 7910.43 7910.43 993 7.28203 
1975 2 16 8 0.05 0 0.05 0.15776 0.20776 351.494 317.383 50.0703 0 10.7186 10.91 0 0 0 0 1 0.96 1 3767.52 3767.52 1050 7.8195 
1975 2 16 9 0.05 0 0.05 0.17575 0.22575 338.185 302.73 53.2046 0 12.2168 12.339 0 0 0 0 1 0.96 1 4131.55 4131.55 1091 8.66637 
1975 2 16 10 0.05 0 0.05 0.17575 0.22575 353.811 316.717 55.6629 0 13.4336 13.558 0 0 0 0 1 0.96 1 4752.94 4752.94 1156 9.33779 
1975 3 16 0 0.05 0.70573 0.675 0 0.75573 2.2511e+06 1.57971e+06 0 0 0.00598 0 0 0 0 0 1 0.94 0 13461.6 0 84 0.0222998 
1975 3 16 1 0.05 0.121279 0.2963 0.0880174 0.259297 519099 457258 40246.6 169862 0.23 0.304 51638 48539.7 51638 48539.7 1 0.94 0.0076 119393 907.386 251 0.392693 
1975 3 16 2 0.05 0.103508 0.1765 0.199737 0.353244 77517.7 65305.6 13043.9 63121 0.829 0.76 47972 43174.8 47972 43174.8 1 0.9 0.0483 64262.2 3103.86 417 1.0757 
1975 3 16 3 0.05 0.00590825 0.0545 0.205575 0.261483 23631.2 20794.2 4274.78 18848.8 2.53717 2.348 44257 39388.7 44257 39388.7 1 0.89 0.2018 59956.6 12099.2 590 2.59121 
1975 3 16 4 0.05 0 0.0499 0.173775 0.223775 6400.95 5735.33 996.657 4639.87 4.57838 4.226 19608.1 18431.6 19608.1 18431.6 1 0.94 0.587 29306 17202.6 772 4.12087 
1975 3 16 5 0.05 0 0.05 0.156087 0.206087 10080.2 9109.3 1421.84 7525.18 6.79832 6.404 48191.3 46263.6 48191.3 46263.6 1 0.96 0.8117 68528.3 55624.4 871 5.62249 
1975 3 16 6 0.05 0 0.05 0.1561 0.2061 3196.08 2888.23 450.853 2056.87 8.82511 8.691 17876.3 17161.2 17876.3 17161.2 1 0.96 1 28205.7 28205.7 951 6.90226 
1975 3 16 7 0.05 0 0.05 0.167794 0.217794 649.867 583.968 97.9863 447.14 10.7781 10.107 4519.24 4338.47 4519.24 4338.47 1 0.96 1 7004.35 7004.35 969 8.07664 
1975 3 16 8 0.05 0 0.05 0.15776 0.20776 285.554 257.843 40.6772 194.64 11.1014 10.91 2123.52 2038.58 2123.52 2038.58 1 0.96 1 3170.05 3170.05 1004 8.26642 
1975 3 16 9 0.05 0 0.05 0.17575 0.22575 269.844 241.554 42.4529 227.52 12.51 12.339 2807.37 2695.07 2807.37 2695.07 1 0.96 1 3375.76 3375.76 1092 9.08015 
1975 3 16 10 0.05 0 0.05 0.17575 0.22575 282.312 252.715 44.4145 157.82 13.6326 13.558 2139.72 2054.13 2139.72 2054.13 1 0.96 1 3848.64 3848.64 1134 9.7146 
1975 4 16 0 0.05 0.3926 0.675 0 0.4426 1.05727e+06 854309 0 0 0.0225 0 0 0 0 0 1 0.94 0 23788.6 0 136 0.0704303 
1975 4 16 1 0.05 0.161229 0.2963 0.0880174 0.299246 400534 346161 30468.2 0 0.377 0.304 0 0 0 0 1 0.94 0.0076 151001 1147.61 302 0.645486 
1975 4 16 2 0.05 0.116928 0.1765 0.199737 0.366665 54448.9 45582.6 9104.52 0 1.12 0.76 0 0 0 0 1 0.9 0.0483 60982.7 2945.47 444 1.51895 
1975 4 16 3 0.05 0.0103436 0.0545 0.205575 0.265919 18193.9 15975.7 3284.22 0 2.94891 2.348 0 0 0 0 1 0.89 0.2018 53652.2 10827 603 3.25081 
1975 4 16 4 0.05 0 0.0499 0.173775 0.223775 5117.53 4585.37 796.822 0 5.03821 4.226 0 0 0 0 1 0.94 0.587 25783.2 15134.7 759 4.9524 
1975 4 16 5 0.05 0 0.05 0.156087 0.206087 8202.87 7412.81 1157.04 0 7.51709 6.404 0 0 0 0 1 0.96 0.8117 61661.7 50050.8 870 6.78255 
1975 4 16 6 0.05 0 0.05 0.1561 0.2061 2600.81 2350.3 366.882 0 9.17223 8.691 0 0 0 0 1 0.96 1 23855.2 23855.2 948 7.93083 
1975 4 16 7 0.05 0 0.05 0.167794 0.217794 522.682 469.68 78.8095 0 10.8779 10.107 0 0 0 0 1 0.96 1 5685.7 5685.7 991 9.0685 
1975 4 16 8 0.05 0 0.05 0.15776 0.20776 231.985 209.472 33.0463 0 11.3885 10.91 0 0 0 0 1 0.96 1 2641.96 2641.96 1027 9.40138 
1975 4 16 9 0.05 0 0.05 0.17575 0.22575 215.313 192.74 33.874 0 12.7055 12.339 0 0 0 0 1 0.96 1 2735.66 2735.66 1001 10.2458 
1975 4 16 10 0.05 0 0.05 0.17575 0.22575 225.262 201.645 35.4391 0 13.9311 13.558 0 0 0 0 1 0.96 1 3138.15 3138.15 1171 11.0148 
1976 1 16 1 0.05 0.262526 0.2987 0.0970554 0.409582 679151 557261 54085.2 0 0.0519 0.198 0 0 0 0 1 0.93 0.008 35248 281.984 153 0.0880281 
1976 1 16 2 0.05 0.122091 0.1753 0.220247 0.392338 296947 245621 54097.2 0 0.576 0.722 0 0 0 0 1 0.89 0.0481 171041 8227.08 329 0.583633 
1976 1 16 3 0.05 0.0223786 0.0552 0.226685 0.299063 37735.4 32615.6 7393.45 0 1.7526 2.449 0 0 0 0 1 0.89 0.195 66135.1 12896.3 496 1.39945 
1976 1 16 4 0.05 0.000914323 0.05 0.191619 0.242533 13945.7 12383.3 2372.88 0 3.57282 4.577 0 0 0 0 1 0.94 0.556 49825.3 27702.9 702 2.44948 
1976 1 16 5 0.05 0 0.05 0.172115 0.222115 4091.44 3668.91 631.473 0 5.51712 6.494 0 0 0 0 1 0.96 0.7787 22573 17577.6 830 3.44655 
1976 1 16 6 0.05 0 0.05 0.172129 0.222129 6675.18 5985.78 1030.33 0 8.09576 8.62 0 0 0 0 1 0.96 1 54040.7 54040.7 937 4.65887 
1976 1 16 7 0.05 0 0.05 0.185024 0.235024 2116.42 1886.1 348.974 0 9.004 10.132 0 0 0 0 1 0.96 1 19056.2 19056.2 989 5.06494 
1976 1 16 8 0.05 0 0.05 0.173959 0.223959 420.388 376.639 65.52 0 10.8426 11.34 0 0 0 0 1 0.96 1 4558.12 4558.12 1031 5.86138 
1976 1 16 9 0.05 0 0.05 0.193796 0.243796 188.465 167.25 32.4124 0 12.4541 12.888 0 0 0 0 1 0.96 1 2347.17 2347.17 1041 6.53578 
1976 1 16 10 0.05 0 0.05 0.193796 0.243796 351.543 311.97 60.4587 0 14.0473 14.3905 0 0 0 0 1 0.96 1 4938.21 4938.21 1159 7.18431 
1976 2 16 1 0.05 0.217536 0.2987 0.0970554 0.364591 450907 377851 36672.4 0 0.116 0.198 0 0 0 0 1 0.93 0.008 52305.3 418.442 194 0.222973 
1976 2 16 2 0.05 0.124393 0.1753 0.220247 0.39464 200580 165733 36502.1 0 0.682 0.722 0 0 0 0 1 0.89 0.0481 136796 6579.88 357 0.897232 
1976 2 16 3 0.05 0.0213992 0.0552 0.226685 0.298084 27981.2 24196.1 5484.89 0 2.32133 2.449 0 0 0 0 1 0.89 0.195 64953.6 12666 552 2.34959 
1976 2 16 4 0.05 0 0.05 0.191619 0.241619 10942.3 9720.69 1862.67 0 4.31987 4.577 0 0 0 0 1 0.94 0.556 47269.2 26281.7 709 3.82816 
1976 2 16 5 0.05 0 0.05 0.172115 0.222115 3276.52 2938.15 505.698 0 5.94229 6.494 0 0 0 0 1 0.96 0.7787 19470 15161.3 839 4.91848 
1976 2 16 6 0.05 0 0.05 0.172129 0.222129 5345.57 4793.49 825.099 0 8.53393 8.62 0 0 0 0 1 0.96 1 45618.7 45618.7 935 6.537 
1976 2 16 7 0.05 0 0.05 0.185024 0.235024 1673.14 1491.06 275.882 0 9.81436 10.132 0 0 0 0 1 0.96 1 16420.8 16420.8 993 7.29619 
1976 2 16 8 0.05 0 0.05 0.173959 0.223959 336.036 301.066 52.3732 0 11.1411 11.34 0 0 0 0 1 0.96 1 3743.8 3743.8 1050 8.06072 
1976 2 16 9 0.05 0 0.05 0.193796 0.243796 147.69 131.065 25.3999 0 12.7604 12.888 0 0 0 0 1 0.96 1 1884.58 1884.58 1091 8.96801 
1976 2 16 10 0.05 0 0.05 0.193796 0.243796 275.486 244.475 47.3783 0 14.2585 14.3905 0 0 0 0 1 0.96 1 3928.01 3928.01 1156 9.78557 
1976 3 16 0 0.05 0.945067 0.675 0 0.995067 7.82303e+06 4.95531e+06 0 0 0.00598 0 0 0 0 0 1 0.93 0 46781.7 0 84 0.0222998 
1976 3 16 1 0.05 0.127311 0.2987 0.0970554 0.274367 313146 273861 26579.7 232476 0.23 0.198 46030.3 42808.1 46030.3 42808.1 1 0.93 0.008 72023.7 576.189 251 0.392693 
1976 3 16 2 0.05 0.101453 0.1753 0.220247 0.371699 135176 112897 24865.2 182989 0.829 0.722 132118 117585 132118 117585 1 0.89 0.0481 112061 5390.11 417 1.0757 
1976 3 16 3 0.05 0.00826189 0.0552 0.226685 0.284946 20768.8 18071.9 4096.62 18672.2 2.64631 2.449 45728.2 40698.1 45728.2 40698.1 1 0.89 0.195 54960.7 10717.3 590 2.67841 
1976 3 16 4 0.05 0 0.05 0.191619 0.241619 8593.58 7634.19 1462.86 6707.14 4.95864 4.577 30698.6 28856.7 30698.6 28856.7 1 0.94 0.556 42612.5 23692.5 772 4.38756 
1976 3 16 5 0.05 0 0.05 0.172115 0.222115 2623.92 2352.94 404.975 1732.04 6.89386 6.494 11247.9 10798 11247.9 10798 1 0.96 0.7787 18088.9 14085.8 871 5.6845 
1976 3 16 6 0.05 0 0.05 0.172129 0.222129 4280.79 3838.68 660.749 3055.51 8.75302 8.62 26338.5 25285 26338.5 25285 1 0.96 1 37469.9 37469.9 951 6.85791 
1976 3 16 7 0.05 0 0.05 0.185024 0.235024 1322.7 1178.76 218.099 919.78 10.8048 10.132 9319.21 8946.44 9319.21 8946.44 1 0.96 1 14291.5 14291.5 969 8.09233 
1976 3 16 8 0.05 0 0.05 0.173959 0.223959 268.61 240.656 41.8644 130.36 11.5389 11.34 1478.28 1419.15 1478.28 1419.15 1 0.96 1 3099.48 3099.48 1004 8.52143 
1976 3 16 9 0.05 0 0.05 0.193796 0.243796 115.737 102.709 19.9046 66.51 13.0666 12.888 857.181 822.894 857.181 822.894 1 0.96 1 1512.29 1512.29 1092 9.39619 
1976 3 16 10 0.05 0 0.05 0.193796 0.243796 215.883 191.582 37.1279 105.09 14.4697 14.3905 1512.3 1451.81 1512.3 1451.81 1 0.96 1 3123.77 3123.77 1134 10.1804 
1976 4 16 0 0.05 0.564739 0.675 0 0.614739 2.89217e+06 2.16048e+06 0 0 0.0225 0 0 0 0 0 1 0.93 0 65073.7 0 136 0.0704303 
1976 4 16 1 0.05 0.160455 0.2987 0.0970554 0.307511 238008 204893 19885.9 0 0.377 0.198 0 0 0 0 1 0.93 0.008 89729 717.832 302 0.645486 
1976 4 16 2 0.05 0.112691 0.1753 0.220247 0.382938 93211.9 77440.5 17056 0 1.12 0.722 0 0 0 0 1 0.89 0.0481 104397 5021.51 444 1.51895 
1976 4 16 3 0.05 0.00193896 0.0552 0.226685 0.278623 15619.3 13632.1 3090.18 0 3.07576 2.449 0 0 0 0 1 0.89 0.195 48041 9368 603 3.36022 
1976 4 16 4 0.05 0 0.05 0.191619 0.241619 6749.01 5995.55 1148.86 0 5.45667 4.577 0 0 0 0 1 0.94 0.556 36827.2 20475.9 759 5.27291 
1976 4 16 5 0.05 0 0.05 0.172115 0.222115 2101.29 1884.29 324.314 0 7.62273 6.494 0 0 0 0 1 0.96 0.7787 16017.6 12472.9 870 6.85735 
1976 4 16 6 0.05 0 0.05 0.172129 0.222129 3428.11 3074.06 529.136 0 9.0973 8.62 0 0 0 0 1 0.96 1 31186.5 31186.5 948 7.87987 
1976 4 16 7 0.05 0 0.05 0.185024 0.235024 1045.66 931.873 172.419 0 10.9048 10.132 0 0 0 0 1 0.96 1 11402.8 11402.8 991 9.08612 
1976 4 16 8 0.05 0 0.05 0.173959 0.223959 214.713 192.368 33.4642 0 11.8374 11.34 0 0 0 0 1 0.96 1 2541.63 2541.63 1027 9.6914 
1976 4 16 9 0.05 0 0.05 0.193796 0.243796 90.6969 80.4874 15.5982 0 13.2708 12.888 0 0 0 0 1 0.96 1 1203.62 1203.62 1001 10.6024 
1976 4 16 10 0.05 0 0.05 0.193796 0.243796 169.176 150.133 29.0952 0 14.7866 14.3905 0 0 0 0 1 0.96 1 2501.54 2501.54 1171 11.543 
1977 1 16 1 0.05 0.25554 0.3011 0.0941979 0.399738 1.56403e+06 1.28923e+06 121443 0 0.0519 0.294 0 0 0 0 1 0.92 0.0084 81173.2 681.855 153 0.0880281 
1977 1 16 2 0.05 0.127938 0.1743 0.213762 0.3917 175001 144796 30952 0 0.576 0.673 0 0 0 0 1 0.89 0.048 100801 4838.44 329 0.583633 
1977 1 16 3 0.05 0.0278012 0.0559 0.220011 0.297812 63557 54966.5 12093.2 0 1.52288 2.128 0 0 0 0 1 0.88 0.1891 96789.9 18303 496 1.25315 
1977 1 16 4 0.05 0.000664507 0.05 0.185977 0.236642 11821 10526.5 1957.68 0 3.59546 4.606 0 0 0 0 1 0.94 0.5264 42502.1 22373.1 702 2.46167 
1977 1 16 5 0.05 0 0.05 0.167047 0.217047 5300.37 4764.61 795.915 0 5.70402 6.714 0 0 0 0 1 0.96 0.7477 30233.4 22605.5 830 3.53799 
1977 1 16 6 0.05 0 0.05 0.167061 0.217061 1682.77 1512.66 252.707 0 8.29111 8.828 0 0 0 0 1 0.96 1 13952 13952 937 4.747 
1977 1 16 7 0.05 0 0.05 0.179576 0.229576 2745.27 2452.94 440.49 0 8.94979 10.071 0 0 0 0 1 0.96 1 24569.6 24569.6 989 5.04095 
1977 1 16 8 0.05 0 0.05 0.168838 0.218838 826.652 742.453 125.354 0 10.5673 11.052 0 0 0 0 1 0.96 1 8735.45 8735.45 1031 5.74406 
1977 1 16 9 0.05 0 0.05 0.188091 0.238091 171.63 152.728 28.7266 0 11.426 11.824 0 0 0 0 1 0.96 1 1961.04 1961.04 1041 6.10782 
1977 1 16 10 0.05 0 0.05 0.188091 0.238091 203.649 181.22 34.0858 0 13.7667 14.1032 0 0 0 0 1 0.96 1 2803.58 2803.58 1159 7.07131 
1977 2 16 1 0.05 0.208467 0.3011 0.0941979 0.352665 1.04868e+06 883709 83243.5 0 0.116 0.294 0 0 0 0 1 0.92 0.0084 121646 1021.83 194 0.222973 
1977 2 16 2 0.05 0.122865 0.1743 0.213762 0.386627 118285 98101.2 20970.3 0 0.682 0.673 0 0 0 0 1 0.89 0.048 80670.1 3872.16 357 0.897232 
1977 2 16 3 0.05 0.0172145 0.0559 0.220011 0.287225 47187.4 41015.4 9023.83 0 2.01706 2.128 0 0 0 0 1 0.88 0.1891 95179.8 17998.5 552 2.10395 
1977 2 16 4 0.05 0 0.05 0.185977 0.235977 9330.04 8310.91 1545.64 0 4.34724 4.606 0 0 0 0 1 0.94 0.5264 40559.9 21350.7 709 3.84721 
1977 2 16 5 0.05 0 0.05 0.167047 0.217047 4266.23 3835 640.626 0 6.1436 6.714 0 0 0 0 1 0.96 0.7477 26210 19597.2 839 5.04897 
1977 2 16 6 0.05 0 0.05 0.167061 0.217061 1354.43 1217.51 203.399 0 8.73985 8.828 0 0 0 0 1 0.96 1 11837.5 11837.5 935 6.66066 
1977 2 16 7 0.05 0 0.05 0.179576 0.229576 2182.13 1949.77 350.132 0 9.75527 10.071 0 0 0 0 1 0.96 1 21287.3 21287.3 993 7.26164 
1977 2 16 8 0.05 0 0.05 0.168838 0.218838 664.175 596.526 100.716 0 10.8581 11.052 0 0 0 0 1 0.96 1 7211.69 7211.69 1050 7.89938 
1977 2 16 9 0.05 0 0.05 0.188091 0.238091 135.267 120.37 22.6404 0 11.7069 11.824 0 0 0 0 1 0.96 1 1583.56 1583.56 1091 8.38079 
1977 2 16 10 0.05 0 0.05 0.188091 0.238091 160.502 142.825 26.8641 0 13.9738 14.1032 0 0 0 0 1 0.96 1 2242.82 2242.82 1156 9.63166 
1977 3 16 0 0.05 0.769126 0.675 0 0.819126 4.35142e+06 2.97053e+06 0 0 0.00598 0 0 0 0 0 1 0.92 0 26021.5 0 84 0.0222998 
1977 3 16 1 0.05 0.141501 0.3011 0.0941979 0.285699 737022 641089 60389.2 547729 0.23 0.294 161032 148150 161032 148150 1 0.92 0.0084 169515 1423.93 251 0.392693 
1977 3 16 2 0.05 0.102488 0.1743 0.213762 0.36625 80355.9 67284.1 14382.8 98934.9 0.829 0.673 66583.2 59259 66583.2 59259 1 0.89 0.048 66615.1 3197.52 417 1.0757 
