Year Quarter Species.n Age M1 M2 M F Z N N.bar C.hat C.obs west weca Yield CWsum prop.landed prop.in propmat BIO SSB Lsea ration
1974 4 16 8 0.05 0 0.05 0.151791 0.201791 511.073 462.809 70.2501 0 11.2643 10.791 0 0 1 0.96 1 5756.88 5756.88 1027 9.32069 
1974 4 16 9 0.05 0 0.05 0.166311 0.216311 299.777 269.571 44.8327 0 12.5366 12.175 0 0 1 0.96 1 3758.19 3758.19 1001 10.1386 
1974 4 16 10 0.05 0 0.05 0.166311 0.216311 253.425 227.889 37.9005 0 13.7068 13.3397 0 0 1 0.96 1 3473.64 3473.64 1171 10.8752 
1975 1 16 1 0.05 0.299919 0.2783 0.0801554 0.430074 1.21619e+06 988452 79229.7 0 0.0519 0.304 0 0 1 0.93 0.0094 63120.5 593.333 153 0.0880281 
1975 1 16 2 0.05 0.161445 0.1595 0.202601 0.414046 172384 141152 28597.5 0 0.576 0.76 0 0 1 0.91 0.0539 99293.3 5351.91 329 0.583633 
1975 1 16 3 0.05 0.00765088 0.0539 0.208037 0.265688 39869.5 35012.6 7283.91 0 1.68032 2.348 0 0 1 0.88 0.2232 66993.6 14953 496 1.35389 
1975 1 16 4 0.05 0 0.0499 0.174873 0.224873 10080.9 9027.82 1578.72 0 3.29883 4.226 0 0 1 0.93 0.5922 33255.1 19693.7 702 2.3006 
1975 1 16 5 0.05 0 0.05 0.15813 0.20813 14852 13408.3 2120.26 0 5.44065 6.404 0 0 1 0.96 0.8185 80804.7 66138.7 830 3.40895 
1975 1 16 6 0.05 0 0.05 0.159398 0.209398 4715.1 4254.16 678.104 0 8.16244 8.691 0 0 1 0.96 1 38486.7 38486.7 937 4.689 
1975 1 16 7 0.05 0 0.05 0.166298 0.216298 990.977 891.131 148.193 0 8.98178 10.107 0 0 1 0.96 1 8900.74 8900.74 989 5.05511 
1975 1 16 8 0.05 0 0.05 0.158769 0.208769 429.701 387.812 61.5725 0 10.4315 10.91 0 0 1 0.96 1 4482.42 4482.42 1031 5.68597 
1975 1 16 9 0.05 0 0.05 0.173957 0.223957 417.683 374.216 65.0974 0 11.9236 12.339 0 0 1 0.96 1 4980.29 4980.29 1041 6.31595 
1975 1 16 10 0.05 0 0.05 0.173957 0.223957 445.595 399.223 69.4477 0 13.2346 13.558 0 0 1 0.96 1 5897.26 5897.26 1159 6.85556 
1975 2 16 1 0.05 0.213548 0.2783 0.0801554 0.343703 791087 669461 53660.9 0 0.116 0.304 0 0 1 0.93 0.0094 91766.1 862.601 194 0.222973 
1975 2 16 2 0.05 0.159037 0.1595 0.202601 0.411638 113941 93401.8 18923.3 0 0.682 0.76 0 0 1 0.91 0.0539 77707.6 4188.44 357 0.897232 
1975 2 16 3 0.05 0.00418094 0.0539 0.208037 0.262218 30567.1 26887.9 5593.69 0 2.22559 2.348 0 0 1 0.88 0.2232 68029.8 15184.3 552 2.27309 
1975 2 16 4 0.05 0 0.0499 0.174873 0.224873 8050.77 7209.78 1260.8 0 3.98858 4.226 0 0 1 0.93 0.5922 32111.2 19016.2 709 3.59547 
1975 2 16 5 0.05 0 0.05 0.15813 0.20813 12061.4 10888.9 1721.86 0 5.85994 6.404 0 0 1 0.96 0.8185 70678.7 57850.5 839 4.86483 
1975 2 16 6 0.05 0 0.05 0.159398 0.209398 3824.29 3450.43 549.991 0 8.60422 8.691 0 0 1 0.96 1 32905 32905 935 6.57928 
1975 2 16 7 0.05 0 0.05 0.166298 0.216298 798.227 717.802 119.369 0 9.79014 10.107 0 0 1 0.96 1 7814.76 7814.76 993 7.28203 
1975 2 16 8 0.05 0 0.05 0.158769 0.208769 348.738 314.741 49.9711 0 10.7186 10.91 0 0 1 0.96 1 3737.98 3737.98 1050 7.8195 
1975 2 16 9 0.05 0 0.05 0.173957 0.223957 333.874 299.129 52.0356 0 12.2168 12.339 0 0 1 0.96 1 4078.89 4078.89 1091 8.66637 
1975 2 16 10 0.05 0 0.05 0.173957 0.223957 356.186 319.119 55.513 0 13.4336 13.558 0 0 1 0.96 1 4784.86 4784.86 1156 9.33779 
1975 3 16 0 0.05 1.2141 0.675 0 1.2641 5.06507e+06 2.87495e+06 0 0 0.00598 0 0 0 1 0.93 0 30289.1 0 84 0.0222998 
1975 3 16 1 0.05 0.155796 0.2783 0.0801554 0.285951 560991 487911 39108.7 169862 0.23 0.304 51638 51638 1 0.93 0.0094 129028 1212.86 251 0.392693 
1975 3 16 2 0.05 0.116951 0.1595 0.202601 0.369552 75493.1 63114.4 12787.1 63121 0.829 0.76 47972 47972 1 0.91 0.0539 62583.7 3373.26 417 1.0757 
1975 3 16 3 0.05 0.00341094 0.0539 0.208037 0.261448 23516.6 20693.7 4305.05 18848.8 2.53717 2.348 44257 44257 1 0.88 0.2232 59665.7 13317.4 590 2.59121 
1975 3 16 4 0.05 0 0.0499 0.174873 0.224873 6429.49 5757.85 1006.89 4639.87 4.57838 4.226 19608.1 19608.1 1 0.93 0.5922 29436.6 17432.4 772 4.12087 
1975 3 16 5 0.05 0 0.05 0.15813 0.20813 9795.04 8842.9 1398.33 7525.18 6.79832 6.404 48191.3 48191.3 1 0.96 0.8185 66589.8 54503.8 871 5.62249 
1975 3 16 6 0.05 0 0.05 0.159398 0.209398 3101.77 2798.55 446.083 2056.87 8.82511 8.691 17876.3 17876.3 1 0.96 1 27373.5 27373.5 951 6.90226 
1975 3 16 7 0.05 0 0.05 0.166298 0.216298 642.968 578.186 96.1511 447.14 10.7781 10.107 4519.24 4519.24 1 0.96 1 6930 6930 969 8.07664 
1975 3 16 8 0.05 0 0.05 0.158769 0.208769 283.029 255.439 40.5557 194.64 11.1014 10.91 2123.52 2123.52 1 0.96 1 3142.02 3142.02 1004 8.26642 
1975 3 16 9 0.05 0 0.05 0.173957 0.223957 266.882 239.109 41.5946 227.52 12.51 12.339 2807.37 2807.37 1 0.96 1 3338.71 3338.71 1092 9.08015 
1975 3 16 10 0.05 0 0.05 0.173957 0.223957 284.717 255.088 44.3743 157.82 13.6326 13.558 2139.72 2139.72 1 0.96 1 3881.44 3881.44 1134 9.7146 
1975 4 16 0 0.05 0.511232 0.675 0 0.561232 1.43085e+06 1.09499e+06 0 0 0.0225 0 0 0 1 0.93 0 32194.1 0 136 0.0704303 
1975 4 16 1 0.05 0.209843 0.2783 0.0801554 0.339999 421472 357297 28639.3 0 0.377 0.304 0 0 1 0.93 0.0094 158895 1493.61 302 0.645486 
1975 4 16 2 0.05 0.104558 0.1595 0.202601 0.357159 52169 43869.4 8888.01 0 1.12 0.76 0 0 1 0.91 0.0539 58429.3 3149.34 444 1.51895 
1975 4 16 3 0.05 0 0.0539 0.208037 0.258037 18106.3 15958.8 3320.03 0 2.94891 2.348 0 0 1 0.88 0.2232 53393.7 11917.5 603 3.25081 
1975 4 16 4 0.05 0 0.0499 0.174873 0.224873 5134.7 4598.32 804.123 0 5.03821 4.226 0 0 1 0.93 0.5922 25869.7 15320.1 759 4.9524 
1975 4 16 5 0.05 0 0.05 0.15813 0.20813 7954.57 7181.34 1135.58 0 7.51709 6.404 0 0 1 0.96 0.8185 59795.2 48942.3 870 6.78255 
1975 4 16 6 0.05 0 0.05 0.159398 0.209398 2515.76 2269.83 361.805 0 9.17223 8.691 0 0 1 0.96 1 23075.1 23075.1 948 7.93083 
1975 4 16 7 0.05 0 0.05 0.166298 0.216298 517.908 465.726 77.4492 0 10.8779 10.107 0 0 1 0.96 1 5633.77 5633.77 991 9.0685 
1975 4 16 8 0.05 0 0.05 0.158769 0.208769 229.702 207.309 32.9143 0 11.3885 10.91 0 0 1 0.96 1 2615.96 2615.96 1027 9.40138 
1975 4 16 9 0.05 0 0.05 0.173957 0.223957 213.332 191.132 33.2486 0 12.7055 12.339 0 0 1 0.96 1 2710.5 2710.5 1001 10.2458 
1975 4 16 10 0.05 0 0.05 0.173957 0.223957 227.589 203.904 35.4706 0 13.9311 13.558 0 0 1 0.96 1 3170.57 3170.57 1171 11.0148 
1976 1 16 1 0.05 0.383728 0.2818 0.0871914 0.520919 816307 636263 55476.7 0 0.0519 0.198 0 0 1 0.93 0.0085 42366.4 360.114 153 0.0880281 
1976 1 16 2 0.05 0.134393 0.1585 0.220386 0.404778 299992 246703 54369.7 0 0.576 0.722 0 0 1 0.9 0.0553 172795 9555.58 329 0.583633 
1976 1 16 3 0.05 0.00731419 0.0545 0.226298 0.283613 36500.6 31781.1 7192.02 0 1.7526 2.449 0 0 1 0.88 0.2177 63971 13926.5 496 1.39945 
1976 1 16 4 0.05 0 0.0499 0.190223 0.240223 13988.3 12435 2365.42 0 3.57282 4.577 0 0 1 0.93 0.5704 49977.7 28507.3 702 2.44948 
1976 1 16 5 0.05 0 0.05 0.172011 0.222011 4100.67 3677.37 632.546 0 5.51712 6.494 0 0 1 0.96 0.7872 22623.8 17809.5 830 3.44655 
1976 1 16 6 0.05 0 0.05 0.17339 0.22339 6459.91 5789.23 1003.79 0 8.09576 8.62 0 0 1 0.96 1 52297.9 52297.9 937 4.65887 
1976 1 16 7 0.05 0 0.05 0.180895 0.230895 2040.47 1822.03 329.597 0 9.004 10.132 0 0 1 0.96 1 18372.4 18372.4 989 5.06494 
1976 1 16 8 0.05 0 0.05 0.172706 0.222706 417.173 373.984 64.5892 0 10.8426 11.34 0 0 1 0.96 1 4523.25 4523.25 1031 5.86138 
1976 1 16 9 0.05 0 0.05 0.189227 0.239227 186.422 165.8 31.3738 0 12.4541 12.888 0 0 1 0.96 1 2321.73 2321.73 1041 6.53578 
1976 1 16 10 0.05 0 0.05 0.189227 0.239227 352.45 313.462 59.3155 0 14.0473 14.3905 0 0 1 0.96 1 4950.96 4950.96 1159 7.18431 
1976 2 16 1 0.05 0.203476 0.2818 0.0871914 0.340667 484866 410908 35827.6 0 0.116 0.198 0 0 1 0.93 0.0085 56244.4 478.077 194 0.222973 
1976 2 16 2 0.05 0.139664 0.1585 0.220386 0.41005 200132 164177 36182.4 0 0.682 0.722 0 0 1 0.9 0.0553 136490 7547.89 357 0.897232 
1976 2 16 3 0.05 0.00513365 0.0545 0.226298 0.281432 27487.1 23957.9 5421.64 0 2.32133 2.449 0 0 1 0.88 0.2177 63806.5 13890.7 552 2.34959 
1976 2 16 4 0.05 0 0.0499 0.190223 0.240223 11001.1 9779.51 1860.29 0 4.31987 4.577 0 0 1 0.93 0.5704 47523.4 27107.3 709 3.82816 
1976 2 16 5 0.05 0 0.05 0.172011 0.222011 3284.25 2945.23 506.611 0 5.94229 6.494 0 0 1 0.96 0.7872 19516 15363 839 4.91848 
1976 2 16 6 0.05 0 0.05 0.17339 0.22339 5166.66 4630.25 802.837 0 8.53393 8.62 0 0 1 0.96 1 44091.9 44091.9 935 6.537 
1976 2 16 7 0.05 0 0.05 0.180895 0.230895 1619.77 1446.37 261.641 0 9.81436 10.132 0 0 1 0.96 1 15897 15897 993 7.29619 
1976 2 16 8 0.05 0 0.05 0.172706 0.222706 333.884 299.318 51.694 0 11.1411 11.34 0 0 1 0.96 1 3719.82 3719.82 1050 8.06072 
1976 2 16 9 0.05 0 0.05 0.189227 0.239227 146.758 130.524 24.6986 0 12.7604 12.888 0 0 1 0.96 1 1872.69 1872.69 1091 8.96801 
1976 2 16 10 0.05 0 0.05 0.189227 0.239227 277.462 246.769 46.6953 0 14.2585 14.3905 0 0 1 0.96 1 3956.18 3956.18 1156 9.78557 
1976 3 16 0 0.05 1.60065 0.675 0 1.65065 1.72366e+07 8.43816e+06 0 0 0.00598 0 0 0 1 0.93 0 103075 0 84 0.0222998 
1976 3 16 1 0.05 0.164992 0.2818 0.0871914 0.302183 344883 297649 25952.4 232476 0.23 0.198 46030.3 46030.3 1 0.93 0.0085 79323 674.246 251 0.392693 
1976 3 16 2 0.05 0.106943 0.1585 0.220386 0.377329 132811 110630 24381.2 182989 0.829 0.722 132118 132118 1 0.9 0.0553 110100 6088.55 417 1.0757 
1976 3 16 3 0.05 0.00376176 0.0545 0.226298 0.28006 20744.6 18092.9 4094.4 18672.2 2.64631 2.449 45728.2 45728.2 1 0.88 0.2177 54896.6 11951 590 2.67841 
1976 3 16 4 0.05 0 0.0499 0.190223 0.240223 8651.86 7691.11 1463.03 6707.14 4.95864 4.577 30698.6 30698.6 1 0.93 0.5704 42901.5 24471 772 4.38756 
1976 3 16 5 0.05 0 0.05 0.172011 0.222011 2630.38 2358.85 405.748 1732.04 6.89386 6.494 11247.9 11247.9 1 0.96 0.7872 18133.5 14274.7 871 5.6845 
1976 3 16 6 0.05 0 0.05 0.17339 0.22339 4132.31 3703.28 642.112 3055.51 8.75302 8.62 26338.5 26338.5 1 0.96 1 36170.2 36170.2 951 6.85791 
1976 3 16 7 0.05 0 0.05 0.180895 0.230895 1285.81 1148.16 207.697 919.78 10.8048 10.132 9319.21 9319.21 1 0.96 1 13892.9 13892.9 969 8.09233 
1976 3 16 8 0.05 0 0.05 0.172706 0.222706 267.224 239.559 41.3733 130.36 11.5389 11.34 1478.28 1478.28 1 0.96 1 3083.49 3083.49 1004 8.52143 
1976 3 16 9 0.05 0 0.05 0.189227 0.239227 115.533 102.753 19.4436 66.51 13.0666 12.888 857.181 857.181 1 0.96 1 1509.63 1509.63 1092 9.39619 
1976 3 16 10 0.05 0 0.05 0.189227 0.239227 218.428 194.265 36.7602 105.09 14.4697 14.3905 1512.3 1512.3 1 0.96 1 3160.59 3160.59 1134 10.1804 
1976 4 16 0 0.05 0.520646 0.675 0 0.570646 3.30813e+06 2.52084e+06 0 0 0.0225 0 0 0 1 0.93 0 74432.9 0 136 0.0704303 
1976 4 16 1 0.05 0.212535 0.2818 0.0871914 0.349727 254938 215131 18757.6 0 0.377 0.198 0 0 1 0.93 0.0085 96111.7 816.95 302 0.645486 
1976 4 16 2 0.05 0.122517 0.1585 0.220386 0.392903 91067.2 75306.8 16596.6 0 1.12 0.722 0 0 1 0.9 0.0553 101995 5640.34 444 1.51895 
1976 4 16 3 0.05 0 0.0545 0.226298 0.276298 15677.5 13698.1 3099.85 0 3.07576 2.449 0 0 1 0.88 0.2177 48220.1 10497.5 603 3.36022 
1976 4 16 4 0.05 0 0.0499 0.190223 0.240223 6804.27 6048.69 1150.6 0 5.45667 4.577 0 0 1 0.93 0.5704 37128.7 21178.2 759 5.27291 
1976 4 16 5 0.05 0 0.05 0.172011 0.222011 2106.69 1889.22 324.966 0 7.62273 6.494 0 0 1 0.96 0.7872 16058.7 12641.4 870 6.85735 
1976 4 16 6 0.05 0 0.05 0.17339 0.22339 3305.03 2961.9 513.563 0 9.0973 8.62 0 0 1 0.96 1 30066.9 30066.9 948 7.87987 
1976 4 16 7 0.05 0 0.05 0.180895 0.230895 1020.7 911.435 164.874 0 10.9048 10.132 0 0 1 0.96 1 11130.6 11130.6 991 9.08612 
1976 4 16 8 0.05 0 0.05 0.172706 0.222706 213.873 191.731 33.1131 0 11.8374 11.34 0 0 1 0.96 1 2531.69 2531.69 1027 9.6914 
1976 4 16 9 0.05 0 0.05 0.189227 0.239227 90.9521 80.891 15.3067 0 13.2708 12.888 0 0 1 0.96 1 1207.01 1207.01 1001 10.6024 
1976 4 16 10 0.05 0 0.05 0.189227 0.239227 171.954 152.933 28.939 0 14.7866 14.3905 0 0 1 0.96 1 2542.62 2542.62 1171 11.543 
1977 1 16 1 0.05 0.370728 0.2852 0.0856866 0.506414 1.86962e+06 1.46696e+06 125699 0 0.0519 0.294 0 0 1 0.92 0.0074 97033.4 718.047 153 0.0880281 
1977 1 16 2 0.05 0.139691 0.1577 0.216582 0.406274 179701 147677 31984.2 0 0.576 0.673 0 0 1 0.9 0.0563 103508 5827.49 329 0.583633 
1977 1 16 3 0.05 0.0109021 0.0552 0.222393 0.283295 61479 53537.9 11906.4 0 1.52288 2.128 0 0 1 0.88 0.2131 93625.2 19951.5 496 1.25315 
1977 1 16 4 0.05 0 0.0499 0.18694 0.23694 11892.7 10588.8 1979.47 0 3.59546 4.606 0 0 1 0.93 0.5498 42759.7 23509.3 702 2.46167 
1977 1 16 5 0.05 0 0.05 0.169042 0.219042 5351.23 4805.71 812.367 0 5.70402 6.714 0 0 1 0.96 0.7578 30523.6 23130.8 830 3.53799 
1977 1 16 6 0.05 0 0.05 0.170397 0.220397 1687.26 1514.27 258.027 0 8.29111 8.828 0 0 1 0.96 1 13989.3 13989.3 937 4.747 
1977 1 16 7 0.05 0 0.05 0.177773 0.227773 2643.38 2363.94 420.246 0 8.94979 10.071 0 0 1 0.96 1 23657.7 23657.7 989 5.04095 
1977 1 16 8 0.05 0 0.05 0.169725 0.219725 810.257 727.417 123.461 0 10.5673 11.052 0 0 1 0.96 1 8562.2 8562.2 1031 5.74406 
1977 1 16 9 0.05 0 0.05 0.185961 0.235961 171.173 152.477 28.3548 0 11.426 11.824 0 0 1 0.96 1 1955.82 1955.82 1041 6.10782 
1977 1 16 10 0.05 0 0.05 0.185961 0.235961 206.969 184.363 34.2844 0 13.7667 14.1032 0 0 1 0.96 1 2849.3 2849.3 1159 7.07131 
1977 2 16 1 0.05 0.238662 0.2852 0.0856866 0.374349 1.12673e+06 939864 80533.8 0 0.116 0.294 0 0 1 0.92 0.0074 130701 967.187 194 0.222973 
1977 2 16 2 0.05 0.137605 0.1577 0.216582 0.404187 119704 98467.3 21326.3 0 0.682 0.673 0 0 1 0.9 0.0563 81638 4596.22 357 0.897232 
1977 2 16 3 0.05 0.00616736 0.0552 0.222393 0.27856 46312 40421.1 8989.36 0 2.01706 2.128 0 0 1 0.88 0.2131 93414.1 19906.5 552 2.10395 
1977 2 16 4 0.05 0 0.0499 0.18694 0.23694 9383.8 8354.94 1561.88 0 4.34724 4.606 0 0 1 0.93 0.5498 40793.6 22428.3 709 3.84721 
1977 2 16 5 0.05 0 0.05 0.169042 0.219042 4298.58 3860.37 652.565 0 6.1436 6.714 0 0 1 0.96 0.7578 26408.8 20012.6 839 5.04897 
1977 2 16 6 0.05 0 0.05 0.170397 0.220397 1353.52 1214.74 206.989 0 8.73985 8.828 0 0 1 0.96 1 11829.6 11829.6 935 6.66066 
1977 2 16 7 0.05 0 0.05 0.177773 0.227773 2104.93 1882.42 334.644 0 9.75527 10.071 0 0 1 0.96 1 20534.2 20534.2 993 7.26164 
1977 2 16 8 0.05 0 0.05 0.169725 0.219725 650.426 583.926 99.107 0 10.8581 11.052 0 0 1 0.96 1 7062.39 7062.39 1050 7.89938 
1977 2 16 9 0.05 0 0.05 0.185961 0.235961 135.195 120.428 22.395 0 11.7069 11.824 0 0 1 0.96 1 1582.72 1582.72 1091 8.38079 
1977 2 16 10 0.05 0 0.05 0.185961 0.235961 163.467 145.612 27.0782 0 13.9738 14.1032 0 0 1 0.96 1 2284.25 2284.25 1156 9.63166 
1977 3 16 0 0.05 1.12854 0.675 0 1.17854 8.71631e+06 5.11995e+06 0 0 0.00598 0 0 0 1 0.92 0 52123.5 0 84 0.0222998 
1977 3 16 1 0.05 0.184855 0.2852 0.0856866 0.320542 774896 662974 56808 547729 0.23 0.294 161032 161032 1 0.92 0.0074 178226 1318.87 251 0.392693 
1977 3 16 2 0.05 0.108641 0.1577 0.216582 0.375224 79904.6 66625.1 14429.8 98934.9 0.829 0.673 66583.2 66583.2 1 0.9 0.0563 66240.9 3729.36 417 1.0757 
1977 3 16 3 0.05 0.00471626 0.0552 0.222393 0.277109 35052.3 30614.8 6808.51 25989.3 2.29945 2.128 55305.1 55305.1 1 0.88 0.2131 80600.9 17176.1 590 2.3984 
1977 3 16 4 0.05 0 0.0499 0.18694 0.23694 7404.18 6592.37 1232.38 4597.35 4.99006 4.606 21175.4 21175.4 1 0.93 0.5498 36947.3 20313.6 772 4.40939 
1977 3 16 5 0.05 0 0.05 0.169042 0.219042 3453 3100.99 524.197 2285.63 7.12741 6.714 15345.7 15345.7 1 0.96 0.7578 24610.9 18650.2 871 5.83532 
1977 3 16 6 0.05 0 0.05 0.170397 0.220397 1085.79 974.468 166.047 833.05 8.96423 8.828 7354.17 7354.17 1 0.96 1 9733.31 9733.31 951 6.98763 
1977 3 16 7 0.05 0 0.05 0.177773 0.227773 1676.17 1498.98 266.479 1140.15 10.7397 10.071 11482.5 11482.5 1 0.96 1 18001.6 18001.6 969 8.05402 
1977 3 16 8 0.05 0 0.05 0.169725 0.219725 522.122 468.741 79.5571 369.82 11.2459 11.052 4087.25 4087.25 1 0.96 1 5871.73 5871.73 1004 8.35087 
1977 3 16 9 0.05 0 0.05 0.185961 0.235961 106.778 95.1156 17.6878 262.32 11.9879 11.824 3101.67 3101.67 1 0.96 1 1280.05 1280.05 1092 8.78094 
1977 3 16 10 0.05 0 0.05 0.185961 0.235961 129.108 115.006 21.3867 121.56 14.1808 14.1032 1714.38 1714.38 1 0.96 1 1830.85 1830.85 1134 10.0203 
