Year Quarter Species.n Age M1 M2 M F Z N N.bar C.hat C.obs west weca Yield Yield.core CWsum CWsum.core prop.landed prop.in propmat BIO SSB Lsea ration
1974 3 2 8 0.025 0.0220353 0.044 0.0627144 0.10975 3.09592e+06 2.93208e+06 183884 232057 0.09178 0.09178 21298.2 21298.2 21298.2 21298.2 1 1 1 284143 284143 243 0 
1974 4 2 0 0.025 0.219611 0.05 0 0.244611 1.57358e+07 1.3959e+07 0 3406.59 0.010376 0.01 34.0659 34.0659 34.0659 34.0659 1 1 0 163275 0 121 0 
1974 4 2 1 0.025 0.0896628 0.1082 0.0229167 0.137579 1.13039e+07 1.05608e+07 242018 257761 0.03239 0.031 7990.58 7990.58 7990.58 7990.58 1 1 0 366134 0 175 0 
1974 4 2 2 0.025 0.0700759 0.0768 0.0362705 0.131346 1.05888e+07 9.92283e+06 359905 355471 0.04 0.04 14218.8 14218.8 14218.8 14218.8 1 1 0.7 423550 296485 187 0 
1974 4 2 3 0.025 0.054127 0.0628 0.0379253 0.117052 6.04201e+06 5.70179e+06 216242 323913 0.052 0.052 16843.5 16843.5 16843.5 16843.5 1 1 0.9 314184 282766 203 0 
1974 4 2 4 0.025 0.0474624 0.0583 0.0419578 0.11442 6.20055e+06 5.85896e+06 245829 315562 0.059 0.059 18618.2 18618.2 18618.2 18618.2 1 1 1 365832 365832 211 0 
1974 4 2 5 0.025 0.0458093 0.055 0.0512063 0.122016 2.67132e+06 2.51478e+06 128773 249868 0.061 0.061 15242 15242 15242 15242 1 1 1 162951 162951 214 0 
1974 4 2 6 0.025 0.0466235 0.0548 0.0512063 0.12283 1.21373e+06 1.14215e+06 58485.3 96220.7 0.06 0.06 5773.24 5773.24 5773.24 5773.24 1 1 1 72823.9 72823.9 213 0 
1974 4 2 7 0.025 0.0388292 0.0512 0.0512063 0.115035 770168 727521 37253.6 58187.3 0.068 0.068 3956.74 3956.74 3956.74 3956.74 1 1 1 52371.4 52371.4 221 0 
1974 4 2 8 0.025 0.0292768 0.044 0.0512063 0.105483 2.77412e+06 2.63282e+06 134817 177581 0.0877 0.0877 15573.9 15573.9 15573.9 15573.9 1 1 1 243291 243291 240 0 
1975 1 2 1 0.025 0.183878 0.119 0.0029856 0.211864 1.23213e+07 1.11035e+07 33150.8 57979.6 0.013623 0.012 695.756 695.756 695.756 695.756 1 1 0 167853 0 133 0 
1975 1 2 2 0.025 0.0920523 0.085 0.0158295 0.132882 9.85098e+06 9.22452e+06 146019 280180 0.03 0.03 8405.39 8405.39 8405.39 8405.39 1 1 0.7 295529 206870 170 0 
1975 1 2 3 0.025 0.0545146 0.0695 0.0204086 0.0999233 9.28542e+06 8.83658e+06 180343 217448 0.048 0.048 10437.5 10437.5 10437.5 10437.5 1 1 0.9 445700 401130 198 0 
1975 1 2 4 0.025 0.0431367 0.0643 0.0225786 0.0907154 5.3746e+06 5.13803e+06 116010 147575 0.06 0.06 8854.48 8854.48 8854.48 8854.48 1 1 1 322476 322476 213 0 
1975 1 2 5 0.025 0.0395268 0.0608 0.0275555 0.0920823 5.53016e+06 5.28319e+06 145581 143916 0.065 0.065 9354.54 9354.54 9354.54 9354.54 1 1 1 359461 359461 218 0 
1975 1 2 6 0.025 0.0388653 0.061 0.0275555 0.0914208 2.36448e+06 2.25962e+06 62264.8 30532.9 0.066 0.066 2015.17 2015.17 2015.17 2015.17 1 1 1 156056 156056 219 0 
1975 1 2 7 0.025 0.0327235 0.0573 0.0275555 0.085279 1.07344e+06 1.02895e+06 28353.1 22651.8 0.072 0.072 1630.93 1630.93 1630.93 1630.93 1 1 1 77287.8 77287.8 225 0 
1975 1 2 8 0.025 0.0222046 0.0488 0.0275555 0.0747601 3.18288e+06 3.06682e+06 84507.6 82430.4 0.10117 0.10117 8339.48 8339.48 8339.48 8339.48 1 1 1 322012 322012 251 0 
1975 2 2 1 0.025 0.052982 0.119 0.00635362 0.0843356 9.96883e+06 9.56004e+06 60740.8 80883.7 0.02 0.008 647.069 647.069 647.069 647.069 1 1 0 199377 0 150 0 
1975 2 2 2 0.025 0.032338 0.085 0.0574959 0.114834 8.62521e+06 8.1484e+06 468499 685209 0.035 0.035 23982.3 23982.3 23982.3 23982.3 1 1 0.7 301882 211318 179 0 
1975 2 2 3 0.025 0.0228345 0.0695 0.090778 0.138613 8.40244e+06 7.8461e+06 712254 646759 0.047 0.047 30397.7 30397.7 30397.7 30397.7 1 1 0.9 394915 355423 197 0 
1975 2 2 4 0.025 0.0198633 0.0643 0.10043 0.145293 4.9085e+06 4.56857e+06 458823 422021 0.054 0.054 22789.2 22789.2 22789.2 22789.2 1 1 1 265059 265059 206 0 
1975 2 2 5 0.025 0.0181222 0.0608 0.122567 0.16569 5.04367e+06 4.64798e+06 569691 407849 0.059 0.059 24063.1 24063.1 24063.1 24063.1 1 1 1 297577 297577 211 0 
1975 2 2 6 0.025 0.0210503 0.061 0.122567 0.168618 2.1579e+06 1.98578e+06 243392 111911 0.051 0.051 5707.48 5707.48 5707.48 5707.48 1 1 1 110053 110053 202 0 
1975 2 2 7 0.025 0.0187862 0.0573 0.122567 0.166354 985695 908071 111300 66896.3 0.057 0.057 3813.09 3813.09 3813.09 3813.09 1 1 1 56184.6 56184.6 209 0 
1975 2 2 8 0.025 0.0127222 0.0488 0.122567 0.16029 2.95361e+06 2.72905e+06 334492 225174 0.07694 0.07694 17324.9 17324.9 17324.9 17324.9 1 1 1 227251 227251 230 0 
1975 3 2 0 0.025 0.169156 0.05 0 0.194156 3.36213e+07 3.05588e+07 0 3344.61 0.009874 0.011 36.7907 36.7907 36.7907 36.7907 1 1 0 331976 0 120 0 
1975 3 2 1 0.025 0.0677133 0.119 0.0102598 0.102973 9.16258e+06 8.70661e+06 89327.8 123823 0.035 0.041 5076.73 5076.73 5076.73 5076.73 1 1 0 320690 0 179 0 
1975 3 2 2 0.025 0.0523346 0.085 0.0249466 0.102281 7.68949e+06 7.30932e+06 182343 181523 0.045 0.045 8168.52 8168.52 8168.52 8168.52 1 1 0.7 346027 242219 194 0 
1975 3 2 3 0.025 0.0483555 0.0695 0.0453422 0.118698 7.31488e+06 6.89743e+06 312744 183685 0.049 0.049 9000.56 9000.56 9000.56 9000.56 1 1 0.9 358429 322586 199 0 
1975 3 2 4 0.025 0.0457021 0.0643 0.0501633 0.120865 4.24472e+06 3.99823e+06 200564 136452 0.052 0.052 7095.48 7095.48 7095.48 7095.48 1 1 1 220725 220725 203 0 
1975 3 2 5 0.025 0.0378215 0.0608 0.0612205 0.124042 4.27355e+06 4.01913e+06 246053 423418 0.063 0.063 26675.3 26675.3 26675.3 26675.3 1 1 1 269234 269234 216 0 
1975 3 2 6 0.025 0.0339536 0.061 0.0612205 0.120174 1.82306e+06 1.71778e+06 105163 136981 0.068 0.068 9314.74 9314.74 9314.74 9314.74 1 1 1 123968 123968 221 0 
1975 3 2 7 0.025 0.0339536 0.0573 0.0612205 0.120174 834634 786433 48145.8 47597.3 0.068 0.068 3236.61 3236.61 3236.61 3236.61 1 1 1 56755.1 56755.1 221 0 
1975 3 2 8 0.025 0.0247132 0.0488 0.0612205 0.110934 2.51617e+06 2.38163e+06 145804 253223 0.09169 0.09169 23218 23218 23218 23218 1 1 1 230708 230708 243 0 
1975 4 2 0 0.025 0.175989 0.05 0 0.200989 2.76881e+07 2.5083e+07 0 73773.3 0.010312 0.01 737.733 737.733 737.733 737.733 1 1 0 285520 0 121 0 
1975 4 2 1 0.025 0.0817638 0.119 0.0223708 0.129135 8.26603e+06 7.75457e+06 173476 468469 0.031375 0.031 14522.5 14522.5 14522.5 14522.5 1 1 0 259347 0 173 0 
1975 4 2 2 0.025 0.0644188 0.085 0.0354065 0.124825 6.94189e+06 6.5261e+06 231066 269607 0.04 0.04 10784.3 10784.3 10784.3 10784.3 1 1 0.7 277676 194373 187 0 
1975 4 2 3 0.025 0.0508483 0.0695 0.0370219 0.11287 6.49617e+06 6.14297e+06 227424 229112 0.052 0.052 11913.8 11913.8 11913.8 11913.8 1 1 0.9 337801 304021 203 0 
1975 4 2 4 0.025 0.0450528 0.0643 0.0409584 0.111011 3.76147e+06 3.5602e+06 145820 149047 0.059 0.059 8793.8 8793.8 8793.8 8793.8 1 1 1 221927 221927 211 0 
1975 4 2 5 0.025 0.0436027 0.0608 0.0499865 0.118589 3.77501e+06 3.55977e+06 177940 251518 0.061 0.061 15342.6 15342.6 15342.6 15342.6 1 1 1 230276 230276 214 0 
1975 4 2 6 0.025 0.0443176 0.061 0.0499865 0.119304 1.61663e+06 1.52392e+06 76175.4 74425.7 0.06 0.06 4465.54 4465.54 4465.54 4465.54 1 1 1 96997.9 96997.9 213 0 
1975 4 2 7 0.025 0.0379946 0.0573 0.0499865 0.112981 740125 699846 34982.9 39071.4 0.068 0.068 2656.86 2656.86 2656.86 2656.86 1 1 1 50328.5 50328.5 221 0 
1975 4 2 8 0.025 0.0296163 0.0488 0.0499865 0.104603 2.25197e+06 2.13819e+06 106881 126718 0.0865 0.0865 10961.1 10961.1 10961.1 10961.1 1 1 1 194795 194795 239 0 
1976 1 2 1 0.025 0.139366 0.103 0.0040302 0.168396 2.26467e+07 2.08426e+07 83999.7 87193.1 0.013511 0.012 1046.32 1046.32 1046.32 1046.32 1 1 0 305979 0 132 0 
1976 1 2 2 0.025 0.0745992 0.0757 0.0213679 0.120967 7.26465e+06 6.84245e+06 146209 51845.4 0.03 0.03 1555.36 1555.36 1555.36 1555.36 1 1 0.7 217939 152558 170 0 
1976 1 2 3 0.025 0.0471819 0.0645 0.0275492 0.0997311 6.12726e+06 5.83163e+06 160657 146550 0.048 0.048 7034.42 7034.42 7034.42 7034.42 1 1 0.9 294109 264698 198 0 
1976 1 2 4 0.025 0.0381102 0.06 0.0304784 0.0935886 5.80281e+06 5.53955e+06 168837 209488 0.06 0.06 12569.3 12569.3 12569.3 12569.3 1 1 1 348169 348169 213 0 
1976 1 2 5 0.025 0.0351792 0.0573 0.0371965 0.0973757 3.36625e+06 3.20754e+06 119310 114854 0.065 0.065 7465.51 7465.51 7465.51 7465.51 1 1 1 218806 218806 218 0 
1976 1 2 6 0.025 0.0346391 0.057 0.0371965 0.0968357 3.35286e+06 3.19564e+06 118867 113602 0.066 0.066 7497.7 7497.7 7497.7 7497.7 1 1 1 221289 221289 219 0 
1976 1 2 7 0.025 0.0302379 0.054 0.0371965 0.0924345 1.43482e+06 1.37051e+06 50978.1 64190.9 0.072 0.072 4621.74 4621.74 4621.74 4621.74 1 1 1 103307 103307 225 0 
1976 1 2 8 0.025 0.0213613 0.0468 0.0371965 0.0835579 2.68936e+06 2.58007e+06 95969.6 119412 0.09997 0.09997 11937.6 11937.6 11937.6 11937.6 1 1 1 268856 268856 250 0 
1976 2 2 1 0.025 0.0348841 0.103 0.00857662 0.0684607 1.91369e+07 1.84965e+07 158638 117149 0.02 0.008 937.191 937.191 937.191 937.191 1 1 0 382738 0 150 0 
1976 2 2 2 0.025 0.0210773 0.0757 0.0776124 0.12369 6.43694e+06 6.05476e+06 469925 346404 0.035 0.035 12124.1 12124.1 12124.1 12124.1 1 1 0.7 225293 157705 179 0 
1976 2 2 3 0.025 0.0164086 0.0645 0.122539 0.163948 5.54567e+06 5.11493e+06 626780 487038 0.047 0.047 22890.8 22890.8 22890.8 22890.8 1 1 0.9 260646 234582 197 0 
1976 2 2 4 0.025 0.0144623 0.06 0.135569 0.175031 5.28437e+06 4.84775e+06 657203 536596 0.054 0.054 28976.2 28976.2 28976.2 28976.2 1 1 1 285356 285356 206 0 
1976 2 2 5 0.025 0.0133059 0.0573 0.165451 0.203757 3.05391e+06 2.76288e+06 457121 384737 0.059 0.059 22699.5 22699.5 22699.5 22699.5 1 1 1 180181 180181 211 0 
1976 2 2 6 0.025 0.0152438 0.057 0.165451 0.205695 3.04341e+06 2.7508e+06 455123 460091 0.051 0.051 23464.6 23464.6 23464.6 23464.6 1 1 1 155214 155214 202 0 
1976 2 2 7 0.025 0.0137484 0.054 0.165451 0.204199 1.30814e+06 1.18322e+06 195766 183352 0.057 0.057 10451 10451 10451 10451 1 1 1 74564 74564 209 0 
1976 2 2 8 0.025 0.00971198 0.0468 0.165451 0.200163 2.47378e+06 2.24192e+06 370928 414316 0.07768 0.07768 32184 32184 32184 32184 1 1 1 192163 192163 231 0 
1976 3 2 0 0.025 0.161391 0.05 0 0.186391 2.44857e+07 2.23392e+07 0 464.713 0.009538 0.011 5.11184 5.11184 5.11184 5.11184 1 1 0 233545 0 118 0 
1976 3 2 1 0.025 0.0629806 0.103 0.0138494 0.10183 1.78706e+07 1.69908e+07 235313 180030 0.035 0.041 7381.25 7381.25 7381.25 7381.25 1 1 0 625471 0 179 0 
1976 3 2 2 0.025 0.0484128 0.0757 0.0336749 0.107088 5.68802e+06 5.39405e+06 181644 189977 0.045 0.045 8548.95 8548.95 8548.95 8548.95 1 1 0.7 255961 179173 194 0 
1976 3 2 3 0.025 0.0448951 0.0645 0.0612065 0.131102 4.70709e+06 4.41159e+06 270018 334165 0.049 0.049 16374.1 16374.1 16374.1 16374.1 1 1 0.9 230647 207583 199 0 
1976 3 2 4 0.025 0.042541 0.06 0.0677144 0.135255 4.43587e+06 4.14896e+06 280944 310300 0.052 0.052 16135.6 16135.6 16135.6 16135.6 1 1 1 230665 230665 203 0 
1976 3 2 5 0.025 0.0355053 0.0573 0.0826402 0.143146 2.49095e+06 2.32088e+06 191798 258221 0.063 0.063 16267.9 16267.9 16267.9 16267.9 1 1 1 156930 156930 216 0 
1976 3 2 6 0.025 0.0319547 0.057 0.0826402 0.139595 2.47758e+06 2.31243e+06 191099 255841 0.068 0.068 17397.2 17397.2 17397.2 17397.2 1 1 1 168476 168476 221 0 
1976 3 2 7 0.025 0.0319547 0.054 0.0826402 0.139595 1.06653e+06 995432 82262.7 127977 0.068 0.068 8702.41 8702.41 8702.41 8702.41 1 1 1 72523.8 72523.8 221 0 
1976 3 2 8 0.025 0.0228941 0.0468 0.0826402 0.130534 2.02503e+06 1.89843e+06 156886 219385 0.09432 0.09432 20692.4 20692.4 20692.4 20692.4 1 1 1 191001 191001 246 0 
1976 4 2 0 0.025 0.176036 0.05 0 0.201036 2.03219e+07 1.84095e+07 0 8253.45 0.010242 0.01 82.5345 82.5345 82.5345 82.5345 1 1 0 208137 0 121 0 
1976 4 2 1 0.025 0.082393 0.103 0.0301979 0.137591 1.61404e+07 1.50793e+07 455361 390692 0.030386 0.031 12111.5 12111.5 12111.5 12111.5 1 1 0 490443 0 171 0 
1976 4 2 2 0.025 0.062539 0.0757 0.0477944 0.135333 5.11039e+06 4.77967e+06 228442 264061 0.04 0.04 10562.4 10562.4 10562.4 10562.4 1 1 0.7 204416 143091 187 0 
1976 4 2 3 0.025 0.0497511 0.0645 0.0499751 0.124726 4.12872e+06 3.88162e+06 193984 302628 0.052 0.052 15736.7 15736.7 15736.7 15736.7 1 1 0.9 214694 193224 203 0 
1976 4 2 4 0.025 0.0442591 0.06 0.0552888 0.124548 3.8747e+06 3.64312e+06 201424 185194 0.059 0.059 10926.4 10926.4 10926.4 10926.4 1 1 1 228607 228607 211 0 
1976 4 2 5 0.025 0.0428814 0.0573 0.0674757 0.135357 2.15873e+06 2.01901e+06 136234 128604 0.061 0.061 7844.83 7844.83 7844.83 7844.83 1 1 1 131683 131683 214 0 
1976 4 2 6 0.025 0.0435607 0.057 0.0674757 0.136036 2.15478e+06 2.01464e+06 135939 127333 0.06 0.06 7639.97 7639.97 7639.97 7639.97 1 1 1 129287 129287 213 0 
1976 4 2 7 0.025 0.0372589 0.054 0.0674757 0.129735 927569 869920 58698.5 49055.8 0.068 0.068 3335.79 3335.79 3335.79 3335.79 1 1 1 63074.7 63074.7 221 0 
1976 4 2 8 0.025 0.0282246 0.0468 0.0674757 0.1207 1.77722e+06 1.67415e+06 112964 85297.7 0.08976 0.08976 7656.32 7656.32 7656.32 7656.32 1 1 1 159523 159523 242 0 
1977 1 2 1 0.025 0.153286 0.1163 0.0028545 0.18114 1.66209e+07 1.52025e+07 43395.5 27855.5 0.013386 0.012 334.266 334.266 334.266 334.266 1 1 0 222488 0 132 0 
1977 1 2 2 0.025 0.0759677 0.08 0.0151344 0.116102 1.40657e+07 1.32798e+07 200982 183310 0.03 0.03 5499.29 5499.29 5499.29 5499.29 1 1 0.7 421970 295379 170 0 
1977 1 2 3 0.025 0.0467329 0.0675 0.0195125 0.0912454 4.46354e+06 4.26595e+06 83239.3 134771 0.048 0.048 6468.99 6468.99 6468.99 6468.99 1 1 0.9 214250 192825 198 0 
1977 1 2 4 0.025 0.0378524 0.0628 0.0215872 0.0844395 3.64458e+06 3.49495e+06 75446.1 91809.7 0.06 0.06 5508.58 5508.58 5508.58 5508.58 1 1 1 218675 218675 213 0 
1977 1 2 5 0.025 0.0349839 0.0595 0.0263455 0.0863294 3.42095e+06 3.27745e+06 86346 104549 0.065 0.065 6795.67 6795.67 6795.67 6795.67 1 1 1 222362 222362 218 0 
1977 1 2 6 0.025 0.0344554 0.0592 0.0263455 0.0858008 1.88544e+06 1.80682e+06 47601.6 35866.2 0.066 0.066 2367.17 2367.17 2367.17 2367.17 1 1 1 124439 124439 219 0 
1977 1 2 7 0.025 0.029613 0.0555 0.0263455 0.0809585 1.88072e+06 1.8066e+06 47595.7 34069.4 0.072 0.072 2453 2453 2453 2453 1 1 1 135412 135412 225 0 
1977 1 2 8 0.025 0.0209537 0.0478 0.0263455 0.0722992 2.38986e+06 2.30551e+06 60739.8 49075.9 0.10081 0.10081 4947.34 4947.34 4947.34 4947.34 1 1 1 240922 240922 251 0 
1977 2 2 1 0.025 0.040835 0.1163 0.00607463 0.0719097 1.38672e+07 1.33803e+07 81280.3 42520.2 0.02 0.008 340.162 340.162 340.162 340.162 1 1 0 277343 0 150 0 
1977 2 2 2 0.025 0.0224115 0.08 0.0549712 0.102383 1.25238e+07 1.19041e+07 654380 474425 0.035 0.035 16604.9 16604.9 16604.9 16604.9 1 1 0.7 438334 306834 179 0 
1977 2 2 3 0.025 0.017387 0.0675 0.0867919 0.129179 4.07429e+06 3.82211e+06 331728 418091 0.047 0.047 19650.3 19650.3 19650.3 19650.3 1 1 0.9 191492 172342 197 0 
1977 2 2 4 0.025 0.0153097 0.0628 0.0960202 0.13633 3.34947e+06 3.13118e+06 300657 280793 0.054 0.054 15162.8 15162.8 15162.8 15162.8 1 1 1 180871 180871 206 0 
1977 2 2 5 0.025 0.0140799 0.0595 0.117185 0.156265 3.13801e+06 2.90512e+06 340437 339019 0.059 0.059 20002.1 20002.1 20002.1 20002.1 1 1 1 185143 185143 211 0 
1977 2 2 6 0.025 0.0161427 0.0592 0.117185 0.158328 1.73042e+06 1.60038e+06 187541 205083 0.051 0.051 10459.2 10459.2 10459.2 10459.2 1 1 1 88251.3 88251.3 202 0 
1977 2 2 7 0.025 0.0145501 0.0555 0.117185 0.156735 1.73446e+06 1.60536e+06 188125 192171 0.057 0.057 10953.8 10953.8 10953.8 10953.8 1 1 1 98864 98864 209 0 
1977 2 2 8 0.025 0.0100959 0.0478 0.117185 0.152281 2.22317e+06 2.06217e+06 241656 264044 0.07755 0.07755 20476.6 20476.6 20476.6 20476.6 1 1 1 172407 172407 231 0 
1977 3 2 0 0.025 0.222333 0.05 0 0.247333 3.62617e+07 3.21253e+07 0 30509.4 0.009219 0.011 335.604 335.604 335.604 335.604 1 1 0 334297 0 117 0 
1977 3 2 1 0.025 0.0659121 0.1163 0.00980925 0.100721 1.2905e+07 1.22764e+07 120422 246868 0.035 0.041 10121.6 10121.6 10121.6 10121.6 1 1 0 451674 0 179 0 
1977 3 2 2 0.025 0.0531485 0.08 0.0238512 0.102 1.13051e+07 1.07476e+07 256343 323278 0.045 0.045 14547.5 14547.5 14547.5 14547.5 1 1 0.7 508728 356110 194 0 
1977 3 2 3 0.025 0.0492247 0.0675 0.0433512 0.117576 3.58055e+06 3.37807e+06 146443 160819 0.049 0.049 7880.15 7880.15 7880.15 7880.15 1 1 0.9 175447 157902 199 0 
1977 3 2 4 0.025 0.0466069 0.0628 0.0479606 0.119567 2.9226e+06 2.75463e+06 132114 91494.8 0.052 0.052 4757.73 4757.73 4757.73 4757.73 1 1 1 151975 151975 203 0 
1977 3 2 5 0.025 0.0388194 0.0595 0.0585322 0.122352 2.68404e+06 2.52634e+06 147872 119185 0.063 0.063 7508.66 7508.66 7508.66 7508.66 1 1 1 169095 169095 216 0 
1977 3 2 6 0.025 0.0342941 0.0592 0.0585322 0.117826 1.47703e+06 1.39333e+06 81554.9 60220.2 0.068 0.068 4094.98 4094.98 4094.98 4094.98 1 1 1 100438 100438 221 0 
1977 3 2 7 0.025 0.0342941 0.0555 0.0585322 0.117826 1.48284e+06 1.39881e+06 81875.6 71700.7 0.068 0.068 4875.64 4875.64 4875.64 4875.64 1 1 1 100833 100833 221 0 
1977 3 2 8 0.025 0.0249787 0.0478 0.0585322 0.108511 1.90914e+06 1.80921e+06 105897 145051 0.09308 0.09308 13501.4 13501.4 13501.4 13501.4 1 1 1 177703 177703 245 0 
1977 4 2 0 0.025 0.255007 0.05 0 0.280007 2.83161e+07 2.46972e+07 0 2794.11 0.010163 0.01 27.9411 27.9411 27.9411 27.9411 1 1 0 287776 0 121 0 
1977 4 2 1 0.025 0.109225 0.1163 0.0213885 0.155614 1.16685e+07 1.08059e+07 231122 235215 0.029421 0.031 7291.65 7291.65 7291.65 7291.65 1 1 0 343299 0 169 0 
1977 4 2 2 0.025 0.0762313 0.08 0.0338517 0.135083 1.02088e+07 9.54933e+06 323261 324193 0.04 0.04 12967.7 12967.7 12967.7 12967.7 1 1 0.7 408353 285847 187 0 
1977 4 2 3 0.025 0.0601039 0.0675 0.0353962 0.1205 3.18337e+06 2.99905e+06 106155 131468 0.052 0.052 6836.36 6836.36 6836.36 6836.36 1 1 0.9 165535 148982 203 0 
1977 4 2 4 0.025 0.0532705 0.0628 0.0391598 0.11743 2.59323e+06 2.44676e+06 95814.6 88092.1 0.059 0.059 5197.43 5197.43 5197.43 5197.43 1 1 1 153001 153001 211 0 
1977 4 2 5 0.025 0.051565 0.0595 0.0477915 0.124357 2.37494e+06 2.23321e+06 106728 113091 0.061 0.061 6898.57 6898.57 6898.57 6898.57 1 1 1 144871 144871 214 0 
1977 4 2 6 0.025 0.0524056 0.0592 0.0477915 0.125197 1.31286e+06 1.234e+06 58974.9 59453.6 0.06 0.06 3567.22 3567.22 3567.22 3567.22 1 1 1 78771.6 78771.6 213 0 
1977 4 2 7 0.025 0.0435547 0.0555 0.0477915 0.116346 1.31802e+06 1.24424e+06 59464 60709.2 0.068 0.068 4128.23 4128.23 4128.23 4128.23 1 1 1 89625.5 89625.5 221 0 
