Year Quarter.no Area Predator.no Size.model Predator.length.class Predator.length Predator.length.mean  Predator.size Prey.no Prey.length.class Prey.length.mean Prey.weight Prey.size size.ratio N.haul stomcon stomcon.input use_like use_avail stom.type  Y YQ YQP YQPL YQPLP YQPLPL
1974 1 1 1 1 8 400 445 0.766654 0 0 9999 9999 9999 13042.4 50 0.106484 0.106484 1 1 1 1 1 1 6 13 0
1974 1 1 1 1 8 400 445 0.766654 2 3 92 0.00434 0.00434 0.00566096 50 0.791139 0.221176 1 1 1 1 1 1 6 14 3
1974 1 1 1 1 8 400 445 0.766654 2 4 109 0.00749 0.00749 0.00976973 50 1e-08 1e-08 0 0 2 1 1 1 6 14 4
1974 1 1 1 1 8 400 445 0.766654 2 5 129 0.01268 0.01268 0.0165394 50 1e-08 1e-08 0 0 2 1 1 1 6 14 5
1974 1 1 1 1 8 400 445 0.766654 2 6 149 0.0199 0.0199 0.025957 50 0 0.569963 0 1 1 1 1 1 6 14 6
1974 1 1 1 1 8 400 445 0.766654 3 5 94 0.00506 0.00506 0.00660011 50 0.102377 0.0481244 1 1 1 1 1 1 6 15 5
1974 1 1 1 1 8 400 445 0.766654 3 6 104 0.00692 0.00692 0.00902624 50 0 0.0542524 0 1 1 1 1 1 6 15 6
1974 1 1 1 1 9 500 537 1.34723 0 0 9999 9999 9999 7421.89 39 0.205574 0.205574 1 1 1 1 1 1 7 16 0
1974 1 1 1 1 9 500 537 1.34723 2 3 92 0.00434 0.00434 0.00322142 39 0.752859 0.0644585 1 1 1 1 1 1 7 17 3
1974 1 1 1 1 9 500 537 1.34723 2 4 109 0.00749 0.00749 0.00555955 39 0 0.510664 0 1 1 1 1 1 7 17 4
1974 1 1 1 1 9 500 537 1.34723 2 5 129 0.01268 0.01268 0.0094119 39 0 0.177737 0 1 1 1 1 1 7 17 5
1974 1 1 1 1 9 500 537 1.34723 3 7 114 0.00919 0.00919 0.0068214 39 0.041567 0.041567 1 1 1 1 1 1 7 18 7
1974 1 1 1 1 10 600 637 2.24873 0 0 9999 9999 9999 4446.51 15 0.450352 0.450352 1 1 1 1 1 1 8 19 0
1974 1 1 1 1 10 600 637 2.24873 2 2 77 0.00248 0.00248 0.00110284 15 0.488184 0.00137848 1 1 1 1 1 1 8 20 2
1974 1 1 1 1 10 600 637 2.24873 2 3 92 0.00434 0.00434 0.00192998 15 0 0.00548595 0 1 1 1 1 1 8 20 3
1974 1 1 1 1 10 600 637 2.24873 2 4 109 0.00749 0.00749 0.00333077 15 0 0.0134382 0 1 1 1 1 1 8 20 4
1974 1 1 1 1 10 600 637 2.24873 2 5 129 0.01268 0.01268 0.00563874 15 0 0.0307822 0 1 1 1 1 1 8 20 5
1974 1 1 1 1 10 600 637 2.24873 2 6 149 0.0199 0.0199 0.00884943 15 0 0.0465962 0 1 1 1 1 1 8 20 6
1974 1 1 1 1 10 600 637 2.24873 2 7 169 0.02951 0.02951 0.013123 15 0 0.0790401 0 1 1 1 1 1 8 20 7
1974 1 1 1 1 10 600 637 2.24873 2 8 189 0.04187 0.04187 0.0186194 15 0 0.117997 0 1 1 1 1 1 8 20 8
1974 1 1 1 1 10 600 637 2.24873 2 9 209 0.05736 0.05736 0.0255077 15 0 0.0976773 0 1 1 1 1 1 8 20 9
1974 1 1 1 1 10 600 637 2.24873 2 10 229 0.07635 0.07635 0.0339525 15 0 0.0679243 0 1 1 1 1 1 8 20 10
1974 1 1 1 1 10 600 637 2.24873 2 11 249 0.09923 0.09923 0.0441271 15 0 0.0193216 0 1 1 1 1 1 8 20 11
1974 1 1 1 1 10 600 637 2.24873 2 12 260 0.11293 0.11293 0.0502194 15 0 0.00854294 0 1 1 1 1 1 8 20 12
1974 1 1 1 1 10 600 637 2.24873 3 4 84 0.00358 0.00358 0.00159201 15 0.0614642 0.00222583 1 1 1 1 1 1 8 21 4
1974 1 1 1 1 10 600 637 2.24873 3 5 94 0.00506 0.00506 0.00225016 15 1e-08 1e-08 0 0 2 1 1 1 8 21 5
1974 1 1 1 1 10 600 637 2.24873 3 6 104 0.00692 0.00692 0.00307729 15 1e-08 1e-08 0 0 2 1 1 1 8 21 6
1974 1 1 1 1 10 600 637 2.24873 3 7 114 0.00919 0.00919 0.00408675 15 0 0.00690431 0 1 1 1 1 1 8 21 7
1974 1 1 1 1 10 600 637 2.24873 3 8 124 0.01192 0.01192 0.00530077 15 0 0.0216452 0 1 1 1 1 1 8 21 8
1974 1 1 1 1 10 600 637 2.24873 3 9 134 0.01516 0.01516 0.00674158 15 0 0.0113993 0 1 1 1 1 1 8 21 9
1974 1 1 1 1 10 600 637 2.24873 3 10 140 0.01717 0.01717 0.00763542 15 0 0.0192895 0 1 1 1 1 1 8 21 10
1974 1 1 1 1 11 700 743 3.5685 0 0 9999 9999 9999 2802.02 10 0.363742 0.363742 1 1 1 1 1 1 9 22 0
1974 1 1 1 1 11 700 743 3.5685 2 3 92 0.00434 0.00434 0.0012162 10 0.636258 0.103583 1 1 1 1 1 1 9 23 3
1974 1 1 1 1 11 700 743 3.5685 2 4 109 0.00749 0.00749 0.00209892 10 0 0.532675 0 1 1 1 1 1 9 23 4
1974 2 1 1 1 6 300 318 0.27977 0 0 9999 9999 9999 35740.1 44 0.20283 0.20283 1 1 1 1 2 2 10 24 0
1974 2 1 1 1 6 300 318 0.27977 2 3 92 0.00434 0.00434 0.0155128 44 0.532335 0.344524 1 1 1 1 2 2 10 25 3
1974 2 1 1 1 6 300 318 0.27977 2 4 109 0.00749 0.00749 0.026772 44 1e-08 1e-08 0 0 2 1 2 2 10 25 4
1974 2 1 1 1 6 300 318 0.27977 2 5 129 0.01268 0.01268 0.045323 44 0 0.187811 0 1 1 1 2 2 10 25 5
1974 2 1 1 1 6 300 318 0.27977 3 2 64 0.00154 0.00154 0.00550453 44 0.264834 0.00445191 1 1 1 1 2 2 10 26 2
1974 2 1 1 1 6 300 318 0.27977 3 3 74 0.00242 0.00242 0.00864997 44 0 0.0148611 0 1 1 1 2 2 10 26 3
1974 2 1 1 1 6 300 318 0.27977 3 4 84 0.00358 0.00358 0.0127962 44 0 0.0512356 0 1 1 1 2 2 10 26 4
1974 2 1 1 1 6 300 318 0.27977 3 5 94 0.00506 0.00506 0.0180863 44 0 0.0414395 0 1 1 1 2 2 10 26 5
1974 2 1 1 1 6 300 318 0.27977 3 6 104 0.00692 0.00692 0.0247346 44 0 0.0620221 0 1 1 1 2 2 10 26 6
1974 2 1 1 1 6 300 318 0.27977 3 7 114 0.00919 0.00919 0.0328485 44 0 0.0559533 0 1 1 1 2 2 10 26 7
1974 2 1 1 1 6 300 318 0.27977 3 8 124 0.01192 0.01192 0.0426065 44 0 0.0246419 0 1 1 1 2 2 10 26 8
1974 2 1 1 1 6 300 318 0.27977 3 9 134 0.01516 0.01516 0.0541874 44 0 0.00718425 0 1 1 1 2 2 10 26 9
1974 2 1 1 1 6 300 318 0.27977 3 10 140 0.01717 0.01717 0.0613719 44 0 0.00304443 0 1 1 1 2 2 10 26 10
1974 2 1 1 1 7 350 367 0.430049 0 0 9999 9999 9999 23250.9 35 0.150548 0.150548 1 1 1 1 2 2 11 27 0
1974 2 1 1 1 7 350 367 0.430049 2 3 92 0.00434 0.00434 0.0100919 35 0.630504 0.360986 1 1 1 1 2 2 11 28 3
1974 2 1 1 1 7 350 367 0.430049 2 4 109 0.00749 0.00749 0.0174166 35 0 0.14136 0 1 1 1 2 2 11 28 4
1974 2 1 1 1 7 350 367 0.430049 2 5 129 0.01268 0.01268 0.029485 35 0 0.128158 0 1 1 1 2 2 11 28 5
1974 2 1 1 1 7 350 367 0.430049 3 5 94 0.00506 0.00506 0.0117661 35 0.218948 0.0621565 1 1 1 1 2 2 11 29 5
1974 2 1 1 1 7 350 367 0.430049 3 6 104 0.00692 0.00692 0.0160912 35 0 0.156792 0 1 1 1 2 2 11 29 6
1974 2 1 1 1 8 400 443 0.756363 0 0 9999 9999 9999 13219.8 50 0.0841567 0.0841566 1 1 1 1 2 2 12 30 0
1974 2 1 1 1 8 400 443 0.756363 2 3 92 0.00434 0.00434 0.00573798 50 0.615962 0.130746 1 1 1 1 2 2 12 31 3
1974 2 1 1 1 8 400 443 0.756363 2 4 109 0.00749 0.00749 0.00990265 50 0 0.365185 0 1 1 1 2 2 12 31 4
1974 2 1 1 1 8 400 443 0.756363 2 5 129 0.01268 0.01268 0.0167644 50 0 0.12003 0 1 1 1 2 2 12 31 5
1974 2 1 1 1 8 400 443 0.756363 3 5 94 0.00506 0.00506 0.00668991 50 0.299882 0.00347446 1 1 1 1 2 2 12 32 5
1974 2 1 1 1 8 400 443 0.756363 3 6 104 0.00692 0.00692 0.00914904 50 0 0.0914599 0 1 1 1 2 2 12 32 6
1974 2 1 1 1 8 400 443 0.756363 3 7 114 0.00919 0.00919 0.0121502 50 0 0.13854 0 1 1 1 2 2 12 32 7
1974 2 1 1 1 8 400 443 0.756363 3 8 124 0.01192 0.01192 0.0157596 50 0 0.0664071 0 1 1 1 2 2 12 32 8
1974 2 1 1 1 9 500 531 1.30258 0 0 9999 9999 9999 7676.33 32 0.0980934 0.0980934 1 1 1 1 2 2 13 33 0
1974 2 1 1 1 9 500 531 1.30258 2 3 92 0.00434 0.00434 0.00333186 32 0.625286 0.133212 1 1 1 1 2 2 13 34 3
1974 2 1 1 1 9 500 531 1.30258 2 4 109 0.00749 0.00749 0.00575015 32 1e-08 1e-08 0 0 2 1 2 2 13 34 4
1974 2 1 1 1 9 500 531 1.30258 2 5 129 0.01268 0.01268 0.00973456 32 0 0.492075 0 1 1 1 2 2 13 34 5
1974 2 1 1 1 9 500 531 1.30258 3 7 114 0.00919 0.00919 0.00705525 32 0.27662 0.27662 1 1 1 1 2 2 13 35 7
1974 2 1 1 1 10 600 633 2.20663 0 0 9999 9999 9999 4531.34 10 0.230167 0.230167 1 1 1 1 2 2 14 36 0
1974 2 1 1 1 10 600 633 2.20663 2 3 92 0.00434 0.00434 0.0019668 10 0.69611 0.00784466 1 1 1 1 2 2 14 37 3
1974 2 1 1 1 10 600 633 2.20663 2 4 109 0.00749 0.00749 0.00339431 10 0 0.019216 0 1 1 1 2 2 14 37 4
1974 2 1 1 1 10 600 633 2.20663 2 5 129 0.01268 0.01268 0.00574631 10 0 0.0440171 0 1 1 1 2 2 14 37 5
1974 2 1 1 1 10 600 633 2.20663 2 6 149 0.0199 0.0199 0.00901826 10 0 0.0666305 0 1 1 1 2 2 14 37 6
1974 2 1 1 1 10 600 633 2.20663 2 7 169 0.02951 0.02951 0.0133733 10 0 0.113024 0 1 1 1 2 2 14 37 7
1974 2 1 1 1 10 600 633 2.20663 2 8 189 0.04187 0.04187 0.0189746 10 0 0.16873 0 1 1 1 2 2 14 37 8
1974 2 1 1 1 10 600 633 2.20663 2 9 209 0.05736 0.05736 0.0259943 10 0 0.139674 0 1 1 1 2 2 14 37 9
1974 2 1 1 1 10 600 633 2.20663 2 10 229 0.07635 0.07635 0.0346002 10 0 0.0971287 0 1 1 1 2 2 14 37 10
1974 2 1 1 1 10 600 633 2.20663 2 11 249 0.09923 0.09923 0.0449689 10 0 0.027629 0 1 1 1 2 2 14 37 11
1974 2 1 1 1 10 600 633 2.20663 2 12 260 0.11293 0.11293 0.0511775 10 0 0.012216 0 1 1 1 2 2 14 37 12
1974 2 1 1 1 10 600 633 2.20663 3 4 84 0.00358 0.00358 0.00162238 10 0.0737227 0.00266975 1 1 1 1 2 2 14 38 4
1974 2 1 1 1 10 600 633 2.20663 3 5 94 0.00506 0.00506 0.00229308 10 1e-08 1e-08 0 0 2 1 2 2 14 38 5
1974 2 1 1 1 10 600 633 2.20663 3 6 104 0.00692 0.00692 0.003136 10 1e-08 1e-08 0 0 2 1 2 2 14 38 6
1974 2 1 1 1 10 600 633 2.20663 3 7 114 0.00919 0.00919 0.00416471 10 0 0.00828131 0 1 1 1 2 2 14 38 7
1974 2 1 1 1 10 600 633 2.20663 3 8 124 0.01192 0.01192 0.00540189 10 0 0.0259621 0 1 1 1 2 2 14 38 8
1974 2 1 1 1 10 600 633 2.20663 3 9 134 0.01516 0.01516 0.00687019 10 0 0.0136728 0 1 1 1 2 2 14 38 9
1974 2 1 1 1 10 600 633 2.20663 3 10 140 0.01717 0.01717 0.00778108 10 0 0.0231366 0 1 1 1 2 2 14 38 10
1974 2 1 1 1 11 700 751 3.68501 0 0 9999 9999 9999 2713.42 10 0.578507 0.578507 1 1 1 1 2 2 15 39 0
1974 2 1 1 1 11 700 751 3.68501 2 3 92 0.00434 0.00434 0.00117774 10 0.421493 0.0686194 1 1 1 1 2 2 15 40 3
1974 2 1 1 1 11 700 751 3.68501 2 4 109 0.00749 0.00749 0.00203256 10 0 0.352873 0 1 1 1 2 2 15 40 4
1974 4 1 1 1 4 200 228 0.103115 0 0 9999 9999 9999 96969 10 1 1 1 1 1 1 3 3 16 41 0
1974 4 1 1 1 5 250 274 0.178966 0 0 9999 9999 9999 55870.9 11 0.992438 0.98933 1 1 1 1 3 3 17 42 0
1974 4 1 1 1 5 250 274 0.178966 2 2 77 0.00248 0.00248 0.0138574 11 0.00756199 0.00177935 1 1 1 1 3 3 17 43 2
1974 4 1 1 1 5 250 274 0.178966 2 3 92 0.00434 0.00434 0.0242504 11 0 0.00277007 0 1 1 1 3 3 17 43 3
1974 4 1 1 1 5 250 274 0.178966 2 4 109 0.00749 0.00749 0.0418515 11 0.0009465 0.0009465 0 0 1 1 3 3 17 43 4
1974 4 1 1 1 5 250 274 0.178966 2 5 129 0.01268 0.01268 0.0708514 11 0.00039197 0.00039197 0 0 1 1 3 3 17 43 5
1974 4 1 1 1 5 250 274 0.178966 2 6 149 0.0199 0.0199 0.111194 11 0 0.00298889 0 1 1 1 3 3 17 43 6
1974 4 1 1 1 5 250 274 0.178966 2 7 169 0.02951 0.02951 0.164891 11 1e-08 1e-08 0 0 2 1 3 3 17 43 7
1974 4 1 1 1 5 250 274 0.178966 2 8 189 0.04187 0.04187 0.233955 11 1e-08 1e-08 0 0 2 1 3 3 17 43 8
1974 4 1 1 1 5 250 274 0.178966 2 9 209 0.05736 0.05736 0.320508 11 1e-08 1e-08 0 0 2 1 3 3 17 43 9
1974 4 1 1 1 5 250 274 0.178966 2 10 229 0.07635 0.07635 0.426617 11 0 0.00179294 0 0 1 1 3 3 17 43 10
1974 4 1 1 1 6 300 320 0.285082 0 0 9999 9999 9999 35074.2 11 0.983777 0.981679 1 1 1 1 3 3 18 44 0
1974 4 1 1 1 6 300 320 0.285082 2 3 92 0.00434 0.00434 0.0152237 11 0.00791704 0.0050804 1 1 1 1 3 3 18 45 3
1974 4 1 1 1 6 300 320 0.285082 2 4 109 0.00749 0.00749 0.0262732 11 1e-08 1e-08 0 0 2 1 3 3 18 45 4
1974 4 1 1 1 6 300 320 0.285082 2 5 129 0.01268 0.01268 0.0444785 11 0 0.00281976 0 1 1 1 3 3 18 45 5
1974 4 1 1 1 6 300 320 0.285082 3 2 64 0.00154 0.00154 0.00540196 11 0.00017518 0.00017518 0 0 1 1 3 3 18 46 2
1974 4 1 1 1 6 300 320 0.285082 3 3 74 0.00242 0.00242 0.0084888 11 0.00058476 0.00058476 0 0 1 1 3 3 18 46 3
1974 4 1 1 1 6 300 320 0.285082 3 4 84 0.00358 0.00358 0.0125578 11 0.00830644 0.00201603 1 1 1 1 3 3 18 46 4
1974 4 1 1 1 6 300 320 0.285082 3 5 94 0.00506 0.00506 0.0177493 11 0 0.00163057 0 1 1 1 3 3 18 46 5
1974 4 1 1 1 6 300 320 0.285082 3 6 104 0.00692 0.00692 0.0242738 11 0 0.00244046 0 1 1 1 3 3 18 46 6
1974 4 1 1 1 6 300 320 0.285082 3 7 114 0.00919 0.00919 0.0322364 11 0 0.00220167 0 1 1 1 3 3 18 46 7
1974 4 1 1 1 6 300 320 0.285082 3 8 124 0.01192 0.01192 0.0418126 11 0.00096962 0.00096962 0 0 1 1 3 3 18 46 8
1974 4 1 1 1 6 300 320 0.285082 3 9 134 0.01516 0.01516 0.0531778 11 0.00028269 0.00028269 0 0 1 1 3 3 18 46 9
1974 4 1 1 1 6 300 320 0.285082 3 10 140 0.01717 0.01717 0.0602284 11 0.00011979 0.00011979 0 0 1 1 3 3 18 46 10
1974 4 1 1 1 7 350 372 0.447866 0 0 9999 9999 9999 22325.9 10 0.860395 0.860395 1 1 1 1 3 3 19 47 0
1974 4 1 1 1 7 350 372 0.447866 2 3 92 0.00434 0.00434 0.0096904 10 0.139605 0.045539 1 1 1 1 3 3 19 48 3
1974 4 1 1 1 7 350 372 0.447866 2 4 109 0.00749 0.00749 0.0167238 10 0 0.0754963 0 1 1 1 3 3 19 48 4
1974 4 1 1 1 7 350 372 0.447866 2 5 129 0.01268 0.01268 0.028312 10 0 0.0185697 0 1 1 1 3 3 19 48 5
1974 4 1 1 1 8 400 435 0.716122 0 0 9999 9999 9999 13962.7 13 0.85353 0.85353 1 1 1 1 3 3 20 49 0
1974 4 1 1 1 8 400 435 0.716122 2 3 92 0.00434 0.00434 0.00606042 13 0.14647 0.0304855 1 1 1 1 3 3 20 50 3
1974 4 1 1 1 8 400 435 0.716122 2 4 109 0.00749 0.00749 0.0104591 13 0 0.0417838 0 1 1 1 3 3 20 50 4
1974 4 1 1 1 8 400 435 0.716122 2 5 129 0.01268 0.01268 0.0177065 13 0 0.0239985 0 1 1 1 3 3 20 50 5
1974 4 1 1 1 8 400 435 0.716122 2 6 149 0.0199 0.0199 0.0277886 13 0 0.0502024 0 1 1 1 3 3 20 50 6
1974 4 1 1 1 9 500 538 1.35477 0 0 9999 9999 9999 7380.58 10 0.421576 0.421576 1 1 1 1 3 3 21 51 0
1974 4 1 1 1 9 500 538 1.35477 2 3 92 0.00434 0.00434 0.00320349 10 0.578424 0.0779352 1 1 1 1 3 3 21 52 3
1974 4 1 1 1 9 500 538 1.35477 2 4 109 0.00749 0.00749 0.00552861 10 0 0.246146 0 1 1 1 3 3 21 52 4
1974 4 1 1 1 9 500 538 1.35477 2 5 129 0.01268 0.01268 0.00935951 10 0 0.254343 0 1 1 1 3 3 21 52 5
1975 1 1 1 1 3 150 174 0.0458318 0 0 9999 9999 9999 218167 10 1 1 1 1 1 2 4 4 22 53 0
1975 1 1 1 1 4 200 217 0.0888993 0 0 9999 9999 9999 112476 10 1 1 1 1 1 2 4 4 23 54 0
1975 1 1 1 1 5 250 277 0.184909 0 0 9999 9999 9999 54075.2 15 0.859653 0.835956 1 1 1 2 4 4 24 55 0
1975 1 1 1 1 5 250 277 0.184909 2 2 77 0.00248 0.00248 0.013412 15 0.140347 0.0273571 1 1 1 2 4 4 24 56 2
1975 1 1 1 1 5 250 277 0.184909 2 3 92 0.00434 0.00434 0.023471 15 0 0.0425891 0 1 1 2 4 4 24 56 3
1975 1 1 1 1 5 250 277 0.184909 2 4 109 0.00749 0.00749 0.0405064 15 0 0.0145522 0 1 1 2 4 4 24 56 4
1975 1 1 1 1 5 250 277 0.184909 2 5 129 0.01268 0.01268 0.0685742 15 0 0.00602648 0 1 1 2 4 4 24 56 5
1975 1 1 1 1 5 250 277 0.184909 2 6 149 0.0199 0.0199 0.10762 15 0 0.0459534 0 1 1 2 4 4 24 56 6
1975 1 1 1 1 5 250 277 0.184909 2 7 169 0.02951 0.02951 0.159592 15 1e-08 1e-08 0 0 2 2 4 4 24 56 7
1975 1 1 1 1 5 250 277 0.184909 2 8 189 0.04187 0.04187 0.226435 15 1e-08 1e-08 0 0 2 2 4 4 24 56 8
1975 1 1 1 1 5 250 277 0.184909 2 9 209 0.05736 0.05736 0.310206 15 1e-08 1e-08 0 0 2 2 4 4 24 56 9
1975 1 1 1 1 5 250 277 0.184909 2 10 229 0.07635 0.07635 0.412905 15 0 0.027566 0 0 1 2 4 4 24 56 10
1975 1 1 1 1 6 300 319 0.282417 0 0 9999 9999 9999 35405.1 26 0.714484 0.71284 1 1 1 2 4 4 25 57 0
1975 1 1 1 1 6 300 319 0.282417 2 2 77 0.00248 0.00248 0.00878133 26 0.107968 0.0038019 1 1 1 2 4 4 25 58 2
1975 1 1 1 1 6 300 319 0.282417 2 3 92 0.00434 0.00434 0.0153673 26 0 0.0273489 0 1 1 2 4 4 25 58 3
1975 1 1 1 1 6 300 319 0.282417 2 4 109 0.00749 0.00749 0.026521 26 0 0.0134895 0 1 1 2 4 4 25 58 4
1975 1 1 1 1 6 300 319 0.282417 2 5 129 0.01268 0.01268 0.0448981 26 0 0.0206059 0 1 1 2 4 4 25 58 5
1975 1 1 1 1 6 300 319 0.282417 2 6 149 0.0199 0.0199 0.0704631 26 0 0.0107621 0 1 1 2 4 4 25 58 6
1975 1 1 1 1 6 300 319 0.282417 2 7 169 0.02951 0.02951 0.104491 26 0 0.015789 0 1 1 2 4 4 25 58 7
1975 1 1 1 1 6 300 319 0.282417 2 8 189 0.04187 0.04187 0.148256 26 0 0.00768565 0 1 1 2 4 4 25 58 8
1975 1 1 1 1 6 300 319 0.282417 2 9 209 0.05736 0.05736 0.203104 26 0 0.00215963 0 1 1 2 4 4 25 58 9
1975 1 1 1 1 6 300 319 0.282417 2 10 229 0.07635 0.07635 0.270345 26 0 0.00607746 0 1 1 2 4 4 25 58 10
